,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,0,1,0,0,nnRegressor,tanh,None,13,None,None,adaptive,None,None,None,None,6,None,lbfgs,None,-0.013880629271269651,ok,0.545404113130644
1,1,0,0,0,1,1,kneighborsRegressor,None,ball_tree,None,None,13.0,None,None,None,None,None,None,4.0,None,uniform,0.4734643533303494,ok,0.5720554711297154
2,1,0,1,0,1,0,nnRegressor,identity,None,16,None,None,constant,None,None,None,None,7,None,sgd,None,0.5782911172955969,ok,2.2088036651257426
3,1,0,0,1,1,1,kneighborsRegressor,None,ball_tree,None,None,6.0,None,None,None,None,None,None,5.0,None,uniform,0.5041595370235084,ok,2.239786261925474
4,0,1,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,13.0,None,None,None,None,None,None,4.0,None,distance,-0.3437750300755482,ok,2.2858993920963258
5,0,0,1,0,0,0,nnRegressor,tanh,None,21,None,None,constant,None,None,None,None,4,None,sgd,None,-8.626595023341265,ok,3.8256304420065135
6,1,0,0,0,0,0,randomForestRegressor,None,None,None,mae,None,None,12.0,log2,14.0,15.0,None,None,None,None,0.4246994018366611,ok,18.433134949067608
7,1,0,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,7.0,sqrt,7.0,11.0,None,None,None,None,-0.0018489651444402178,ok,18.676955088973045
8,1,1,1,0,0,1,kneighborsRegressor,None,auto,None,None,19.0,None,None,None,None,None,None,1.0,None,distance,-0.0020138487858538667,ok,18.70544662512839
9,1,1,0,0,0,1,randomForestRegressor,None,None,None,mae,None,None,13.0,log2,13.0,29.0,None,None,None,None,0.4562806437822322,ok,32.47099238913506
10,0,1,1,0,1,1,nnRegressor,logistic,None,27,None,None,adaptive,None,None,None,None,8,None,sgd,None,-2.6491023014570003,ok,39.00756527297199
11,0,0,0,0,0,1,kneighborsRegressor,None,brute,None,None,28.0,None,None,None,None,None,None,8.0,None,uniform,-0.0467408601801409,ok,39.09575262805447
12,1,0,0,1,1,0,kneighborsRegressor,None,brute,None,None,29.0,None,None,None,None,None,None,9.0,None,distance,0.4815384585126068,ok,39.243649933021516
13,1,1,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,33.0,auto,16.0,12.0,None,None,None,None,0.5788110268850746,ok,96.23861710797064
14,1,0,1,1,1,1,nnRegressor,relu,None,20,None,None,invscaling,None,None,None,None,8,None,adam,None,-9.906910250271448,ok,98.18615818209946
15,1,0,1,1,1,0,nnRegressor,tanh,None,31,None,None,adaptive,None,None,None,None,8,None,lbfgs,None,-8.085671764315457,ok,99.31385756004602
16,0,1,0,0,1,1,nnRegressor,relu,None,8,None,None,constant,None,None,None,None,6,None,adam,None,0.13374334033995394,ok,103.5995901490096
17,0,0,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,55.0,sqrt,19.0,8.0,None,None,None,None,0.4104646506919368,ok,113.02065477892756
18,1,0,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,22.0,sqrt,3.0,21.0,None,None,None,None,0.47178658730324396,ok,132.17227546102367
19,1,1,0,0,1,0,kneighborsRegressor,None,brute,None,None,23.0,None,None,None,None,None,None,2.0,None,uniform,0.367531655306395,ok,132.25409905193374
20,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,90.0,auto,20.0,40.0,None,None,None,None,0.6004958717471527,ok,133.50699871894903
21,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,100.0,auto,20.0,38.0,None,None,None,None,0.6004958717471527,ok,134.75871642492712
22,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,100.0,auto,20.0,40.0,None,None,None,None,0.6004958717471527,ok,136.01169859594665
23,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,100.0,auto,20.0,40.0,None,None,None,None,0.6004958717471527,ok,137.26513711200096
24,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,78.0,auto,17.0,33.0,None,None,None,None,0.599288281184226,ok,138.55722433002666
25,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,73.0,auto,9.0,33.0,None,None,None,None,0.600417143803873,ok,139.9392825460527
26,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,100.0,auto,18.0,2.0,None,None,None,None,0.599688218632169,ok,141.29134131898172
27,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,79.0,auto,15.0,25.0,None,None,None,None,0.5990744110514978,ok,142.62161216512322
28,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,59.0,auto,11.0,39.0,None,None,None,None,-0.0018489651444402178,ok,142.9615275459364
29,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,91.0,log2,3.0,35.0,None,None,None,None,0.6085149689329763,ok,143.74662195914425
30,0,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,88.0,log2,4.0,34.0,None,None,None,None,0.4296289475991768,ok,144.44624919211492
31,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,67.0,log2,6.0,27.0,None,None,None,None,-0.0018489651444402178,ok,144.72007779893465
32,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,39.0,log2,11.0,36.0,None,None,None,None,0.6061928853644633,ok,145.44629001407884
33,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,39.0,log2,11.0,22.0,None,None,None,None,0.6040966551645333,ok,146.20744158513844
34,0,1,1,1,1,0,nnRegressor,logistic,None,27,None,None,invscaling,None,None,None,None,1,None,adam,None,0.0036242104436554623,ok,147.74453701404855
35,1,1,1,1,1,0,kneighborsRegressor,None,kd_tree,None,None,35.0,None,None,None,None,None,None,7.0,None,distance,0.4728912990401728,ok,147.78987652808428
36,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,46.0,log2,9.0,35.0,None,None,None,None,0.509793877062928,ok,148.58499820507132
37,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,24.0,log2,9.0,30.0,None,None,None,None,0.605461029967257,ok,149.33826991706155
38,0,1,0,1,0,0,kneighborsRegressor,None,auto,None,None,39.0,None,None,None,None,None,None,2.0,None,distance,-0.5402518474771798,ok,149.3815222249832
