,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
39,1,1,1,1,1,0,nnRegressor,identity,None,9,None,None,invscaling,None,None,None,None,1,None,lbfgs,None,0.5169156941418259,ok,149.47294747596607
40,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,45.0,log2,13.0,17.0,None,None,None,None,-0.0018489651444402178,ok,149.75326149794273
41,0,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,62.0,log2,6.0,37.0,None,None,None,None,0.38785076414091046,ok,150.19703072612174
42,1,0,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,3.0,None,None,None,None,None,None,10.0,None,uniform,0.5463504653498183,ok,150.24263895698823
43,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,31.0,log2,2.0,30.0,None,None,None,None,0.5035632207119969,ok,151.12545180809684
44,1,0,0,0,1,1,nnRegressor,identity,None,25,None,None,adaptive,None,None,None,None,10,None,lbfgs,None,0.580786625957213,ok,151.2274186159484
45,0,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,51.0,log2,12.0,25.0,None,None,None,None,0.4337512172000425,ok,151.90859228395857
46,1,1,1,1,0,1,kneighborsRegressor,None,kd_tree,None,None,39.0,None,None,None,None,None,None,7.0,None,distance,0.35922323280873625,ok,151.95716130104847
47,1,0,0,0,1,0,nnRegressor,logistic,None,31,None,None,invscaling,None,None,None,None,3,None,adam,None,0.5801666949105132,ok,153.279165282147
48,0,1,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,39.0,sqrt,8.0,18.0,None,None,None,None,-0.0018489651444402178,ok,153.54811266600154
49,1,0,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,90.0,log2,5.0,36.0,None,None,None,None,0.48558751958734914,ok,154.16262702504173
50,1,1,0,1,1,0,kneighborsRegressor,None,auto,None,None,9.0,None,None,None,None,None,None,10.0,None,uniform,0.5144979795801145,ok,154.21056943992153
51,1,1,1,1,1,1,nnRegressor,relu,None,14,None,None,constant,None,None,None,None,10,None,sgd,None,-47.784636214078596,ok,157.1738095539622
52,0,0,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,18.0,log2,14.0,32.0,None,None,None,None,0.38901124624384353,ok,169.71592199406587
53,1,1,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,5.0,log2,10.0,24.0,None,None,None,None,0.44403325306632846,ok,170.08464229200035
54,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,66.0,sqrt,8.0,3.0,None,None,None,None,-0.0018489651444402178,ok,170.36033344711177
55,1,0,1,0,1,1,kneighborsRegressor,None,ball_tree,None,None,31.0,None,None,None,None,None,None,6.0,None,distance,0.46615398989454215,ok,170.41007208102383
56,0,1,1,1,1,0,nnRegressor,logistic,None,23,None,None,adaptive,None,None,None,None,3,None,sgd,None,-1.7816077184447212,ok,177.62262164708227
57,1,1,0,1,0,0,randomForestRegressor,None,None,None,mae,None,None,29.0,log2,2.0,28.0,None,None,None,None,0.4475776769693779,ok,197.23602598998696
58,1,1,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,14.0,log2,13.0,31.0,None,None,None,None,0.6041866355802643,ok,197.90954620507546
59,1,0,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,39.0,sqrt,15.0,18.0,None,None,None,None,0.5848236159524656,ok,210.2168852800969
60,1,1,1,1,1,0,kneighborsRegressor,None,brute,None,None,20.0,None,None,None,None,None,None,3.0,None,uniform,0.4478027488155486,ok,210.32741745910607
61,0,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,54.0,log2,7.0,36.0,None,None,None,None,-0.0018489651444402178,ok,210.57714589103125
62,1,1,1,1,0,0,nnRegressor,identity,None,17,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.4398709451183339,ok,210.65327054494992
63,1,1,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,45.0,log2,4.0,10.0,None,None,None,None,0.598991058666005,ok,233.80766060808674
64,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,9.0,sqrt,10.0,27.0,None,None,None,None,0.6034828395033405,ok,234.4950990921352
65,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,27.0,log2,12.0,30.0,None,None,None,None,0.605312399530181,ok,235.23204257595353
66,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,22.0,log2,7.0,37.0,None,None,None,None,0.6051602858339695,ok,235.9823537610937
67,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,36.0,log2,3.0,34.0,None,None,None,None,0.6099798545268001,ok,236.76948701613583
68,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,34.0,log2,3.0,38.0,None,None,None,None,0.6091519073795817,ok,237.5470398911275
69,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,35.0,log2,3.0,39.0,None,None,None,None,0.6096849320327746,ok,238.3225815249607
70,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,2.0,log2,3.0,39.0,None,None,None,None,0.4782560284334625,ok,238.65882354509085
71,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,34.0,log2,4.0,38.0,None,None,None,None,0.6081673046459769,ok,239.42584268795326
72,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,35.0,sqrt,5.0,40.0,None,None,None,None,0.6064676118116002,ok,240.17922059097327
73,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,18.0,log2,2.0,5.0,None,None,None,None,0.6036061872319243,ok,241.18947990401648
74,1,1,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,51.0,log2,3.0,33.0,None,None,None,None,0.5995696269084214,ok,267.1798262700904
75,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,25.0,log2,5.0,38.0,None,None,None,None,0.6061943111892296,ok,267.93931151297875
76,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,15.0,auto,6.0,34.0,None,None,None,None,0.6038663416907606,ok,269.35677149612457
77,0,1,1,1,1,0,kneighborsRegressor,None,kd_tree,None,None,2.0,None,None,None,None,None,None,9.0,None,distance,0.36264691096707535,ok,269.4162162169814
78,1,1,1,1,1,0,nnRegressor,tanh,None,11,None,None,constant,None,None,None,None,2,None,adam,None,-0.6337950604919698,ok,272.7027850339655
79,1,1,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,58.0,log2,3.0,40.0,None,None,None,None,0.4672193840597617,ok,273.23148547904566
80,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,48.0,sqrt,4.0,14.0,None,None,None,None,0.6062906540487683,ok,274.0970394129399
81,1,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,36.0,auto,5.0,32.0,None,None,None,None,-0.0018489651444402178,ok,274.4223524860572
82,0,0,1,1,1,0,kneighborsRegressor,None,auto,None,None,25.0,None,None,None,None,None,None,1.0,None,uniform,-0.10339277472801434,ok,274.47018670104444
83,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,43.0,log2,2.0,22.0,None,None,None,None,0.5912770586257141,ok,275.225829585921
84,1,1,1,1,0,0,nnRegressor,relu,None,32,None,None,invscaling,None,None,None,None,9,None,lbfgs,None,-9.819740198767336,ok,276.2350410569925
85,1,1,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,41.0,log2,6.0,28.0,None,None,None,None,0.5961956819757829,ok,298.9803329380229
86,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,20.0,log2,7.0,34.0,None,None,None,None,0.3885912748707493,ok,299.55947593506426
87,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,30.0,auto,3.0,39.0,None,None,None,None,0.6053113205430223,ok,301.0391834869515
88,1,1,0,1,0,0,kneighborsRegressor,None,ball_tree,None,None,16.0,None,None,None,None,None,None,6.0,None,distance,0.2914925218215789,ok,301.0945035489276
89,1,1,1,1,1,0,nnRegressor,tanh,None,28,None,None,constant,None,None,None,None,5,None,adam,None,-6.296601272428838,ok,302.9219209549483
90,1,0,1,0,1,1,randomForestRegressor,None,None,None,mse,None,None,8.0,log2,4.0,20.0,None,None,None,None,0.6003635545230113,ok,303.4981682859361
91,0,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,56.0,log2,8.0,26.0,None,None,None,None,-0.0018489651444402178,ok,303.77286849101074
92,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,49.0,log2,17.0,35.0,None,None,None,None,0.5865665621885903,ok,304.41388952499256
93,1,1,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,34.0,None,None,None,None,None,None,5.0,None,uniform,0.36778556259822837,ok,304.46011051209643
94,1,1,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,63.0,auto,19.0,37.0,None,None,None,None,0.6004218152204565,ok,305.7738705361262
95,1,0,1,0,1,0,nnRegressor,relu,None,18,None,None,adaptive,None,None,None,None,5,None,sgd,None,-43.58340152333516,ok,314.9673744130414
96,0,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,26.0,log2,2.0,32.0,None,None,None,None,0.4273966177433648,ok,315.69537260592915
97,1,1,0,1,0,0,randomForestRegressor,None,None,None,mae,None,None,72.0,sqrt,5.0,24.0,None,None,None,None,0.4485335965252025,ok,334.5360994390212
98,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,36.0,log2,3.0,39.0,None,None,None,None,-0.0018489651444402178,ok,334.8165641259402
99,1,1,1,1,1,1,kneighborsRegressor,None,brute,None,None,8.0,None,None,None,None,None,None,8.0,None,uniform,0.5168689309130041,ok,334.9763378039934
