,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
20,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,80,log2,18,25,None,None,None,None,0.6254245277613862,ok,92.71764978882857
21,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,71,log2,20,21,None,None,None,None,0.6262181480854085,ok,110.37060709600337
22,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,4,log2,15,39,None,None,None,None,0.5788940529590628,ok,122.56864042696543
23,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,30,auto,17,28,None,None,None,None,0.610768755050632,ok,157.75583298294805
24,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,69,auto,20,15,None,None,None,None,0.6168173078008957,ok,191.326978410827
25,1,1,0,0,1,1,randomForestRegressor,None,None,None,mse,None,None,30,log2,2,14,None,None,None,None,0.6178083744343543,ok,191.98476308700629
26,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,60,auto,13,32,None,None,None,None,0.6131810570094964,ok,231.3102738170419
27,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,95,log2,8,18,None,None,None,None,0.6279594973184983,ok,251.16149526298977
28,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,93,auto,7,17,None,None,None,None,0.6135882342794134,ok,295.01663699699566
29,1,1,0,0,1,1,randomForestRegressor,None,None,None,mse,None,None,1,sqrt,3,22,None,None,None,None,0.6247044019011185,ok,295.6280929800123
30,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,41,log2,9,10,None,None,None,None,0.6288118892005881,ok,314.7139851548709
31,1,1,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,41,auto,10,10,None,None,None,None,0.6138259295179462,ok,355.3941646430176
32,1,0,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,20,log2,5,11,None,None,None,None,0.6296300243381773,ok,375.69044680404477
33,1,0,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,15,auto,4,3,None,None,None,None,-0.0012149841784483417,ok,375.99280712986365
34,1,0,1,0,1,1,randomForestRegressor,None,None,None,mse,None,None,13,sqrt,6,12,None,None,None,None,0.6454341161757713,ok,376.68843821482733
35,1,0,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,2.0,None,None,None,None,None,None,9.0,None,distance,0.5212004772549309,ok,376.73248963803053
36,1,0,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,83,sqrt,6,25,None,None,None,None,0.4777009462269691,ok,377.3455382739194
37,1,0,1,0,1,1,nnRegressor,identity,None,8.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.6245375372009421,ok,393.3637494749855
38,0,0,1,0,1,1,randomForestRegressor,None,None,None,mse,None,None,14,sqrt,12,18,None,None,None,None,0.46451203889749404,ok,393.83943364885636
39,1,0,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,39.0,None,None,None,None,None,None,6.0,None,distance,0.3771824644936198,ok,393.88439402286895
40,1,0,1,0,1,0,nnRegressor,tanh,None,27.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,-49.9110295192587,ok,395.1674466780387
41,0,0,1,0,0,1,randomForestRegressor,None,None,None,mse,None,None,43,sqrt,15,13,None,None,None,None,-0.0012514619788734915,ok,395.6497131448705
42,1,0,1,1,1,1,kneighborsRegressor,None,auto,None,None,22.0,None,None,None,None,None,None,1.0,None,uniform,0.2531350372746206,ok,395.68934649485163
43,0,0,1,0,1,0,nnRegressor,identity,None,8.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.43398844892761135,ok,411.5207598640118
44,1,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,77,sqrt,2,6,None,None,None,None,0.4761216164903693,ok,412.55013743182644
45,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,61,sqrt,18,24,None,None,None,None,0.6448740033771252,ok,413.0695803009439
46,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,48,sqrt,17,29,None,None,None,None,0.64738795163619,ok,413.59124068985693
47,0,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,31.0,None,None,None,None,None,None,10.0,None,distance,0.3150492543141904,ok,413.63734159991145
48,1,0,1,1,0,0,nnRegressor,tanh,None,26.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,-3.3620651847128853,ok,415.1681445350405
49,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,8,sqrt,15,29,None,None,None,None,0.645552406180691,ok,415.6373538118787
50,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,23,sqrt,16,30,None,None,None,None,0.4427642316618312,ok,416.1170971619431
51,1,0,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.35205414017522174,ok,416.1580697100144
52,1,0,1,0,1,0,nnRegressor,tanh,None,18.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,-16.622195693348747,ok,418.267478762893
53,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,7,sqrt,19,39,None,None,None,None,0.4599112412151919,ok,418.6824438259937
54,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,45,sqrt,15,28,None,None,None,None,0.6456784845299541,ok,419.42851610295475
55,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,48,sqrt,17,32,None,None,None,None,0.4986739705486546,ok,419.9870469379239
56,1,0,1,1,1,0,kneighborsRegressor,None,auto,None,None,29.0,None,None,None,None,None,None,7.0,None,uniform,0.5740598862347042,ok,420.02745977183804
57,0,0,1,1,1,0,nnRegressor,logistic,None,26.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,-0.04150818999566552,ok,421.5649526838679
58,1,0,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,50,sqrt,14,36,None,None,None,None,-0.0012149841784483417,ok,421.84104111092165
59,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,35,sqrt,11,27,None,None,None,None,0.49791238642648383,ok,422.4349305268843
60,1,0,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,57,sqrt,16,32,None,None,None,None,-0.0012149841784483417,ok,422.78563029901125
61,0,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,46,sqrt,19,35,None,None,None,None,0.45558687633798434,ok,423.2746239518747
62,1,0,1,1,1,0,kneighborsRegressor,None,brute,None,None,3.0,None,None,None,None,None,None,4.0,None,distance,0.4903169953237254,ok,423.42344726482406
63,1,0,0,1,1,0,nnRegressor,identity,None,18.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.6043884198721188,ok,423.50543185090646
64,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,36,sqrt,12,23,None,None,None,None,0.5009541191089416,ok,424.0963830938563
65,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,27,sqrt,14,28,None,None,None,None,0.6439771387081007,ok,424.63579891691916
66,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,55,sqrt,15,30,None,None,None,None,0.645151110463962,ok,425.1704741548747
67,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,64,sqrt,17,34,None,None,None,None,0.64738795163619,ok,425.6938188979402
68,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,67,sqrt,17,34,None,None,None,None,0.6465676362862046,ok,426.42620034283027
69,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,86,sqrt,18,39,None,None,None,None,0.6427159785197631,ok,426.9414471609052
70,1,0,1,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,73,sqrt,19,37,None,None,None,None,-0.0012149841784483417,ok,427.19550025393255
71,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,65,sqrt,17,33,None,None,None,None,0.6465676362862046,ok,427.92916189692914
72,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,63,sqrt,16,33,None,None,None,None,0.6438060653302176,ok,428.45720699592493
73,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,75,auto,14,37,None,None,None,None,0.646743843315978,ok,429.37665152782574
74,1,0,0,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,89,auto,14,38,None,None,None,None,-0.0012149841784483417,ok,429.6474986139219
75,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,71,auto,12,20,None,None,None,None,0.6455250926241818,ok,430.6189193408936
76,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,55,auto,20,40,None,None,None,None,0.6470662525252786,ok,431.50806810497306
77,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,54,auto,20,40,None,None,None,None,0.6470662525252786,ok,432.3986690659076
78,1,1,0,0,1,0,kneighborsRegressor,None,auto,None,None,9.0,None,None,None,None,None,None,1.0,None,uniform,0.18362717230176018,ok,432.4418841628358
79,0,0,1,0,1,0,nnRegressor,relu,None,10.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,-0.4156562158628352,ok,435.85473196883686
80,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,99,auto,18,31,None,None,None,None,0.6469795183362098,ok,436.76236029085703
81,1,1,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,39,log2,20,25,None,None,None,None,-0.0012149841784483417,ok,437.01636750390753
82,1,0,0,0,1,0,randomForestRegressor,None,None,None,mse,None,None,51,auto,19,26,None,None,None,None,0.6214592878351667,ok,437.5637561229523
83,0,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,18.0,None,None,None,None,None,None,8.0,None,distance,0.31205124498705805,ok,437.6109288239386
84,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,79,auto,20,35,None,None,None,None,0.6470662525252786,ok,438.5004201850388
85,1,1,1,0,0,0,nnRegressor,relu,None,24.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,-71.71692606897983,ok,440.2801585488487
86,1,0,0,0,1,0,randomForestRegressor,None,None,None,mae,None,None,79,log2,18,34,None,None,None,None,0.6152443428474985,ok,450.85010415990837
87,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,82,auto,13,22,None,None,None,None,0.4365395302058209,ok,451.43828525790013
88,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,90,auto,16,36,None,None,None,None,0.6468717524928923,ok,452.35268570901826
89,1,0,1,0,1,0,nnRegressor,logistic,None,29.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,-0.16044444978939332,ok,452.49619495286606
90,1,1,1,0,0,0,kneighborsRegressor,None,ball_tree,None,None,26.0,None,None,None,None,None,None,10.0,None,uniform,0.43174859058023396,ok,452.5535981268622
91,1,0,0,0,1,0,randomForestRegressor,None,None,None,mae,None,None,100,log2,10,30,None,None,None,None,0.6112188824708246,ok,463.49025403382257
92,0,0,1,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,59,auto,9,27,None,None,None,None,-0.0012149841784483417,ok,463.7645046690013
93,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,66,log2,17,35,None,None,None,None,0.6454487699805711,ok,464.28871957794763
94,1,1,1,0,0,0,kneighborsRegressor,None,brute,None,None,33.0,None,None,None,None,None,None,6.0,None,distance,0.24180954328242854,ok,464.5177755688783
95,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,31,auto,19,16,None,None,None,None,0.647014351371248,ok,465.4173374660313
96,0,0,0,0,1,0,nnRegressor,tanh,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,-1.495385627300862,ok,467.5888858968392
97,1,0,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,70,auto,18,31,None,None,None,None,0.6222362335000624,ok,500.3457720039878
98,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,95,sqrt,20,38,None,None,None,None,0.6441628122019577,ok,500.86085510696284
99,1,1,1,0,0,1,randomForestRegressor,None,None,None,mse,None,None,62,sqrt,13,24,None,None,None,None,0.5101248330530197,ok,501.5518833899405
