,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
21,1,1,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,7.0,None,None,None,None,None,None,9.0,None,uniform,0.5467998822808859,ok,78.72077447688207
22,1,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,uniform,0.5924471225291615,ok,78.76209949096665
23,1,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,14.0,None,None,None,None,None,None,7.0,None,distance,0.5029633693755895,ok,78.80058126687072
24,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,72,auto,14,39,None,None,None,None,0.6427619629319329,ok,79.72068821894936
25,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,71,auto,14,38,None,None,None,None,0.6426513787442838,ok,80.64314669789746
26,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,64,auto,13,39,None,None,None,None,0.6424064659776194,ok,81.56699933088385
27,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,99,auto,17,31,None,None,None,None,0.6424940400497308,ok,82.48573361895978
28,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,76,auto,9,39,None,None,None,None,0.5124167097558611,ok,83.75168728386052
29,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,54,auto,11,31,None,None,None,None,0.6396447577704502,ok,84.71358566987328
30,1,0,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,83,auto,16,32,None,None,None,None,0.4739533187200612,ok,85.47261850582436
31,1,0,1,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,57,auto,10,5,None,None,None,None,-0.0023555564933037676,ok,85.77567474287935
32,1,0,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,39,log2,19,23,None,None,None,None,0.6239762341469375,ok,107.80061918799765
33,1,0,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,86,auto,13,40,None,None,None,None,0.49642587439512886,ok,108.64681204687804
34,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,69,auto,7,27,None,None,None,None,0.642727003244405,ok,109.95108419796452
35,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,99,auto,15,35,None,None,None,None,0.6431102042776686,ok,111.1312617638614
36,1,0,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,93,sqrt,17,35,None,None,None,None,-0.0023555564933037676,ok,111.38594706589356
37,1,0,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,99,log2,8,27,None,None,None,None,0.6286881684750527,ok,137.48894564202055
38,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,100,auto,3,19,None,None,None,None,0.5012521661935584,ok,138.87912042881362
39,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,81,auto,11,35,None,None,None,None,0.6472064656668922,ok,140.2407230020035
40,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,4,auto,11,34,None,None,None,None,0.6006993857177604,ok,140.8232290619053
41,1,1,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,80,log2,6,28,None,None,None,None,0.6303676941045948,ok,166.15033876989037
42,1,1,0,1,1,0,nnRegressor,identity,None,17.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,-24.046675234793558,ok,168.0859776439611
43,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,62,auto,9,20,None,None,None,None,-0.0023555564933037676,ok,168.4241250238847
44,0,1,1,1,1,0,nnRegressor,relu,None,18.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,-2.9146723810260915,ok,170.54862905689515
45,1,1,0,1,1,1,randomForestRegressor,None,None,None,mse,None,None,37,sqrt,12,5,None,None,None,None,0.6297539073555503,ok,171.1951082618907
46,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,47,auto,9,24,None,None,None,None,0.5223077702706121,ok,172.60278979199938
47,0,1,1,1,1,1,kneighborsRegressor,None,auto,None,None,39.0,None,None,None,None,None,None,2.0,None,distance,0.2882868988088656,ok,172.65609024092555
48,1,1,0,1,1,0,nnRegressor,tanh,None,23.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,-74.68216782585108,ok,174.2604090089444
49,0,1,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,90,auto,5,12,None,None,None,None,0.485454559982086,ok,233.57311353692785
50,1,1,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,40.0,None,None,None,None,None,None,4.0,None,distance,0.36495044919890496,ok,233.63344090501778
51,0,1,1,1,1,1,nnRegressor,tanh,None,13.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,-7.221531788027727,ok,235.82144324993715
52,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,78,auto,3,37,None,None,None,None,0.621804428519688,ok,236.97348781488836
53,1,1,1,1,1,0,kneighborsRegressor,None,ball_tree,None,None,32.0,None,None,None,None,None,None,7.0,None,distance,0.5166717716598208,ok,237.04106967383996
54,0,1,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,63,log2,7,30,None,None,None,None,0.036477540912276396,ok,237.77404027199373
55,1,1,1,1,1,0,nnRegressor,identity,None,26.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,-12.082797606075754,ok,239.1192290338222
56,1,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,26,sqrt,10,15,None,None,None,None,-0.0023555564933037676,ok,239.4990397328511
57,0,0,1,1,1,0,kneighborsRegressor,None,brute,None,None,11.0,None,None,None,None,None,None,1.0,None,uniform,-0.04703499379109566,ok,239.58988854289055
58,1,0,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,88,auto,6,36,None,None,None,None,0.6115932630845023,ok,305.71036115381867
59,1,1,1,1,0,0,nnRegressor,relu,None,20.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,-33.756612576519444,ok,307.22884691297077
60,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,75,log2,2,33,None,None,None,None,0.6470356962801478,ok,308.07749895681627
61,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,68,log2,12,33,None,None,None,None,0.6449860469874844,ok,308.83554728794843
62,1,0,0,0,1,0,kneighborsRegressor,None,auto,None,None,22.0,None,None,None,None,None,None,5.0,None,distance,0.5076761698390391,ok,308.87379926489666
63,0,1,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,75,log2,2,25,None,None,None,None,-0.0023555564933037676,ok,309.1377618338447
64,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,57,log2,18,29,None,None,None,None,0.5088237698495722,ok,309.69618643797
65,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,65,log2,12,33,None,None,None,None,0.6449860469874844,ok,310.45570882200263
66,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,49,log2,12,33,None,None,None,None,0.6449860469874844,ok,311.2151998667978
67,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,47,log2,14,2,None,None,None,None,0.6448177590785454,ok,311.9779350438621
68,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,81,log2,10,36,None,None,None,None,0.6448188297244495,ok,312.74501252383925
69,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,39,log2,15,18,None,None,None,None,0.6451195518631565,ok,313.49446773785166
70,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,18,log2,15,17,None,None,None,None,0.6462576082905469,ok,314.25468750996515
71,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,8,log2,15,9,None,None,None,None,0.6436624778309785,ok,314.8999381538015
72,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,18,log2,17,16,None,None,None,None,0.6446289718808457,ok,315.6366670660209
73,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,27,sqrt,20,13,None,None,None,None,0.6360732850021729,ok,316.1515366570093
74,1,0,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,33,log2,13,9,None,None,None,None,0.6260499422368342,ok,339.1128160918597
75,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,20,log2,16,22,None,None,None,None,0.6441460985040062,ok,339.8580183319282
76,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,13,log2,19,25,None,None,None,None,0.6456985565719722,ok,340.5785903618671
77,1,0,1,1,1,0,nnRegressor,tanh,None,8.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,-0.32279813282517655,ok,345.2444704947993
78,1,0,0,0,1,0,kneighborsRegressor,None,ball_tree,None,None,36.0,None,None,None,None,None,None,8.0,None,distance,0.5137886989151302,ok,345.2902410989627
79,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,94,sqrt,8,18,None,None,None,None,-0.0023555564933037676,ok,345.57031587697566
80,0,0,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,73,log2,16,21,None,None,None,None,0.47102522383503387,ok,346.17273808596656
81,1,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,43,log2,13,38,None,None,None,None,0.6394725996133024,ok,346.70380138000473
82,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,53,sqrt,14,40,None,None,None,None,0.6284166690195226,ok,347.34605343081057
83,1,0,1,1,1,0,nnRegressor,relu,None,14.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,-5.5764382084892175,ok,348.4194981500041
84,0,1,1,1,0,0,kneighborsRegressor,None,auto,None,None,19.0,None,None,None,None,None,None,5.0,None,uniform,-0.09557478167050037,ok,348.46729605901055
85,1,0,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,83,log2,4,14,None,None,None,None,0.633080368666409,ok,370.68847512081265
86,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,60,auto,11,31,None,None,None,None,-0.0023555564933037676,ok,371.12313434202224
87,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,67,log2,18,6,None,None,None,None,0.6211029409868943,ok,371.61366014298983
88,1,1,1,1,1,0,nnRegressor,identity,None,20.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.06593334577952581,ok,373.21293555479497
89,0,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,91,auto,10,17,None,None,None,None,0.006790588105289763,ok,374.1044503999874
90,1,1,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,24.0,None,None,None,None,None,None,3.0,None,distance,0.45491654543887594,ok,374.1509916859213
91,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,22,log2,8,26,None,None,None,None,0.6207247822589315,ok,374.67901648487896
92,1,1,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,85,auto,6,11,None,None,None,None,0.622751565712599,ok,444.0070305329282
93,0,0,1,1,0,1,nnRegressor,relu,None,27.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,-0.8503668628392818,ok,444.30551733402535
94,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,4,sqrt,9,29,None,None,None,None,0.593085673515217,ok,444.7437120238319
95,1,0,1,0,1,0,kneighborsRegressor,None,brute,None,None,34.0,None,None,None,None,None,None,9.0,None,uniform,0.5864078153026304,ok,444.89528811280616
96,1,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,95,auto,14,21,None,None,None,None,-0.0023555564933037676,ok,445.2076759869233
97,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,77,log2,19,23,None,None,None,None,0.6448509472951856,ok,445.93389969482087
98,0,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,72,auto,5,38,None,None,None,None,0.014082999838471166,ok,446.81356328795664
99,1,1,1,1,1,0,nnRegressor,tanh,None,22.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,-75.1343733218485,ok,448.36729904380627
