,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,0,0,1,0,kneighborsRegressor,None,auto,None,None,4,None,None,None,None,None,None,5,None,distance,0.46183818870158444,ok,0.05438488116487861
1,0,1,0,1,1,0,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,8.0,None,adam,None,-1.1892476864471817,ok,1.2006956031545997
2,1,1,0,0,0,0,nnRegressor,logistic,None,19.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.22857009223112934,ok,2.7611211501061916
3,1,1,0,1,0,1,randomForestRegressor,None,None,None,mse,None,None,82.0,auto,3.0,33.0,None,None,None,None,0.46876998611354115,ok,3.827927157981321
4,0,0,1,0,1,1,kneighborsRegressor,None,brute,None,None,27,None,None,None,None,None,None,10,None,distance,0.3860027548536169,ok,3.9810527469962835
5,0,0,1,1,1,1,kneighborsRegressor,None,kd_tree,None,None,26,None,None,None,None,None,None,2,None,uniform,0.2831329446942007,ok,4.015984297031537
6,1,0,1,1,0,1,nnRegressor,logistic,None,20.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,-2.78339413613932,ok,4.159279996994883
7,0,1,1,0,1,1,nnRegressor,identity,None,20.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.45984148573659056,ok,4.2503059390001
8,0,0,1,0,0,0,kneighborsRegressor,None,ball_tree,None,None,24,None,None,None,None,None,None,2,None,distance,-0.21149385359391593,ok,4.284132089000195
9,1,1,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,60.0,sqrt,3.0,14.0,None,None,None,None,-0.0009099583344132078,ok,4.542769257212058
10,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,61.0,sqrt,20.0,24.0,None,None,None,None,0.5916581879567107,ok,25.473661457188427
11,0,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,2.0,auto,16.0,16.0,None,None,None,None,-0.0009099583344132078,ok,25.764598881127313
12,1,1,0,0,1,1,kneighborsRegressor,None,auto,None,None,39,None,None,None,None,None,None,4,None,uniform,0.4729249313205217,ok,25.79337530909106
13,0,0,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,61.0,sqrt,12.0,25.0,None,None,None,None,-0.0009099583344132078,ok,26.030607410008088
14,0,1,1,0,0,1,nnRegressor,relu,None,29.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,-203.01088365090322,ok,27.167479196097702
15,1,1,1,1,0,1,kneighborsRegressor,None,brute,None,None,21,None,None,None,None,None,None,2,None,uniform,0.16090997923278316,ok,27.25499324919656
16,0,1,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,30,None,None,None,None,None,None,3,None,uniform,-0.301815279271485,ok,27.294871564023197
17,1,1,0,0,1,1,kneighborsRegressor,None,brute,None,None,23,None,None,None,None,None,None,7,None,distance,0.39041630012322626,ok,27.445635823067278
18,1,1,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,4,None,None,None,None,None,None,4,None,uniform,0.4745651231430613,ok,27.480884899152443
19,1,1,0,0,1,1,kneighborsRegressor,None,ball_tree,None,None,19,None,None,None,None,None,None,9,None,distance,0.4008705741223486,ok,27.527168861124665
20,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,5.0,log2,19.0,3.0,None,None,None,None,0.5656976951724175,ok,41.95020880410448
21,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,9.0,log2,20.0,28.0,None,None,None,None,0.5837495546123059,ok,59.46180186513811
22,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,30.0,log2,20.0,29.0,None,None,None,None,0.5908575633016502,ok,80.39128822204657
23,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,31.0,sqrt,16.0,38.0,None,None,None,None,0.5910499635373705,ok,101.92570074903779
24,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,38.0,sqrt,14.0,38.0,None,None,None,None,0.5916175295513084,ok,124.31445723003708
25,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,40.0,sqrt,9.0,40.0,None,None,None,None,0.5923676913536242,ok,147.77378024416976
26,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,81.0,sqrt,7.0,5.0,None,None,None,None,0.6054757510872828,ok,148.51962257013656
27,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,95.0,sqrt,7.0,6.0,None,None,None,None,0.6054757510872828,ok,149.27971643814817
28,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,98.0,sqrt,7.0,3.0,None,None,None,None,0.593402359874711,ok,149.86763510201126
29,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,99.0,sqrt,7.0,9.0,None,None,None,None,0.6054757510872828,ok,150.64337341906503
30,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,98.0,auto,6.0,10.0,None,None,None,None,0.5770967468785758,ok,151.64794992818497
31,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,81.0,sqrt,5.0,7.0,None,None,None,None,0.6021711086054565,ok,152.4403285260778
32,1,1,0,1,1,0,nnRegressor,tanh,None,10.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,-1.7359932766536965,ok,156.04867704003118
33,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,94.0,sqrt,10.0,17.0,None,None,None,None,0.6038146883259556,ok,156.74702183902264
34,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,82.0,sqrt,9.0,2.0,None,None,None,None,0.5941906768148877,ok,157.28792016813532
35,1,1,0,1,1,0,nnRegressor,relu,None,10.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.37589209576506855,ok,160.7189569270704
36,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,71.0,auto,4.0,10.0,None,None,None,None,0.5915957076261402,ok,162.0081083800178
37,0,0,0,1,1,0,nnRegressor,tanh,None,15.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,-13.979328785803212,ok,164.1650967730675
38,1,1,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,73.0,log2,12.0,11.0,None,None,None,None,0.4706190608063783,ok,164.69034005515277
39,1,0,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,92.0,sqrt,8.0,19.0,None,None,None,None,0.5957097887451106,ok,165.2677806261927
40,0,1,0,1,0,0,nnRegressor,relu,None,32.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,-0.6352654328592264,ok,165.66713880118914
41,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,85.0,sqrt,2.0,5.0,None,None,None,None,0.5921761300374004,ok,166.61372132319957
42,0,0,0,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,73.0,sqrt,5.0,12.0,None,None,None,None,-0.0009099583344132078,ok,166.85267189517617
43,1,1,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,49.0,sqrt,11.0,7.0,None,None,None,None,0.47158346796913886,ok,167.40670025302097
44,1,1,1,0,1,1,nnRegressor,logistic,None,25.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,-1.348719304008533,ok,168.7385880940128
45,0,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,17.0,auto,7.0,20.0,None,None,None,None,0.3958565845053744,ok,169.48821809119545
46,1,0,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,12,None,None,None,None,None,None,7,None,distance,0.3906603382200253,ok,169.53044127416797
47,0,1,0,0,1,1,randomForestRegressor,None,None,None,mse,None,None,89.0,log2,5.0,14.0,None,None,None,None,0.43706796526329383,ok,169.91100958711468
48,1,1,1,1,0,0,nnRegressor,identity,None,16.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.44102982339724484,ok,170.00923233409412
49,1,1,0,0,1,1,kneighborsRegressor,None,auto,None,None,39,None,None,None,None,None,None,8,None,uniform,0.508966139393076,ok,170.05662551801652
50,1,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,68.0,sqrt,9.0,8.0,None,None,None,None,-0.0009099583344132078,ok,170.33319319412112
51,0,0,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,78.0,auto,3.0,5.0,None,None,None,None,0.46985851788134614,ok,171.62087951716967
52,1,1,0,0,0,0,kneighborsRegressor,None,brute,None,None,11,None,None,None,None,None,None,6,None,distance,0.2864311635003516,ok,171.7827149941586
53,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,53.0,sqrt,13.0,5.0,None,None,None,None,0.6064115004921571,ok,172.47875455510803
54,0,1,1,1,1,1,nnRegressor,tanh,None,25.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,-3.875492202876864,ok,174.35305793699808
55,1,1,0,1,0,0,randomForestRegressor,None,None,None,mse,None,None,52.0,sqrt,14.0,13.0,None,None,None,None,0.4704330506557508,ok,174.8614129209891
56,1,0,0,0,1,0,kneighborsRegressor,None,auto,None,None,32,None,None,None,None,None,None,10,None,uniform,0.5377714634574668,ok,174.9732248610817
57,1,1,1,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,22.0,log2,14.0,16.0,None,None,None,None,-0.0009099583344132078,ok,175.2592539731413
58,1,1,0,1,1,1,randomForestRegressor,None,None,None,mse,None,None,52.0,auto,16.0,23.0,None,None,None,None,0.6015250154302887,ok,176.295092248125
59,0,1,0,0,1,0,kneighborsRegressor,None,kd_tree,None,None,14,None,None,None,None,None,None,1,None,distance,-0.2352594302114135,ok,176.34135682112537
60,1,1,0,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,65.0,sqrt,18.0,9.0,None,None,None,None,-0.0009099583344132078,ok,176.59423063113354
61,1,0,1,1,1,1,nnRegressor,tanh,None,9.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,-4.597378653390113,ok,177.908139946172
62,1,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,57.0,sqrt,12.0,32.0,None,None,None,None,0.6051315217873277,ok,178.5700347821694
63,1,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,14.0,sqrt,13.0,22.0,None,None,None,None,-0.0009099583344132078,ok,178.84227260411717
