,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,1,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,6,None,None,None,None,None,None,7,None,distance,0.5067155067155067,ok,0.07547754305414855
1,1,0,0,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,6,None,None,None,None,None,None,9,None,uniform,0.5103785103785103,ok,0.13481435808353126
2,0,0,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,51.0,log2,3.0,22.0,None,None,None,None,0.5152625152625152,ok,1.4187461680267006
3,1,1,1,0,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,13,None,None,None,None,None,None,5,None,distance,0.7484737484737485,ok,1.4522644740063697
4,0,0,0,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,6,None,None,None,None,None,None,1,None,distance,0.6361416361416361,ok,1.4811063811648637
5,1,1,1,0,0,0,0,1,kneighborsClassifier,None,brute,None,None,8,None,None,None,None,None,None,8,None,uniform,0.48595848595848595,ok,1.6252877851948142
6,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,67.0,sqrt,15.0,3.0,None,None,None,None,0.5555555555555556,ok,3.7658046821597964
7,1,1,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,10,None,distance,0.9181929181929182,ok,3.890959518030286
8,0,0,1,1,1,0,0,0,nnClassifier,tanh,None,14.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.5738705738705738,ok,8.899719375185668
9,1,0,0,1,0,0,1,1,nnClassifier,logistic,None,17.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.5921855921855922,ok,15.867951878113672
10,0,1,1,1,1,0,0,0,nnClassifier,logistic,None,25.0,None,None,invscaling,None,None,None,None,8.0,None,sgd,None,0.6092796092796092,ok,17.1807092751842
11,0,0,1,0,0,0,1,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.6056166056166056,ok,19.298586747143418
12,0,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,29.0,auto,8.0,30.0,None,None,None,None,0.7301587301587301,ok,20.47481033601798
13,0,1,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,35,None,None,None,None,None,None,1,None,uniform,0.7142857142857143,ok,20.558343269163743
14,0,1,1,1,1,0,1,1,nnClassifier,identity,None,29.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.5531135531135531,ok,23.072893450036645
15,1,1,0,1,0,0,0,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.6092796092796092,ok,30.77568492712453
16,1,0,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,auto,6.0,26.0,None,None,None,None,0.5653235653235653,ok,32.84552698605694
17,0,1,0,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,3,None,distance,0.706959706959707,ok,32.87734092120081
18,0,0,1,1,1,1,0,1,nnClassifier,identity,None,25.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.5079365079365079,ok,35.97791053215042
19,0,1,1,1,1,0,0,1,nnClassifier,logistic,None,13.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.5677655677655677,ok,40.17351093213074
20,1,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,5,None,distance,0.9169719169719169,ok,40.22078479221091
21,1,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,24,None,None,None,None,None,None,5,None,distance,0.9169719169719169,ok,40.26594833913259
22,1,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,27,None,None,None,None,None,None,3,None,distance,0.9084249084249084,ok,40.31024668109603
23,1,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,17,None,None,None,None,None,None,6,None,distance,0.9194139194139194,ok,40.44689300120808
24,1,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,14,None,None,None,None,None,None,10,None,distance,0.9169719169719169,ok,40.58474469999783
25,1,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,7,None,distance,0.9194139194139194,ok,40.7221727471333
26,1,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,7,None,distance,0.9194139194139194,ok,40.859315088018775
27,1,1,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,7,None,distance,0.9194139194139194,ok,40.90680873510428
28,1,1,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,28,None,None,None,None,None,None,8,None,distance,0.9206349206349206,ok,40.95310550206341
29,1,1,0,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,4.0,log2,20.0,3.0,None,None,None,None,0.9145299145299145,ok,41.953100480139256
30,1,1,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,19,None,None,None,None,None,None,6,None,uniform,0.9169719169719169,ok,42.018667163094506
31,1,1,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,9,None,distance,0.9218559218559218,ok,42.06628983700648
32,1,1,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,24,None,None,None,None,None,None,9,None,distance,0.9218559218559218,ok,42.11494831321761
33,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,96.0,sqrt,14.0,37.0,None,None,None,None,0.9230769230769231,ok,42.861581955105066
34,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,100.0,sqrt,14.0,40.0,None,None,None,None,0.9194139194139194,ok,43.6044210921973
35,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,80.0,sqrt,20.0,38.0,None,None,None,None,0.9242979242979243,ok,44.33179490803741
36,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,81.0,sqrt,19.0,40.0,None,None,None,None,0.9230769230769231,ok,45.059083845000714
37,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,72.0,sqrt,19.0,35.0,None,None,None,None,0.9206349206349206,ok,45.78869176306762
38,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,77.0,sqrt,18.0,13.0,None,None,None,None,0.9230769230769231,ok,46.80817217309959
39,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,53.0,sqrt,17.0,13.0,None,None,None,None,0.9206349206349206,ok,47.846996737178415
40,1,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,81.0,sqrt,10.0,13.0,None,None,None,None,0.7802197802197802,ok,49.21433809399605
41,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,65.0,sqrt,17.0,12.0,None,None,None,None,0.9206349206349206,ok,50.269056503195316
42,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,36.0,sqrt,20.0,17.0,None,None,None,None,0.9194139194139194,ok,51.308695384068415
43,1,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,80.0,log2,16.0,7.0,None,None,None,None,0.78998778998779,ok,52.57643646816723
44,0,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,89.0,auto,18.0,18.0,None,None,None,None,0.9230769230769231,ok,53.48906978103332
45,0,0,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,92.0,auto,12.0,22.0,None,None,None,None,0.536019536019536,ok,54.98087104014121
46,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,88.0,auto,12.0,30.0,None,None,None,None,0.9242979242979243,ok,56.244336899137124
47,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,61.0,auto,2.0,31.0,None,None,None,None,0.7228327228327228,ok,58.34826914221048
48,0,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,43.0,auto,5.0,32.0,None,None,None,None,0.7948717948717948,ok,60.163669729139656
49,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,88.0,auto,12.0,27.0,None,None,None,None,0.7252747252747253,ok,61.84623575001024
50,0,0,1,1,0,1,1,1,nnClassifier,relu,None,8.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.42246642246642246,ok,100.44323564507067
51,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,55.0,log2,10.0,37.0,None,None,None,None,0.9242979242979243,ok,101.7373142731376
52,0,0,1,1,1,0,1,1,nnClassifier,tanh,None,32.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.5592185592185592,ok,106.5173223670572
53,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,log2,9.0,36.0,None,None,None,None,0.9242979242979243,ok,107.814718157053
54,0,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,log2,9.0,34.0,None,None,None,None,0.7814407814407814,ok,109.49283535499126
55,0,0,1,1,1,0,1,1,nnClassifier,relu,None,9.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.5384615384615384,ok,145.63785651209764
