feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,auto,9,32,nan,nan,NA,NA,0.576797385620915,8.513852596282959
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.565359477124183,13.887094020843506
1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,auto,2,6,nan,nan,NA,NA,0.5898692810457516,20.501435041427612
1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6209150326797386,25.793737411499023
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.5555555555555556,30.99434232711792
1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,distance,0.6029411764705882,36.6725652217865
1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.553921568627451,43.050918102264404
1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,0.6274509803921569,48.80028748512268
1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,4,NA,distance,0.6209150326797386,54.23585033416748
0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.6323529411764706,59.85859394073486
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,8,NA,distance,0.6094771241830066,65.36797904968262
0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,6,NA,distance,0.619281045751634,70.84645891189575
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,5,NA,distance,0.5915032679738562,76.21384501457214
