feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,log2,1,11,nan,nan,NA,NA,0.5980392156862745,550.987156867981
0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,74,log2,2,10,nan,nan,NA,NA,0.5866013071895425,557.3192493915558
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,auto,2,2,nan,nan,NA,NA,0.6013071895424836,563.8690211772919
1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,log2,3,12,nan,nan,NA,NA,0.5849673202614379,571.6947014331818
1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,sqrt,7,7,nan,nan,NA,NA,0.5604575163398693,578.2010025978088
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,sqrt,4,16,nan,nan,NA,NA,0.6013071895424836,584.2561447620392
1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,distance,0.576797385620915,589.1373019218445
0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,sqrt,5,11,nan,nan,NA,NA,0.5751633986928104,594.9911041259766
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,auto,3,16,nan,nan,NA,NA,0.5735294117647058,600.8322212696075
1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,log2,1,15,nan,nan,NA,NA,0.5735294117647058,608.5446767807007
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,sqrt,1,11,nan,nan,NA,NA,0.6127450980392157,614.7356929779053
1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,5,8,nan,nan,NA,NA,0.5816993464052288,622.5018894672394
0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,log2,1,11,nan,nan,NA,NA,0.6062091503267973,628.6049692630768
1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,58,log2,2,10,nan,nan,NA,NA,0.5833333333333334,634.5209023952484
0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,auto,1,7,nan,nan,NA,NA,0.6045751633986928,643.4773790836334
0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,sqrt,1,8,nan,nan,NA,NA,0.5980392156862745,651.103613615036
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,4,11,nan,nan,NA,NA,0.5849673202614379,657.0596532821655
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,log2,4,2,nan,nan,NA,NA,0.5800653594771242,664.0540733337402
1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,auto,1,7,nan,nan,NA,NA,0.6013071895424836,670.3757908344269
1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,sqrt,2,5,nan,nan,NA,NA,0.6094771241830066,676.4525566101074
1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,auto,1,12,nan,nan,NA,NA,0.5898692810457516,684.2743575572968
0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,sqrt,1,7,nan,nan,NA,NA,0.6078431372549019,690.1408109664917
