feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,sqrt,4,4,nan,nan,NA,NA,0.6062091503267973,352.0959436893463
1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,auto,3,30,nan,nan,NA,NA,0.6127450980392157,358.7239246368408
0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,5,30,nan,nan,NA,NA,0.5915032679738562,365.3395736217499
0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,sqrt,5,6,nan,nan,NA,NA,0.6241830065359477,373.0530426502228
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.6225490196078431,378.6620719432831
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,2,31,nan,nan,NA,NA,0.5931372549019608,385.1332776546478
1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,76,log2,4,8,nan,nan,NA,NA,0.6225490196078431,391.96147656440735
0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,8,NA,distance,0.6029411764705882,397.42178988456726
1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.5669934640522876,403.0098044872284
0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,sqrt,5,10,nan,nan,NA,NA,0.619281045751634,410.814866065979
1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,5,11,nan,nan,NA,NA,0.619281045751634,418.0722198486328
1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,sqrt,1,5,nan,nan,NA,NA,0.6470588235294118,426.81678318977356
1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,12,6,nan,nan,NA,NA,0.5816993464052288,434.03476071357727
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,sqrt,3,22,nan,nan,NA,NA,0.6029411764705882,440.8542444705963
0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,auto,5,5,nan,nan,NA,NA,0.6078431372549019,448.7538950443268
1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,sqrt,5,2,nan,nan,NA,NA,0.6176470588235294,457.0859568119049
1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,sqrt,5,40,nan,nan,NA,NA,0.5751633986928104,465.17962288856506
0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,sqrt,2,11,nan,nan,NA,NA,0.6241830065359477,473.5001986026764
0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,log2,5,22,nan,nan,NA,NA,0.6013071895424836,481.16354870796204
0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,sqrt,3,14,nan,nan,NA,NA,0.6241830065359477,488.1657567024231
1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,sqrt,2,16,nan,nan,NA,NA,0.6274509803921569,495.04827523231506
1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,sqrt,1,15,nan,nan,NA,NA,0.6111111111111112,502.51162981987
1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.5555555555555556,508.51678347587585
0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,sqrt,1,17,nan,nan,NA,NA,0.6323529411764706,515.3105525970459
0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,sqrt,3,36,nan,nan,NA,NA,0.5898692810457516,523.3682737350464
1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,log2,6,8,nan,nan,NA,NA,0.6013071895424836,529.5736260414124
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,sqrt,3,8,nan,nan,NA,NA,0.6143790849673203,537.0787630081177
0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,4,2,nan,nan,NA,NA,0.6323529411764706,544.2299087047577
0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,auto,1,3,nan,nan,NA,NA,0.6290849673202614,550.4652070999146
0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,auto,3,3,nan,nan,NA,NA,0.6372549019607843,558.6494679450989
