activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,29,poisson,1,1,1,1,0,0,23,invscaling,56,log2,12,40,randomForestRegressor,9,9,sgd,uniform,-0.0005385761276517353
relu,auto,32,poisson,1,1,1,0,1,0,31,adaptive,11,auto,11,10,nnRegressor,7,7,sgd,distance,-112.26217718035485
tanh,brute,23,mse,0,1,0,0,1,1,27,constant,28,auto,9,36,nnRegressor,7,10,lbfgs,distance,-3.402311302357827
tanh,ball_tree,14,poisson,0,0,1,0,0,1,15,adaptive,20,sqrt,19,29,randomForestRegressor,9,8,lbfgs,uniform,-0.0005385761276517353
logistic,kd_tree,25,poisson,0,0,0,1,0,1,33,invscaling,99,sqrt,6,15,kneighborsRegressor,5,6,adam,uniform,-0.18246134660237545
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5735580015450762
tanh,auto,14,poisson,0,1,0,1,0,0,23,constant,35,auto,14,20,kneighborsRegressor,1,8,adam,distance,-0.10634144542256885
logistic,auto,25,mse,0,1,0,1,0,1,4,invscaling,14,log2,5,32,randomForestRegressor,1,3,sgd,uniform,0.009760777832233725
identity,brute,19,mse,1,0,0,0,0,0,32,invscaling,40,sqrt,20,5,nnRegressor,6,10,lbfgs,uniform,0.3869625515748979
relu,ball_tree,14,mse,1,0,1,0,0,0,6,constant,52,log2,17,3,randomForestRegressor,1,3,sgd,uniform,0.4422257741409553
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,kd_tree,25,mae,0,1,1,0,0,1,38,invscaling,8,auto,5,35,kneighborsRegressor,5,9,adam,uniform,-0.015536960363854435
tanh,brute,24,poisson,1,0,1,0,0,0,11,adaptive,79,log2,9,2,randomForestRegressor,4,1,sgd,distance,-0.0005385761276517353
identity,brute,27,mae,1,1,0,1,0,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.4205101771435773
tanh,auto,14,mse,0,0,1,0,1,1,29,adaptive,3,sqrt,13,40,randomForestRegressor,2,10,sgd,uniform,0.3413365320383913
tanh,kd_tree,16,mse,0,1,1,1,0,0,26,adaptive,52,sqrt,13,21,randomForestRegressor,1,6,adam,uniform,0.04969872005202902
logistic,brute,19,mae,1,1,0,0,1,0,20,invscaling,5,log2,9,4,kneighborsRegressor,2,6,lbfgs,distance,0.40756959323795183
relu,brute,19,poisson,1,1,1,0,0,1,39,adaptive,32,auto,4,20,randomForestRegressor,8,4,lbfgs,uniform,-0.0005385761276517353
tanh,ball_tree,20,mse,0,1,1,0,1,1,3,constant,45,auto,15,34,nnRegressor,6,10,lbfgs,uniform,-5.648347241877125
logistic,auto,28,mae,0,1,1,0,0,0,8,adaptive,28,auto,5,11,kneighborsRegressor,4,9,adam,distance,-0.14078668667639782
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5735580015450762
relu,ball_tree,14,mse,1,0,1,0,0,0,6,constant,52,log2,17,3,randomForestRegressor,1,3,sgd,uniform,0.4422257741409553
identity,brute,27,mae,1,1,0,1,0,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.4205101771435773
logistic,brute,19,mae,1,1,0,0,1,0,20,invscaling,5,log2,9,4,kneighborsRegressor,2,6,lbfgs,distance,0.40756959323795183
identity,brute,19,mse,1,0,0,0,0,0,32,invscaling,40,sqrt,20,5,nnRegressor,6,10,lbfgs,uniform,0.3869625515748979
tanh,auto,14,mse,0,0,1,0,1,1,29,adaptive,3,sqrt,13,40,randomForestRegressor,2,10,sgd,uniform,0.3413365320383913
tanh,kd_tree,16,mse,0,1,1,1,0,0,26,adaptive,52,sqrt,13,21,randomForestRegressor,1,6,adam,uniform,0.04969872005202902
logistic,auto,25,mse,0,1,0,1,0,1,4,invscaling,14,log2,5,32,randomForestRegressor,1,3,sgd,uniform,0.009760777832233725
relu,brute,29,poisson,1,1,1,1,0,0,23,invscaling,56,log2,12,40,randomForestRegressor,9,9,sgd,uniform,-0.0005385761276517353
identity,ball_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5968523515603742
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,4,3,randomForestRegressor,1,3,sgd,uniform,0.5606898722336847
relu,ball_tree,14,mse,1,0,1,0,0,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.46481143816846315
identity,brute,22,mae,1,1,0,1,0,0,20,invscaling,5,log2,9,4,kneighborsRegressor,2,6,lbfgs,distance,0.30219654911771376
logistic,brute,19,mae,1,1,0,0,1,0,32,adaptive,40,sqrt,20,5,nnRegressor,6,10,lbfgs,uniform,-4.84118954660126
identity,brute,19,mse,1,0,0,0,0,1,35,adaptive,3,sqrt,13,40,randomForestRegressor,2,10,sgd,uniform,0.4176845264230844
tanh,auto,14,mse,0,0,1,0,1,0,26,adaptive,52,sqrt,13,21,randomForestRegressor,1,6,adam,uniform,0.4250624113507746
tanh,kd_tree,16,mse,0,1,1,1,0,1,4,invscaling,14,log2,5,32,randomForestRegressor,7,3,sgd,uniform,0.05611376788450817
logistic,auto,25,mse,0,1,0,1,0,0,23,invscaling,54,log2,12,40,randomForestRegressor,9,9,sgd,uniform,0.009645863503673802
relu,brute,29,poisson,1,1,1,1,0,1,4,constant,90,log2,6,15,randomForestRegressor,4,5,adam,uniform,-0.0005385761276517353
identity,ball_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5968523515603742
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5735580015450762
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,4,3,randomForestRegressor,1,3,sgd,uniform,0.5606898722336847
relu,ball_tree,14,mse,1,0,1,0,0,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.46481143816846315
relu,ball_tree,14,mse,1,0,1,0,0,0,6,constant,52,log2,17,3,randomForestRegressor,1,3,sgd,uniform,0.4422257741409553
tanh,auto,14,mse,0,0,1,0,1,0,26,adaptive,52,sqrt,13,21,randomForestRegressor,1,6,adam,uniform,0.4250624113507746
identity,brute,27,mae,1,1,0,1,0,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.4205101771435773
identity,brute,19,mse,1,0,0,0,0,1,35,adaptive,3,sqrt,13,40,randomForestRegressor,2,10,sgd,uniform,0.4176845264230844
logistic,brute,19,mae,1,1,0,0,1,0,20,invscaling,5,log2,9,4,kneighborsRegressor,2,6,lbfgs,distance,0.40756959323795183
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,kd_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5968523515603742
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,4,3,randomForestRegressor,1,3,sgd,uniform,0.5606898722336847
logistic,brute,31,mse,1,0,0,0,1,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.5666153043901943
relu,ball_tree,14,poisson,1,0,1,1,0,0,6,constant,52,log2,17,3,randomForestRegressor,1,3,sgd,uniform,-0.0005385761276517353
relu,ball_tree,14,mse,1,0,1,0,0,0,26,adaptive,52,sqrt,13,21,randomForestRegressor,1,6,adam,uniform,0.4405145202435181
tanh,auto,14,mse,1,0,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5899918634795133
identity,brute,27,mae,1,1,0,1,0,1,35,adaptive,3,sqrt,13,40,randomForestRegressor,2,10,sgd,uniform,0.3935247678929018
identity,brute,19,mse,1,0,0,0,0,0,20,invscaling,5,log2,9,4,kneighborsRegressor,2,6,lbfgs,distance,0.32184081221513394
identity,kd_tree,19,mae,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5604574499726934
identity,ball_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5968523515603742
identity,kd_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5968523515603742
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
tanh,auto,14,mse,1,0,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5899918634795133
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5735580015450762
logistic,brute,31,mse,1,0,0,0,1,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.5666153043901943
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,4,3,randomForestRegressor,1,3,sgd,uniform,0.5606898722336847
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,4,3,randomForestRegressor,1,3,sgd,uniform,0.5606898722336847
identity,kd_tree,19,mae,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5604574499726934
identity,auto,29,mse,1,1,1,0,0,1,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.46698066827850804
identity,kd_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,kd_tree,29,mse,1,1,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5891213744111448
tanh,auto,14,poisson,1,0,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,7,sgd,distance,-0.0005385761276517353
logistic,brute,31,mse,1,1,0,0,1,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.5745559226705912
identity,brute,31,mse,1,0,0,0,1,0,6,adaptive,52,log2,4,29,randomForestRegressor,10,3,sgd,uniform,0.5577040346386821
logistic,brute,31,mse,1,1,0,0,1,0,6,adaptive,52,log2,9,3,randomForestRegressor,1,3,adam,uniform,0.5729259526403352
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5735580015450762
identity,kd_tree,19,mae,1,1,0,0,1,0,39,constant,10,sqrt,13,16,nnRegressor,10,8,lbfgs,distance,0.5792021172223847
identity,ball_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5968523515603742
identity,kd_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5968523515603742
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
