activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,auto,17,poisson,1,1,1,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5371517850648734
identity,ball_tree,17,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,-0.9413134420315521
logistic,ball_tree,10,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,randomForestRegressor,1,8,lbfgs,uniform,-0.000953471520709126
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,auto,20,poisson,1,1,1,0,1,0,38,adaptive,32,sqrt,4,3,nnRegressor,5,1,lbfgs,uniform,0.6200022889988159
