activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,15,mse,1,1,1,0,0,1,33,invscaling,55,sqrt,4,16,nnRegressor,2,7,adam,distance,-3.550467268592807
tanh,kd_tree,29,mse,1,1,0,1,1,1,26,adaptive,20,sqrt,5,26,nnRegressor,2,2,adam,uniform,-2.6569710645762217
tanh,brute,23,mae,1,0,0,1,0,0,34,adaptive,58,sqrt,9,17,kneighborsRegressor,8,4,adam,distance,0.1462954237254227
relu,kd_tree,16,mse,0,0,0,0,0,1,7,adaptive,79,sqrt,20,19,kneighborsRegressor,10,8,sgd,distance,-0.044597772935048186
tanh,kd_tree,25,mae,0,1,1,1,0,0,38,adaptive,32,sqrt,20,3,randomForestRegressor,5,1,lbfgs,distance,0.0644419046846414
tanh,ball_tree,14,poisson,1,0,0,1,1,1,20,constant,14,log2,2,28,nnRegressor,9,10,lbfgs,uniform,-7.435418833845153
logistic,ball_tree,26,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,0.547957318777381
relu,ball_tree,18,mse,0,1,0,0,0,1,32,constant,18,auto,9,31,nnRegressor,7,6,adam,uniform,-0.16347938539782958
tanh,kd_tree,23,mae,0,0,0,1,1,1,6,adaptive,90,sqrt,15,27,randomForestRegressor,9,1,lbfgs,distance,0.40600151650786376
tanh,auto,17,mae,1,1,0,1,0,1,4,adaptive,13,sqrt,2,21,nnRegressor,3,6,adam,distance,-3.687947506913777
identity,auto,15,mae,1,1,0,1,0,1,36,invscaling,3,sqrt,16,10,randomForestRegressor,4,10,sgd,distance,0.4025180873145979
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,ball_tree,10,poisson,1,0,0,1,1,1,22,constant,36,sqrt,10,32,randomForestRegressor,2,9,adam,uniform,-0.000953471520709126
identity,brute,25,poisson,1,1,0,0,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.35340354047657685
identity,brute,17,mse,0,1,0,0,0,0,5,constant,49,auto,5,9,randomForestRegressor,4,3,lbfgs,uniform,0.013661826531526478
relu,ball_tree,15,mse,1,0,1,0,1,1,34,adaptive,39,auto,15,12,nnRegressor,7,8,adam,uniform,-5.501231589920706
tanh,auto,15,poisson,0,0,0,1,1,1,19,invscaling,78,auto,16,7,kneighborsRegressor,2,5,lbfgs,uniform,0.3247442833724047
tanh,ball_tree,27,poisson,1,1,1,0,0,1,16,adaptive,11,sqrt,11,38,kneighborsRegressor,10,8,lbfgs,distance,0.31728705406415325
relu,auto,27,poisson,1,0,0,0,1,0,40,invscaling,85,log2,12,4,nnRegressor,4,7,sgd,uniform,-370.47973918078725
logistic,ball_tree,26,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,0.547957318777381
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
tanh,kd_tree,23,mae,0,0,0,1,1,1,6,adaptive,90,sqrt,15,27,randomForestRegressor,9,1,lbfgs,distance,0.40600151650786376
identity,auto,15,mae,1,1,0,1,0,1,36,invscaling,3,sqrt,16,10,randomForestRegressor,4,10,sgd,distance,0.4025180873145979
identity,brute,25,poisson,1,1,0,0,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.35340354047657685
tanh,auto,15,poisson,0,0,0,1,1,1,19,invscaling,78,auto,16,7,kneighborsRegressor,2,5,lbfgs,uniform,0.3247442833724047
tanh,ball_tree,27,poisson,1,1,1,0,0,1,16,adaptive,11,sqrt,11,38,kneighborsRegressor,10,8,lbfgs,distance,0.31728705406415325
tanh,brute,23,mae,1,0,0,1,0,0,34,adaptive,58,sqrt,9,17,kneighborsRegressor,8,4,adam,distance,0.1462954237254227
tanh,kd_tree,25,mae,0,1,1,1,0,0,38,adaptive,32,sqrt,20,3,randomForestRegressor,5,1,lbfgs,distance,0.0644419046846414
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
identity,kd_tree,28,poisson,1,0,1,1,1,1,6,adaptive,90,log2,15,27,randomForestRegressor,9,1,lbfgs,distance,-0.000953471520709126
tanh,brute,23,mae,0,0,0,1,1,1,36,invscaling,3,sqrt,16,10,randomForestRegressor,4,10,sgd,distance,0.3180645977519543
tanh,auto,15,mae,1,1,0,1,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.3556862750583273
identity,brute,25,poisson,1,1,0,0,0,1,19,constant,78,auto,16,7,randomForestRegressor,2,5,lbfgs,uniform,-0.000953471520709126
tanh,auto,15,poisson,0,0,0,1,1,1,16,adaptive,11,sqrt,11,38,kneighborsRegressor,10,8,lbfgs,distance,0.31377558907918357
tanh,brute,27,poisson,1,1,1,0,0,0,34,adaptive,58,sqrt,9,17,kneighborsRegressor,8,4,adam,distance,0.25742532435392507
tanh,brute,23,mae,1,0,0,1,0,0,38,adaptive,32,sqrt,9,3,randomForestRegressor,5,1,lbfgs,distance,0.44309985313288536
tanh,kd_tree,25,mae,0,1,1,1,0,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,-10.34642760072464
logistic,ball_tree,26,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,0.547957318777381
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,ball_tree,17,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
tanh,brute,23,mae,1,0,0,1,0,0,38,adaptive,32,sqrt,9,3,randomForestRegressor,5,1,lbfgs,distance,0.44309985313288536
tanh,kd_tree,23,mae,0,0,0,1,1,1,6,adaptive,90,sqrt,15,27,randomForestRegressor,9,1,lbfgs,distance,0.40600151650786376
identity,auto,15,mae,1,1,0,1,0,1,36,invscaling,3,sqrt,16,10,randomForestRegressor,4,10,sgd,distance,0.4025180873145979
tanh,auto,15,mae,1,1,0,1,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.3556862750583273
identity,brute,25,poisson,1,1,0,0,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.35340354047657685
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,76,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,ball_tree,17,poisson,1,1,0,0,1,0,38,adaptive,32,sqrt,4,3,nnRegressor,5,1,lbfgs,uniform,0.5983180415571732
tanh,brute,23,mae,1,0,0,1,0,1,6,adaptive,90,sqrt,15,27,randomForestRegressor,9,1,lbfgs,distance,0.45794674934119617
logistic,kd_tree,23,mae,0,0,0,1,1,1,36,invscaling,3,sqrt,16,10,randomForestRegressor,4,10,sgd,distance,0.3180645977519543
identity,auto,15,mae,1,1,0,1,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.3556862750583273
tanh,auto,15,mae,1,1,0,1,0,0,15,adaptive,70,log2,16,13,kneighborsRegressor,4,4,sgd,uniform,0.3556862750583273
identity,brute,22,poisson,1,1,0,0,0,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,-6.9007397309704865
identity,ball_tree,17,poisson,1,1,0,0,1,0,38,adaptive,32,sqrt,4,3,nnRegressor,5,1,lbfgs,uniform,0.5983180415571732
logistic,ball_tree,26,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,0.547957318777381
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,76,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,ball_tree,17,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
logistic,ball_tree,26,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
identity,ball_tree,17,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,-0.9413134420315521
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,auto,17,poisson,1,1,1,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5371517850648734
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,constant,42,sqrt,12,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
identity,ball_tree,17,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
identity,kd_tree,28,poisson,1,0,1,1,1,1,19,constant,76,log2,14,24,kneighborsRegressor,2,3,adam,uniform,0.505640008031844
identity,kd_tree,28,poisson,1,0,1,1,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5103111593519073
identity,ball_tree,17,poisson,1,1,0,0,1,0,19,constant,80,log2,2,24,kneighborsRegressor,2,3,adam,uniform,0.5055554623065939
logistic,ball_tree,26,poisson,1,1,0,0,1,0,38,adaptive,32,sqrt,4,3,nnRegressor,5,1,lbfgs,uniform,-10.75440853506987
identity,ball_tree,17,poisson,1,1,0,0,1,0,38,adaptive,32,sqrt,4,3,nnRegressor,5,1,lbfgs,uniform,0.5983180415571732
logistic,ball_tree,26,poisson,1,1,0,0,1,1,11,adaptive,91,auto,8,19,nnRegressor,8,10,adam,uniform,0.547957318777381
identity,ball_tree,17,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
logistic,ball_tree,26,poisson,1,1,0,0,1,1,5,invscaling,42,sqrt,10,4,kneighborsRegressor,7,8,lbfgs,uniform,0.5401478742034208
