activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,16,mse,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,8,invscaling,96,log2,9,34,kneighborsRegressor,5,7,sgd,uniform,0.3752520744848048,593.3671667620074
logistic,auto,21,mse,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,31,invscaling,12,auto,8,18,nnRegressor,1,9,adam,distance,0.11302557830574178,593.3672333010472
tanh,auto,16,mse,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,11,invscaling,55,sqrt,8,22,nnRegressor,2,10,sgd,distance,0.010613548965350161,593.3672993001528
tanh,auto,25,mse,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,10,invscaling,46,sqrt,8,26,nnRegressor,6,9,sgd,uniform,-0.03210589116704177,593.3673655879684
relu,auto,26,mse,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,invscaling,81,sqrt,14,7,kneighborsRegressor,3,10,adam,uniform,0.3742931893823692,593.3674435170833
identity,auto,16,mse,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,constant,95,auto,10,28,kneighborsRegressor,1,10,sgd,uniform,-0.0007605737180038652,593.3675093760248
identity,auto,27,mse,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,25,invscaling,94,log2,15,32,nnRegressor,3,8,sgd,uniform,0.22202425296402006,593.367577094119
tanh,auto,19,mse,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,24,invscaling,16,log2,11,6,nnRegressor,1,10,sgd,distance,-0.03102929456806125,593.3676458031405
logistic,auto,27,mse,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,18,invscaling,55,log2,8,25,kneighborsRegressor,1,9,sgd,uniform,0.4845238621532735,593.3677140621003
tanh,auto,15,mse,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,constant,55,sqrt,9,9,kneighborsRegressor,4,5,adam,distance,-0.06784681300872997,593.3677804400213
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,46,auto,9,12,nnRegressor,1,10,adam,distance,0.48632925770172,666.9155674320646
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,55,auto,7,28,nnRegressor,1,9,adam,distance,0.463043290531857,666.9156593701337
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,89,auto,9,22,nnRegressor,6,4,adam,distance,-1.5504379894541493,666.915727759013
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,42,auto,10,9,nnRegressor,1,10,adam,distance,0.49087410688915556,666.9157958880533
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,75,auto,9,9,nnRegressor,1,10,adam,distance,0.565228689876112,666.9158630759921
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,46,auto,9,24,nnRegressor,1,9,adam,distance,0.5019831507213185,666.9159294350538
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,74,auto,9,13,nnRegressor,1,10,adam,distance,0.5117215498749037,666.915997534059
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,59,auto,8,29,nnRegressor,1,9,adam,distance,0.48211427886291913,666.9160653119907
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,21,auto,10,12,nnRegressor,1,7,adam,distance,0.5549722829325043,666.9161308209877
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,76,auto,15,19,nnRegressor,3,10,adam,distance,-0.0016811256258588703,666.9161959600169
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,92,auto,10,30,nnRegressor,1,10,adam,distance,0.4557999168701633,666.9162628580816
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,16,auto,7,17,nnRegressor,1,9,adam,distance,0.5313383915723358,666.9163276371546
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,59,auto,6,18,nnRegressor,1,10,adam,distance,0.3128089744331751,666.9163922560401
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,50,auto,8,22,nnRegressor,2,10,adam,distance,0.016811140063949126,666.9164669441525
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,77,auto,10,9,nnRegressor,1,9,adam,distance,0.48205012430180716,666.916532253148
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,91,auto,6,25,nnRegressor,1,9,adam,distance,0.4744025350433334,666.9165976119693
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,90,auto,11,28,nnRegressor,1,7,adam,distance,0.5503722953220118,666.9166625810321
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,20,auto,7,8,nnRegressor,1,9,adam,distance,0.31458294729789515,666.9167274890933
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,59,auto,8,21,nnRegressor,1,9,adam,distance,0.4845238621532735,666.9167918181047
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,59,auto,8,9,nnRegressor,3,9,adam,distance,0.4245651339582931,666.9168562369887
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,50,auto,9,8,nnRegressor,1,10,adam,distance,0.5045972062071558,834.316275635967
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,58,auto,7,24,nnRegressor,1,9,adam,distance,0.5320480065335582,834.3163640650455
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,85,auto,7,18,nnRegressor,4,8,adam,distance,0.4631196641315434,834.3164480030537
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,46,auto,14,6,nnRegressor,1,9,adam,distance,0.46440370323066726,834.3165128221735
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,77,auto,8,7,nnRegressor,1,9,adam,distance,0.5133441891009665,834.316594199976
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,50,auto,13,26,nnRegressor,1,10,adam,distance,0.4597646012009666,834.3166599590331
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,78,auto,9,9,nnRegressor,1,9,adam,distance,0.5320480065335582,834.3167255180888
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,63,auto,9,25,nnRegressor,1,9,adam,distance,0.45133851645458156,834.3167897660751
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,25,auto,10,8,nnRegressor,5,3,adam,distance,0.4718087132288772,834.3168543551583
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,76,auto,11,15,nnRegressor,1,9,adam,distance,0.5073740798394629,834.3169194941875
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,88,auto,10,26,nnRegressor,1,10,adam,distance,0.5355497537063735,834.3169841531198
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,20,auto,8,13,nnRegressor,1,9,adam,distance,0.5345611385498192,834.3170488111209
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,63,auto,5,14,nnRegressor,1,9,adam,distance,0.5355497537063735,834.3171128900722
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,54,auto,8,18,nnRegressor,1,9,adam,distance,0.4931404490771011,834.317177089164
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,75,auto,7,9,nnRegressor,1,9,adam,distance,0.5133441891009665,834.3172416170128
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,87,auto,6,21,nnRegressor,1,8,adam,distance,0.5355497537063735,834.3173056361265
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,86,auto,10,24,nnRegressor,3,10,adam,distance,0.4718087132288772,834.3173755749594
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,24,auto,6,8,nnRegressor,1,9,adam,distance,0.5045972062071558,834.3174481131136
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,63,auto,8,17,nnRegressor,1,9,adam,distance,0.5320480065335582,834.3175123920664
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,63,auto,7,5,nnRegressor,1,10,adam,distance,0.5159687755832982,834.3175756710116
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,54,auto,7,4,nnRegressor,1,10,adam,distance,0.5320480065335582,1002.6609752741642
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,62,auto,9,20,nnRegressor,1,9,adam,distance,0.5139102569926702,1002.6610659919679
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,81,auto,8,14,nnRegressor,1,10,adam,distance,0.5336465303501382,1002.6611340900417
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,50,auto,10,6,nnRegressor,1,9,adam,distance,0.5355497537063735,1002.6612009189557
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,78,auto,7,6,nnRegressor,1,8,adam,distance,0.48416701667231865,1002.6612670579925
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,54,auto,9,22,nnRegressor,2,9,adam,distance,0.46440370323066726,1002.6613340871409
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,76,auto,9,6,nnRegressor,1,10,adam,distance,0.5076130280871217,1002.6614008049946
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,66,auto,8,21,nnRegressor,1,9,adam,distance,0.5036134563066762,1002.6614775541238
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,29,auto,7,12,nnRegressor,3,7,adam,distance,0.5027103042761144,1002.6615438321605
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,77,auto,15,11,nnRegressor,2,9,adam,distance,0.48416701667231865,1002.6616099511739
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,84,auto,6,22,nnRegressor,1,10,adam,distance,0.5045972062071558,1002.6616763100028
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,24,auto,7,9,nnRegressor,1,9,adam,distance,0.4718087132288772,1002.6617416990921
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,67,auto,9,11,nnRegressor,1,10,adam,distance,0.5004401987649456,1002.6618074770086
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,58,auto,8,14,nnRegressor,1,9,adam,distance,0.5076130280871217,1002.6618728660978
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,77,auto,11,8,nnRegressor,1,9,adam,distance,0.4718087132288772,1002.6619383450598
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,83,auto,7,17,nnRegressor,1,9,adam,distance,0.4961846598366596,1002.662003983045
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,82,auto,13,20,nnRegressor,4,9,adam,distance,0.5152854102311923,1002.6620699921623
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,28,auto,9,6,nnRegressor,1,9,adam,distance,0.5139102569926702,1002.6621354711242
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,67,auto,8,13,nnRegressor,1,9,adam,distance,0.48416701667231865,1002.6622000699863
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,67,auto,10,9,nnRegressor,1,8,adam,distance,0.5045972062071558,1002.6622649380006
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,58,auto,9,8,nnRegressor,1,9,adam,distance,0.5133441891009665,1168.100008400157
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,66,auto,6,24,nnRegressor,1,9,adam,distance,0.4718087132288772,1168.1001098181587
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,80,auto,7,12,nnRegressor,1,6,adam,distance,0.48416701667231865,1168.1001793560572
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,54,auto,13,7,nnRegressor,1,9,adam,distance,0.5004401987649456,1168.1002470550593
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,76,auto,9,9,nnRegressor,1,10,adam,distance,0.5320480065335582,1168.1003144441638
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,58,auto,6,18,nnRegressor,2,8,adam,distance,0.5073651513110369,1168.1003804421052
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,75,auto,9,10,nnRegressor,1,9,adam,distance,0.48416701667231865,1168.1004602911416
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,70,auto,7,17,nnRegressor,1,9,adam,distance,0.5345611385498192,1168.100527529139
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,33,auto,11,16,nnRegressor,2,6,adam,distance,0.5152854102311923,1168.100594687974
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,76,auto,16,14,nnRegressor,4,10,adam,distance,0.5007303190871132,1168.1006605471484
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,87,auto,9,25,nnRegressor,1,10,adam,distance,0.5345611385498192,1168.1007274461444
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,28,auto,8,13,nnRegressor,1,9,adam,distance,0.5320480065335582,1168.1008113541175
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,70,auto,5,10,nnRegressor,1,10,adam,distance,0.5320480065335582,1168.1008774731308
relu,auto,32,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,62,auto,8,10,nnRegressor,1,9,adam,distance,0.48416701667231865,1168.100943511119
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,78,auto,10,8,nnRegressor,1,9,adam,distance,0.48416701667231865,1168.1010104701854
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,87,auto,7,20,nnRegressor,1,10,adam,distance,0.5045972062071558,1168.1010765291285
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,79,auto,16,16,nnRegressor,1,7,adam,distance,0.5239727933312143,1168.1011426469777
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,32,auto,10,7,nnRegressor,1,9,adam,distance,0.4718087132288772,1168.1012092861347
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,63,auto,8,14,nnRegressor,1,9,adam,distance,0.48416701667231865,1168.101275775116
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,71,auto,8,7,nnRegressor,1,7,adam,distance,0.5320480065335582,1168.10134127317
