activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,27,mse,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,7,constant,20,auto,9,23,randomForestRegressor,9,6,adam,uniform,0.4532099823731619,105.72389337420464
identity,ball_tree,15,mse,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,19,invscaling,64,auto,16,28,randomForestRegressor,6,2,adam,uniform,0.39081705772938213,105.7239561129827
identity,ball_tree,16,mse,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,19,constant,42,auto,14,7,nnRegressor,5,1,lbfgs,uniform,0.0647197173506523,105.72401887201704
identity,auto,19,mse,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,7,invscaling,27,auto,13,35,randomForestRegressor,4,1,sgd,distance,0.037331130567749726,105.72408209112473
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,10,auto,13,21,nnRegressor,5,1,adam,distance,0.47087657447619946,379.0608203790616
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,18,auto,17,35,nnRegressor,3,1,adam,distance,0.4985092771114954,379.0609034681693
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,42,auto,15,10,nnRegressor,4,1,adam,distance,0.4999439517497132,379.0609680269845
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,24,auto,15,33,nnRegressor,7,3,adam,distance,0.49687240079719375,379.06103062606417
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,91,auto,17,10,nnRegressor,2,1,adam,distance,0.5022687666354433,379.0610945650842
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,9,auto,11,34,nnRegressor,4,2,adam,distance,0.4579407711164645,379.0611576749943
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,18,auto,11,16,nnRegressor,6,1,adam,distance,0.5133338690929006,379.06122029409744
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,29,auto,15,26,nnRegressor,4,1,adam,distance,0.5033768163329637,379.0612830230966
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,10,auto,18,22,nnRegressor,2,2,adam,distance,0.4665411760207774,379.0613461220637
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,18,auto,14,10,nnRegressor,4,1,adam,distance,0.4110768519291853,379.0614086710848
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,46,auto,14,17,nnRegressor,3,2,adam,distance,0.49256828956680354,379.0614717900753
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,9,auto,19,11,nnRegressor,4,1,adam,distance,0.45121994617769345,379.06153375911526
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,80,auto,16,15,nnRegressor,4,1,adam,distance,0.5225077972676304,379.06159610906616
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,73,auto,19,14,nnRegressor,2,1,adam,distance,0.4960206782339883,379.0616582580842
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,17,auto,7,14,nnRegressor,1,1,adam,distance,0.3011256222877978,379.06172827701084
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,69,auto,11,28,nnRegressor,4,2,adam,distance,0.5034044147364584,379.0617910961155
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,24,auto,11,20,nnRegressor,5,2,adam,distance,0.5000758753192622,379.06185319507495
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,68,auto,17,24,nnRegressor,5,1,adam,distance,0.49570606099219217,379.0619151541032
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,46,auto,18,11,nnRegressor,2,1,adam,distance,0.514623004475008,379.06197681301273
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,31,auto,16,31,nnRegressor,1,1,adam,distance,0.5029301561070147,379.0620387219824
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,14,auto,16,17,nnRegressor,4,1,adam,distance,0.5154418230700262,540.0409995461814
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,22,auto,14,31,nnRegressor,3,1,adam,distance,0.5135629887674328,540.0410826350562
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,44,auto,16,12,nnRegressor,4,1,adam,distance,0.5370650560192827,540.0411468041129
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,28,auto,19,29,nnRegressor,7,1,adam,distance,0.477287425567927,540.0412245031912
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,87,auto,17,12,nnRegressor,1,1,adam,distance,0.5135365052011203,540.0412893521134
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,13,auto,15,30,nnRegressor,4,1,adam,distance,0.5042812197298963,540.0413531011436
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,22,auto,8,12,nnRegressor,6,5,adam,distance,0.4034648131920865,540.0414166401606
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,33,auto,17,22,nnRegressor,4,1,adam,distance,0.5248811051029588,540.0414803391322
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,14,auto,14,18,nnRegressor,3,1,adam,distance,0.5099356616223759,540.0415439379867
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,22,auto,13,12,nnRegressor,4,1,adam,distance,0.5248811051029588,540.0416071279906
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,44,auto,14,13,nnRegressor,3,1,adam,distance,0.5151339056887113,540.0416702770162
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,13,auto,18,11,nnRegressor,3,1,adam,distance,0.5318766289036467,540.0417497551534
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,76,auto,16,15,nnRegressor,4,1,adam,distance,0.5370650560192827,540.0418126850855
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,69,auto,15,10,nnRegressor,2,1,adam,distance,0.4967037370330062,540.0418749540113
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,21,auto,9,10,nnRegressor,1,1,adam,distance,0.45019826856566114,540.0419376729988
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,65,auto,13,24,nnRegressor,4,5,adam,distance,0.5032221381498201,540.0420006420463
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,28,auto,13,16,nnRegressor,2,1,adam,distance,0.5055921855172423,540.0420632711612
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,64,auto,16,20,nnRegressor,3,1,adam,distance,0.519986346360916,540.0421255300753
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,42,auto,17,7,nnRegressor,4,1,adam,distance,0.49062170407496,540.0421881789807
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,35,auto,17,27,nnRegressor,2,1,adam,distance,0.522756793699629,540.0422506481409
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,18,auto,16,13,nnRegressor,4,1,adam,distance,0.522604683066468,716.0325343641452
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,20,auto,17,27,nnRegressor,4,1,adam,distance,0.5135629887674328,716.0326166020241
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,40,auto,13,9,nnRegressor,4,1,adam,distance,0.5370650560192827,716.0326829110272
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,32,auto,19,25,nnRegressor,5,5,adam,distance,0.46497463889921387,716.0327614401467
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,83,auto,15,11,nnRegressor,3,1,adam,distance,0.5138338328413106,716.0328267191071
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,17,auto,17,26,nnRegressor,4,1,adam,distance,0.5345970362923733,716.032891028095
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,26,auto,10,9,nnRegressor,2,5,adam,distance,0.4523712669388914,716.0329545082059
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,37,auto,18,18,nnRegressor,4,1,adam,distance,0.5318766289036467,716.0330185070634
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,18,auto,12,14,nnRegressor,5,1,adam,distance,0.5151594973703144,716.0330821261741
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,26,auto,14,10,nnRegressor,4,1,adam,distance,0.532080425195054,716.0331461150199
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,41,auto,16,9,nnRegressor,3,1,adam,distance,0.5232736406524461,716.033209574176
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,17,auto,16,11,nnRegressor,6,1,adam,distance,0.5231859674197002,716.0332730030641
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,72,auto,14,11,nnRegressor,4,1,adam,distance,0.5370650560192827,716.0333366221748
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,65,auto,13,8,nnRegressor,5,1,adam,distance,0.49743583661962054,716.0334000010043
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,25,auto,13,8,nnRegressor,1,1,adam,distance,0.5064971063527239,716.0334638301283
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,61,auto,17,22,nnRegressor,4,3,adam,distance,0.5101289002852453,716.0335275891703
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,32,auto,16,14,nnRegressor,5,1,adam,distance,0.4723406367495243,716.0335913680028
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,60,auto,16,22,nnRegressor,7,1,adam,distance,0.5135629887674328,716.03365501808
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,40,auto,13,6,nnRegressor,5,1,adam,distance,0.5345970362923733,716.0337322461419
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,39,auto,15,23,nnRegressor,4,1,adam,distance,0.49743583661962054,716.0337961150799
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,22,auto,15,9,nnRegressor,4,1,adam,distance,0.5370650560192827,887.9102518791333
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,24,auto,17,23,nnRegressor,5,1,adam,distance,0.5370650560192827,887.9103346581105
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,40,auto,14,11,nnRegressor,4,1,adam,distance,0.5370650560192827,887.9104000271764
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,28,auto,15,21,nnRegressor,4,6,adam,distance,0.47062446728290597,887.9104638861027
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,79,auto,14,10,nnRegressor,5,1,adam,distance,0.5151339056887113,887.910528215114
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,21,auto,13,22,nnRegressor,4,1,adam,distance,0.5318766289036467,887.9105915341061
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,24,auto,14,13,nnRegressor,6,3,adam,distance,0.4967037370330062,887.9106548230629
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,40,auto,14,14,nnRegressor,4,1,adam,distance,0.532080425195054,887.9107349920087
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,22,auto,16,13,nnRegressor,2,1,adam,distance,0.47062446728290597,887.910798371071
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,30,auto,14,9,nnRegressor,4,1,adam,distance,0.532080425195054,887.9108616500162
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,45,auto,15,12,nnRegressor,4,1,adam,distance,0.49981644005387793,887.9109350789804
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,16,auto,16,10,nnRegressor,2,1,adam,distance,0.4941146935704537,887.9109992680606
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,68,auto,16,9,nnRegressor,4,1,adam,distance,0.5370650560192827,887.9110634070821
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,61,auto,13,9,nnRegressor,5,1,adam,distance,0.5198719328298276,887.9111270559952
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,29,auto,15,10,nnRegressor,3,1,adam,distance,0.507744910386851,887.9111902150325
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,57,auto,16,18,nnRegressor,4,1,adam,distance,0.5248811051029588,887.9112544241361
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,28,auto,15,15,nnRegressor,6,2,adam,distance,0.4428822783292007,887.9113175631501
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,56,auto,15,18,nnRegressor,4,1,adam,distance,0.4841847082148837,887.9113806721289
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,42,auto,14,10,nnRegressor,3,1,adam,distance,0.5252933321618698,887.9114433510695
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,43,auto,14,19,nnRegressor,5,1,adam,distance,0.532080425195054,887.9115070810076
