activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,8,entropy,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,25,adaptive,59,sqrt,10,22,kneighborsClassifier,1,1,lbfgs,distance,0.5323565323565324
identity,ball_tree,21,entropy,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,13,constant,94,sqrt,2,22,nnClassifier,7,8,adam,distance,0.4004884004884005
identity,auto,23,entropy,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,34,invscaling,90,log2,9,32,nnClassifier,8,2,adam,uniform,0.35653235653235654
tanh,ball_tree,17,entropy,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,13,constant,4,sqrt,20,36,nnClassifier,5,6,lbfgs,distance,0.4932844932844933
logistic,ball_tree,29,entropy,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,32,constant,84,sqrt,5,37,kneighborsClassifier,10,4,adam,distance,0.5054945054945055
identity,kd_tree,32,gini,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,13,constant,61,sqrt,8,6,randomForestClassifier,1,2,lbfgs,distance,0.5347985347985348
tanh,brute,8,gini,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,22,adaptive,51,sqrt,16,28,randomForestClassifier,8,3,lbfgs,uniform,0.5262515262515263
logistic,ball_tree,16,entropy,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,14,adaptive,66,log2,18,23,kneighborsClassifier,3,9,adam,distance,0.5286935286935287
identity,brute,32,gini,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,39,invscaling,44,sqrt,11,14,kneighborsClassifier,6,4,lbfgs,distance,0.5836385836385837
tanh,ball_tree,23,entropy,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,32,constant,11,sqrt,10,29,nnClassifier,4,6,sgd,uniform,0.503052503052503
relu,ball_tree,17,gini,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,9,invscaling,38,sqrt,18,2,randomForestClassifier,8,9,lbfgs,uniform,0.8864468864468864
identity,ball_tree,10,entropy,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,7,constant,89,sqrt,6,31,kneighborsClassifier,5,6,adam,distance,0.5616605616605617
relu,kd_tree,22,entropy,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,16,invscaling,53,log2,7,39,kneighborsClassifier,10,6,sgd,distance,0.44932844932844934
relu,kd_tree,17,entropy,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,11,invscaling,34,sqrt,4,35,kneighborsClassifier,2,6,sgd,uniform,0.5054945054945055
identity,auto,17,entropy,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,19,constant,53,auto,17,39,nnClassifier,10,5,sgd,uniform,0.48473748473748474
relu,auto,8,entropy,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,12,invscaling,71,auto,5,25,randomForestClassifier,10,10,sgd,uniform,0.5238095238095238
identity,kd_tree,26,gini,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,32,adaptive,25,log2,9,30,nnClassifier,6,10,adam,uniform,0.4884004884004884
relu,auto,22,entropy,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,33,invscaling,60,sqrt,12,22,nnClassifier,1,4,sgd,uniform,0.4713064713064713
logistic,ball_tree,17,gini,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,8,adaptive,71,sqrt,2,11,randomForestClassifier,2,7,sgd,uniform,0.63003663003663
logistic,ball_tree,19,entropy,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,19,constant,61,auto,4,33,randomForestClassifier,9,3,lbfgs,uniform,0.6398046398046398
relu,ball_tree,9,entropy,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,39,constant,15,auto,9,39,randomForestClassifier,2,9,sgd,uniform,0.6373626373626373
relu,kd_tree,30,gini,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,11,invscaling,57,log2,20,18,kneighborsClassifier,10,3,sgd,uniform,0.5213675213675214
identity,kd_tree,29,gini,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,11,invscaling,18,sqrt,6,9,randomForestClassifier,3,4,sgd,uniform,0.5079365079365079
logistic,brute,18,gini,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,30,constant,66,sqrt,9,5,randomForestClassifier,5,8,sgd,uniform,0.6361416361416361
identity,ball_tree,25,entropy,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,39,constant,46,log2,9,17,randomForestClassifier,7,2,lbfgs,distance,0.8937728937728938
relu,brute,31,gini,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,15,invscaling,70,sqrt,19,8,nnClassifier,6,10,lbfgs,distance,0.46764346764346765
logistic,auto,31,gini,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,31,invscaling,48,auto,7,21,nnClassifier,2,6,sgd,uniform,0.49694749694749696
logistic,ball_tree,31,entropy,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,7,adaptive,19,auto,20,14,randomForestClassifier,4,3,sgd,distance,0.5103785103785103
identity,kd_tree,15,entropy,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,5,adaptive,20,sqrt,2,37,randomForestClassifier,1,7,sgd,distance,0.4981684981684982
tanh,ball_tree,19,entropy,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,39,constant,90,log2,12,22,nnClassifier,1,9,sgd,uniform,0.4810744810744811
tanh,ball_tree,23,entropy,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,32,adaptive,68,log2,17,16,kneighborsClassifier,2,7,adam,uniform,0.503052503052503
identity,ball_tree,21,entropy,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,10,invscaling,28,auto,18,11,nnClassifier,6,8,lbfgs,uniform,0.49206349206349204
identity,brute,13,gini,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,10,invscaling,71,auto,2,2,randomForestClassifier,4,7,sgd,distance,0.5067155067155067
relu,kd_tree,30,entropy,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,35,adaptive,66,log2,19,38,randomForestClassifier,5,9,lbfgs,distance,0.5299145299145299
identity,kd_tree,27,entropy,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,18,adaptive,7,auto,6,36,randomForestClassifier,4,5,sgd,uniform,0.800976800976801
logistic,ball_tree,11,gini,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,13,invscaling,78,sqrt,18,36,kneighborsClassifier,7,1,lbfgs,distance,0.5079365079365079
logistic,brute,11,gini,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33,invscaling,96,auto,9,31,randomForestClassifier,6,8,adam,distance,0.8888888888888888
identity,ball_tree,28,gini,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,6,adaptive,57,log2,10,27,kneighborsClassifier,2,8,sgd,distance,0.5384615384615384
identity,kd_tree,26,gini,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,38,constant,12,auto,3,25,nnClassifier,2,4,lbfgs,uniform,0.452991452991453
logistic,ball_tree,12,entropy,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,14,invscaling,91,log2,18,22,randomForestClassifier,1,3,lbfgs,distance,0.5225885225885226
logistic,ball_tree,12,entropy,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,40,constant,79,sqrt,14,14,kneighborsClassifier,2,4,adam,uniform,0.48473748473748474
identity,ball_tree,14,gini,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,35,constant,59,auto,2,2,kneighborsClassifier,2,3,lbfgs,distance,0.5201465201465202
logistic,ball_tree,18,entropy,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,34,constant,51,log2,4,23,nnClassifier,8,9,adam,distance,0.4590964590964591
tanh,kd_tree,23,entropy,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7,invscaling,61,log2,3,3,kneighborsClassifier,1,3,lbfgs,distance,0.5726495726495726
tanh,ball_tree,29,entropy,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,27,constant,85,sqrt,3,6,nnClassifier,9,2,adam,distance,0.5067155067155067
logistic,auto,24,gini,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,4,invscaling,71,sqrt,12,40,nnClassifier,9,6,sgd,uniform,0.503052503052503
tanh,ball_tree,28,entropy,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,20,adaptive,31,sqrt,13,30,kneighborsClassifier,2,8,lbfgs,distance,0.557997557997558
relu,auto,25,entropy,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,35,invscaling,86,auto,15,11,randomForestClassifier,5,2,adam,distance,0.4981684981684982
tanh,ball_tree,30,gini,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,34,adaptive,3,sqrt,12,6,nnClassifier,9,7,sgd,uniform,0.4126984126984127
tanh,kd_tree,22,entropy,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,10,constant,15,sqrt,20,27,kneighborsClassifier,4,8,adam,uniform,0.5152625152625152
identity,kd_tree,22,entropy,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,6,adaptive,47,sqrt,19,22,randomForestClassifier,10,5,sgd,distance,0.6324786324786325
identity,auto,16,gini,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,32,invscaling,22,auto,17,13,randomForestClassifier,4,1,adam,uniform,0.5409035409035409
logistic,auto,14,gini,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,29,constant,71,sqrt,6,33,nnClassifier,4,9,lbfgs,distance,0.4884004884004884
logistic,kd_tree,17,entropy,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,33,adaptive,79,sqrt,2,30,randomForestClassifier,7,8,adam,uniform,0.5164835164835165
tanh,auto,26,entropy,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,7,constant,6,auto,16,7,nnClassifier,9,9,lbfgs,uniform,0.47985347985347987
logistic,brute,24,entropy,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,8,constant,53,auto,19,8,randomForestClassifier,8,7,sgd,distance,0.8852258852258852
identity,brute,13,entropy,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,12,adaptive,98,sqrt,9,11,nnClassifier,1,2,adam,uniform,0.4908424908424908
logistic,auto,19,entropy,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,37,constant,96,auto,18,9,randomForestClassifier,9,10,sgd,distance,0.6361416361416361
logistic,kd_tree,16,entropy,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,28,constant,24,auto,16,7,randomForestClassifier,7,8,lbfgs,uniform,0.536019536019536
relu,auto,21,gini,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,8,constant,93,auto,19,40,nnClassifier,3,3,sgd,distance,0.5091575091575091
logistic,ball_tree,14,gini,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,32,adaptive,47,auto,17,31,kneighborsClassifier,8,8,lbfgs,uniform,0.5006105006105006
tanh,auto,15,entropy,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,10,adaptive,100,sqrt,20,3,randomForestClassifier,5,1,lbfgs,uniform,0.5262515262515263
logistic,ball_tree,19,entropy,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,12,constant,47,log2,13,26,nnClassifier,4,5,sgd,uniform,0.48473748473748474
tanh,brute,26,gini,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,39,constant,19,log2,9,32,randomForestClassifier,1,9,lbfgs,uniform,0.4993894993894994
relu,auto,10,entropy,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,36,constant,7,sqrt,15,23,kneighborsClassifier,8,1,lbfgs,uniform,0.4810744810744811
tanh,kd_tree,21,gini,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,15,invscaling,14,sqrt,6,30,nnClassifier,2,10,lbfgs,uniform,0.4981684981684982
identity,kd_tree,8,entropy,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,12,invscaling,67,sqrt,12,31,nnClassifier,2,8,sgd,distance,0.49572649572649574
relu,brute,16,entropy,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,23,constant,8,auto,4,22,kneighborsClassifier,9,10,lbfgs,distance,0.6141636141636142
relu,auto,23,gini,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,15,invscaling,75,sqrt,3,32,kneighborsClassifier,9,3,sgd,distance,0.5677655677655677
relu,ball_tree,15,gini,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,14,invscaling,28,sqrt,18,4,nnClassifier,10,5,sgd,distance,0.221001221001221
