feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,1,1,0,0,1,1,1,1,1,1,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.7840393127147851,322.0857584476471
1,0,1,1,1,1,0,1,0,1,1,1,1,0,nnRegressor,logistic,NA,12,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.7208680982264246,349.8454923629761
1,1,1,1,0,1,0,0,0,1,0,0,1,1,nnRegressor,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7699495808025605,364.74091029167175
0,1,1,1,0,1,0,0,0,0,1,1,1,0,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6911363479170161,372.1638090610504
1,1,0,0,1,0,0,1,1,1,0,0,1,0,nnRegressor,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7409155782667627,381.5326282978058
1,1,0,0,1,0,1,0,0,1,0,1,0,1,nnRegressor,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.7428624705852076,398.06671810150146
1,1,1,1,1,1,0,1,0,1,0,1,0,1,nnRegressor,logistic,NA,25,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.7534219809962412,413.75710439682007
1,1,0,1,1,1,1,0,0,1,1,0,1,1,nnRegressor,logistic,NA,26,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7823134578764006,421.67435240745544
1,0,1,0,0,1,0,0,0,0,1,1,1,1,nnRegressor,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0002585523202043305,426.5953154563904
1,1,0,0,1,1,1,0,0,0,0,0,1,0,nnRegressor,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7473639164034872,435.02167773246765
1,1,1,1,1,1,0,0,0,1,0,1,1,0,nnRegressor,logistic,NA,26,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7077936648001361,450.22338604927063
1,1,1,0,0,1,1,1,1,0,0,0,1,1,nnRegressor,identity,NA,13,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7232784694305077,455.13408946990967
1,1,1,1,0,1,1,0,0,0,1,1,1,1,nnRegressor,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.7795458873535069,482.6345582008362
1,1,0,0,0,1,1,1,0,0,1,1,1,1,nnRegressor,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.7746906225729825,499.00502014160156
1,1,0,1,0,1,0,0,1,1,1,1,1,1,nnRegressor,logistic,NA,28,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0002582458567641499,503.9118266105652
1,1,1,0,1,0,0,0,1,1,0,0,1,1,nnRegressor,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7667383083911641,517.2041268348694
1,1,0,1,0,1,0,0,1,0,1,0,1,1,nnRegressor,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.7617100321079221,552.5388100147247
1,1,0,1,1,1,1,1,0,0,0,1,1,1,nnRegressor,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7602369466089556,561.6978945732117
1,0,0,1,0,1,0,1,0,1,1,1,1,1,nnRegressor,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7547270439730535,570.3802044391632
1,0,0,1,1,1,0,1,1,0,0,0,1,1,nnRegressor,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.24318799001787783,585.0231142044067
1,1,0,1,0,0,0,0,1,0,1,0,1,1,nnRegressor,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.7464288375246177,606.0114748477936
1,0,1,1,0,0,1,1,1,1,1,0,1,1,nnRegressor,relu,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.7347487962380541,621.1048481464386
1,1,1,0,1,0,1,0,1,0,1,1,1,0,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.7016131598373697,637.9448585510254
1,1,0,0,1,0,0,1,0,1,0,1,1,1,nnRegressor,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7812241580479827,650.445995092392
1,1,1,1,0,0,0,1,1,1,1,1,1,1,nnRegressor,relu,NA,19,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.7657748272408931,667.7711710929871
1,1,1,1,1,1,0,0,0,0,1,0,1,1,nnRegressor,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.00025854675435010854,671.7324182987213
1,1,1,0,1,1,1,1,0,1,1,0,0,1,nnRegressor,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.7410995817765895,695.871438741684
1,1,1,0,1,0,1,0,1,1,1,1,1,1,nnRegressor,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.7795037235468103,715.1909921169281
1,1,1,1,1,1,1,0,1,0,1,1,1,1,nnRegressor,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7767571961087011,721.8719007968903
1,1,0,0,1,0,0,1,1,0,1,1,1,1,nnRegressor,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.787687466843317,736.6610593795776
1,1,1,1,0,0,1,0,0,1,1,1,1,1,nnRegressor,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.0002589212563797183,740.549596786499
1,0,1,0,1,1,0,1,1,1,1,1,1,1,nnRegressor,relu,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.7530630435517387,757.0933158397675
1,1,1,0,1,0,0,0,0,1,1,1,0,1,nnRegressor,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.7376232762301378,764.1902921199799
1,0,1,1,0,1,1,1,1,1,1,0,1,1,nnRegressor,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7655980057882931,772.8885660171509
1,1,1,0,0,0,0,0,0,1,1,1,1,1,nnRegressor,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7667280485219095,780.0564539432526
1,1,1,0,1,0,0,1,0,1,0,0,1,1,nnRegressor,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.7751963991624066,787.297003030777
1,1,1,1,1,1,1,0,1,0,1,0,1,1,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.7837825362712987,803.5280303955078
1,1,0,0,0,1,1,1,1,0,1,0,1,1,nnRegressor,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7576889460790911,816.4667627811432
1,1,0,0,0,0,1,1,1,0,0,0,1,1,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7597715008227564,830.538015127182
1,0,1,0,1,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.6915277104482953,863.5441482067108
1,1,0,0,1,0,0,0,1,0,1,0,1,1,nnRegressor,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.0002571625007210532,867.3985664844513
1,0,1,1,1,1,1,0,0,1,1,0,1,1,nnRegressor,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.6536380201545953,881.7919836044312
1,1,1,0,0,1,1,0,0,0,0,1,1,1,nnRegressor,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.7287645995745309,886.2535102367401
1,1,1,1,1,0,0,1,1,0,0,1,1,0,nnRegressor,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.00025855229320370654,890.0342795848846
1,1,0,1,1,0,1,1,1,1,0,0,0,1,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.702415653887731,894.6711361408234
1,1,0,0,0,1,0,1,1,1,1,0,1,0,nnRegressor,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7642678254520068,901.1822650432587
1,1,0,0,0,0,1,0,1,0,1,1,1,1,nnRegressor,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.7675983091318999,918.7350428104401
1,1,0,1,1,0,1,1,1,1,1,0,1,1,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.7824481016994747,942.8136713504791
1,1,1,0,1,0,1,1,1,0,0,1,0,1,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7263986095083549,948.9083185195923
1,1,0,0,0,0,1,1,0,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,36,sqrt,20,24,nan,nan,NA,NA,0.7277123422550779,953.2361438274384
1,0,0,1,1,0,1,1,1,1,0,0,1,1,nnRegressor,tanh,NA,29,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.757975479903587,961.4739928245544
1,1,0,0,1,0,0,0,1,0,1,1,1,1,nnRegressor,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.7275306061891735,968.621166229248
1,1,1,1,0,0,1,1,0,1,1,1,1,1,nnRegressor,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.7687762860009454,983.4222745895386
1,1,0,1,1,1,1,0,0,1,1,0,1,1,nnRegressor,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7887364332086846,989.253668308258
1,1,0,1,1,0,0,0,1,1,1,0,1,1,nnRegressor,logistic,NA,27,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.0002585425627414928,993.039802312851
1,1,0,1,1,1,1,0,0,1,0,0,0,1,nnRegressor,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7370978929279541,1000.7979381084442
1,1,1,1,0,1,0,0,0,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,11,sqrt,6,33,nan,nan,NA,NA,0.7505632273475584,1014.114734172821
1,1,0,0,0,0,0,0,1,1,1,1,1,0,nnRegressor,tanh,NA,13,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7538818353915131,1021.9598577022552
1,1,1,1,1,1,0,1,1,1,1,1,1,0,nnRegressor,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.7641380339352253,1036.740327835083
1,1,0,1,0,1,0,1,1,1,1,1,1,0,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.7703723700938968,1051.1695499420166
1,1,0,0,0,1,1,0,0,1,1,0,1,0,nnRegressor,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.7634912605808464,1057.780796289444
1,1,1,0,1,1,0,1,0,1,0,0,1,0,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.7398906916685166,1078.1055927276611
1,1,0,1,0,0,1,0,0,1,1,1,1,1,nnRegressor,tanh,NA,21,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.782366842515922,1085.6270577907562
1,0,0,0,0,0,1,0,0,0,1,0,1,1,nnRegressor,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.716678466104703,1100.6370627880096
1,1,0,1,0,0,1,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,89,log2,20,5,nan,nan,NA,NA,0.7282475940397964,1113.422783613205
1,1,0,1,1,0,0,0,1,0,1,0,1,1,nnRegressor,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7648028153075548,1121.2720439434052
1,1,1,1,1,1,0,1,0,0,0,1,1,1,nnRegressor,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.772220593193917,1152.8398797512054
1,1,0,0,0,1,1,0,1,0,0,0,1,1,nnRegressor,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.737568772026308,1168.4954142570496
1,0,0,1,0,0,0,0,1,0,0,0,1,1,nnRegressor,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7284559805467277,1174.057960510254
1,1,0,0,0,1,1,1,1,0,1,1,1,1,nnRegressor,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.7777249266733668,1190.378037929535
1,1,1,0,1,0,1,1,0,1,0,0,1,0,nnRegressor,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7519552416511404,1197.2008278369904
1,1,0,0,1,1,0,1,1,1,1,1,1,0,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7618856654131356,1203.4108083248138
1,1,1,0,0,0,0,0,1,0,1,1,1,1,nnRegressor,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7691428112244959,1222.8314633369446
1,1,1,1,1,1,0,1,1,0,1,0,1,0,nnRegressor,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.7438892139493757,1239.1852786540985
