feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,0,0,1,0,1,1,1,1,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,43,log2,12,25,nan,nan,NA,NA,0.7192901590586727,6.102827787399292
1,0,1,0,0,1,1,0,0,0,0,0,0,0,kneighborsRegressor,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,distance,0.43209844119568264,10.946465253829956
1,1,0,0,0,0,0,0,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,80,sqrt,12,7,nan,nan,NA,NA,0.5235681919949434,16.765029191970825
1,0,1,0,1,1,0,0,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,45,log2,15,19,nan,nan,NA,NA,0.6669133741844764,21.638872385025024
0,1,1,0,1,1,1,1,0,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,37,auto,13,26,nan,nan,NA,NA,0.7381095968205913,58.693897008895874
0,1,1,1,0,0,1,1,1,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.756420274540085,81.62978267669678
0,1,1,1,0,1,1,0,1,1,0,0,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.5129285626913203,85.9347174167633
0,1,1,1,0,0,1,1,1,1,0,1,1,1,nnRegressor,relu,NA,16,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.7625930476681895,109.07310271263123
0,1,1,1,0,1,1,0,0,1,1,1,1,0,nnRegressor,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.7362232646831166,125.37891459465027
1,1,1,0,1,0,0,1,1,0,0,1,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6066806204618134,129.93100476264954
1,0,1,0,1,0,1,1,0,1,0,0,0,1,nnRegressor,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7036144398553221,150.5762493610382
0,0,1,1,0,0,1,0,1,0,0,1,1,1,nnRegressor,relu,NA,30,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.7418947119378229,164.21704053878784
0,1,0,1,1,1,1,1,1,0,1,1,1,1,nnRegressor,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.7736017563053067,202.957679271698
1,1,1,0,0,0,0,1,0,1,0,1,1,1,nnRegressor,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.7805102118986131,224.98180723190308
0,1,0,1,1,1,1,0,1,0,0,1,1,1,nnRegressor,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.7686627358708997,242.04226636886597
1,0,1,0,0,0,1,0,0,0,1,0,1,1,nnRegressor,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.7079349348574637,248.78823900222778
0,1,1,1,0,1,0,1,1,1,0,1,1,1,nnRegressor,tanh,NA,20,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7722659388914355,257.98318552970886
