feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,1,1,1,1,0,1,0,1,1,0,nnRegressor,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.741153065066498,250.32165217399597
0,0,0,0,0,1,1,0,0,1,0,1,1,0,nnRegressor,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.7103516653397295,268.20088362693787
1,0,0,1,1,0,0,0,0,1,1,1,1,1,nnRegressor,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.7560523184977277,284.50521087646484
1,0,1,0,0,1,1,1,1,1,0,0,1,0,nnRegressor,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.7340288770597019,299.4596583843231
0,0,1,1,1,1,1,0,0,1,1,0,1,1,nnRegressor,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7104303656885103,313.9347894191742
1,1,0,0,1,1,1,0,0,1,1,1,1,0,nnRegressor,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.7756691737509848,338.875301361084
1,0,1,0,1,0,1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.7487268865622334,349.73239946365356
1,1,0,1,1,0,1,1,0,1,1,0,1,1,nnRegressor,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.784441147852376,370.8730628490448
1,1,0,0,0,1,0,1,0,0,1,1,1,1,nnRegressor,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.7684921479690501,392.02141976356506
0,1,1,1,1,0,0,0,0,1,0,0,1,1,nnRegressor,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.6159336822885955,407.82660698890686
0,0,0,1,1,1,1,1,0,1,1,0,1,0,nnRegressor,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.6952223255391863,416.4333393573761
1,0,0,1,1,1,1,0,0,1,1,1,1,1,nnRegressor,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0005529489517905883,421.17304944992065
1,1,0,1,0,0,0,0,0,0,0,0,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.7739614595337836,439.2033836841583
1,1,0,0,1,1,1,1,1,1,1,1,1,0,nnRegressor,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.7448050067099655,451.9064452648163
1,1,1,1,0,1,0,1,1,1,1,1,1,0,nnRegressor,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.596104652157569,473.7359662055969
1,0,0,0,0,0,1,0,1,0,1,0,1,1,nnRegressor,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,-0.0005541192825555541,478.5367376804352
1,1,0,1,1,1,1,0,0,1,1,1,1,1,nnRegressor,identity,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7565937591583868,483.67223286628723
1,1,0,1,0,1,1,1,0,1,0,0,1,0,nnRegressor,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.721994298180215,508.65134954452515
0,0,1,1,0,1,1,0,0,0,0,0,1,1,nnRegressor,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.6902364380792628,513.6036098003387
1,1,0,0,1,1,1,1,0,0,1,1,1,1,nnRegressor,relu,NA,23,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.7843337533463819,531.9672992229462
1,0,1,0,1,1,0,1,1,1,1,0,1,0,nnRegressor,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7428459886679761,539.283763885498
1,1,0,0,1,1,1,0,1,1,0,0,1,1,nnRegressor,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.749301742321901,545.0454814434052
1,1,1,0,1,0,1,1,1,0,1,0,1,1,nnRegressor,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.7439115682148301,557.0661432743073
0,1,1,0,1,1,1,1,0,0,0,1,1,1,nnRegressor,relu,NA,22,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.7213960204754009,570.8266718387604
1,1,1,1,1,0,0,0,0,1,0,1,1,1,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,-0.0005538064215908634,585.0598521232605
1,1,0,0,0,1,0,1,1,0,0,1,1,0,nnRegressor,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.7282821426488677,591.7410202026367
1,1,0,0,1,1,0,0,0,0,1,0,1,1,nnRegressor,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7851079396387831,598.2057628631592
1,1,0,0,1,1,0,0,0,0,1,0,1,1,nnRegressor,tanh,NA,18,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.7718342016705932,607.2978925704956
1,1,0,0,0,0,0,0,0,0,0,0,1,1,nnRegressor,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7603388922087784,615.5201797485352
1,1,1,0,1,0,1,1,0,1,1,1,1,1,nnRegressor,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0005528030768340297,619.6680593490601
1,1,1,0,0,1,1,0,0,1,0,1,1,1,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7782415950548205,627.8858616352081
1,1,1,0,1,0,1,1,0,1,1,0,1,1,nnRegressor,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0005532995105692606,632.1526470184326
1,1,0,1,0,0,1,0,0,0,0,0,1,1,nnRegressor,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.7323571274747998,638.1500065326691
1,0,1,1,1,0,1,1,0,0,0,0,1,1,nnRegressor,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7360994836698052,642.2651472091675
1,1,1,1,0,0,1,1,0,1,1,1,1,1,nnRegressor,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.7830742961698445,661.3232638835907
1,1,1,0,1,0,0,0,1,0,0,0,1,1,nnRegressor,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.7741403906710401,679.2094519138336
1,1,0,0,0,0,1,1,1,1,0,1,1,0,nnRegressor,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.7349121433174417,705.1379022598267
1,1,0,0,1,1,1,1,1,0,1,1,1,1,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7912858022317635,727.8159031867981
0,1,1,1,0,0,0,1,0,1,0,0,1,0,nnRegressor,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.711784876695398,735.530764579773
1,1,1,0,1,1,1,0,0,1,1,1,1,0,nnRegressor,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.7253288709019363,763.0982954502106
1,1,0,0,1,0,0,0,1,1,1,1,1,1,nnRegressor,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.7162686242016276,789.9989037513733
1,0,0,0,1,0,0,1,1,1,0,1,0,1,nnRegressor,logistic,NA,28,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.7032100717288048,796.7823402881622
1,1,0,1,1,1,1,1,0,0,1,0,0,0,nnRegressor,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.6121351835540101,804.0933611392975
1,1,1,1,0,0,0,1,0,1,0,0,1,1,nnRegressor,tanh,NA,17,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.7671833841691517,826.0965418815613
1,1,1,0,1,1,1,1,0,1,1,1,1,0,nnRegressor,logistic,NA,18,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.7744423254648563,846.4690179824829
1,0,1,0,0,1,0,1,1,1,1,1,0,0,nnRegressor,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.6598339137752723,853.3498690128326
1,1,0,0,0,0,1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7829017370732904,866.5518910884857
1,0,0,0,0,1,0,0,0,0,0,0,1,1,nnRegressor,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7417863439134775,874.3675394058228
1,1,1,0,1,0,0,0,1,0,0,0,1,1,nnRegressor,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.7703602902349153,893.4062368869781
1,1,0,0,1,1,0,1,1,0,0,1,1,1,nnRegressor,relu,NA,14,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7753969651184478,899.5022215843201
1,1,0,1,0,0,1,0,0,1,0,0,0,1,nnRegressor,tanh,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7072100906354397,923.518795967102
1,1,1,0,0,0,1,0,1,1,1,0,1,1,nnRegressor,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7870162161161189,936.9841458797455
1,0,1,0,1,0,1,1,1,0,1,0,1,1,nnRegressor,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.7281209342642372,942.2082443237305
0,1,0,1,0,0,0,1,1,0,1,1,1,1,nnRegressor,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7369599006702591,955.985654592514
1,1,1,1,1,0,1,0,1,1,0,1,1,1,nnRegressor,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.7768290556221626,963.8894054889679
1,1,1,0,1,1,0,1,1,1,0,0,1,1,nnRegressor,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7784515013506041,970.0123150348663
1,1,1,0,0,1,0,1,1,0,0,1,1,1,nnRegressor,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.7800590476113677,986.7783064842224
1,1,0,1,1,1,0,1,1,0,0,1,1,0,nnRegressor,relu,NA,16,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.740935185347521,1008.3767161369324
1,1,1,1,1,0,0,0,1,1,1,0,1,0,nnRegressor,logistic,NA,25,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.7751139417343728,1024.7234437465668
1,1,1,0,1,1,1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,31,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7931189792177502,1037.243057012558
0,0,1,0,1,1,0,0,1,0,1,0,0,0,nnRegressor,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.5565069860030534,1051.2789249420166
1,1,1,1,0,1,0,1,1,1,1,1,1,1,nnRegressor,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.7869044609520973,1069.264638185501
1,0,0,0,0,1,0,1,1,0,0,1,1,1,nnRegressor,tanh,NA,18,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.7313818002830068,1087.5469760894775
1,0,1,0,1,0,1,0,0,0,0,1,1,1,nnRegressor,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.7500325498123999,1094.0436763763428
1,1,0,1,0,1,1,1,1,0,1,0,1,1,nnRegressor,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7705199487690547,1099.5644958019257
1,1,1,0,1,1,1,0,0,0,1,1,1,1,nnRegressor,logistic,NA,17,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-0.0008895839282951901,1107.4063501358032
1,1,0,1,0,1,1,1,0,0,0,1,1,1,nnRegressor,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.6351686381981989,1121.9512257575989
1,1,0,0,1,0,0,0,0,0,1,1,1,1,nnRegressor,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7810472913429265,1128.6832964420319
1,1,1,0,1,1,0,1,1,0,0,0,1,0,nnRegressor,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.7633064241466033,1143.7465615272522
1,1,1,0,1,1,1,1,1,1,1,1,1,0,nnRegressor,tanh,NA,17,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.7742322483444578,1165.576975107193
1,0,1,0,1,0,0,1,0,0,1,1,1,1,nnRegressor,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.12075277397235185,1178.6361899375916
1,1,0,0,0,0,1,0,0,1,1,0,1,0,nnRegressor,logistic,NA,22,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7674211227680015,1185.3364822864532
0,1,1,0,1,1,0,0,1,1,0,0,1,1,nnRegressor,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.7397757841041591,1198.5848546028137
1,1,1,0,1,1,1,0,1,0,0,0,1,1,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.7722353967367587,1204.4054799079895
1,1,0,0,0,0,1,1,0,1,1,0,1,1,nnRegressor,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7784921055625647,1219.3183088302612
1,1,1,0,1,0,1,1,0,0,1,1,1,0,nnRegressor,tanh,NA,16,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.7088176640021573,1239.1118741035461
1,1,0,0,1,0,1,1,0,1,0,0,1,0,nnRegressor,relu,NA,28,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0005533838313602768,1242.8190858364105
1,1,0,0,1,1,0,1,0,0,1,1,1,0,nnRegressor,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.7791894452439353,1263.2770614624023
1,1,0,1,1,0,0,1,0,0,1,1,1,1,nnRegressor,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.7884389754793655,1270.9357874393463
