feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.9536031589338598,9.091421365737915
1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9545903257650543,13.811431407928467
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9210266535044422,18.498075246810913
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,sqrt,8,25,nan,nan,NA,NA,0.9595261599210266,23.642986297607422
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,sqrt,18,14,nan,nan,NA,NA,0.0,28.50832223892212
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,20,log2,12,6,nan,nan,NA,NA,0.9585389930898321,34.41701698303223
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,auto,1,20,nan,nan,NA,NA,0.9585389930898321,40.268656730651855
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,auto,8,31,nan,nan,NA,NA,0.9585389930898321,45.46231698989868
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,sqrt,6,24,nan,nan,NA,NA,0.9595261599210266,50.81738257408142
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,17,9,nan,nan,NA,NA,0.0,55.15795016288757
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,sqrt,7,24,nan,nan,NA,NA,0.9565646594274433,60.746076345443726
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,13,30,nan,nan,NA,NA,0.9585389930898321,66.61777353286743
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,sqrt,12,28,nan,nan,NA,NA,0.9585389930898321,71.88097786903381
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,sqrt,13,23,nan,nan,NA,NA,0.9595261599210266,77.53422260284424
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,10,22,nan,nan,NA,NA,0.9565646594274433,83.38470792770386
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,auto,15,25,nan,nan,NA,NA,0.9585389930898321,89.31869316101074
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,auto,15,35,nan,nan,NA,NA,0.9595261599210266,94.74847912788391
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,sqrt,16,6,nan,nan,NA,NA,0.9595261599210266,100.22744226455688
0,1,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9555774925962488,104.89380216598511
0,1,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9565646594274433,109.84018874168396
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,16,33,nan,nan,NA,NA,0.9575518262586377,115.41512441635132
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,17,29,nan,nan,NA,NA,0.9565646594274433,120.60785937309265
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,17,35,nan,nan,NA,NA,0.9585389930898321,127.1255874633789
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,log2,17,22,nan,nan,NA,NA,0.9585389930898321,132.9344289302826
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,log2,17,35,nan,nan,NA,NA,0.9595261599210266,138.27337050437927
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,log2,3,12,nan,nan,NA,NA,0.9565646594274433,144.07251596450806
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,log2,17,7,nan,nan,NA,NA,0.9585389930898321,150.1978509426117
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,10,17,nan,nan,NA,NA,0.9595261599210266,155.97979259490967
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,auto,12,33,nan,nan,NA,NA,0.9585389930898321,162.25768280029297
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,23,auto,15,8,nan,nan,NA,NA,0.9585389930898321,168.26618266105652
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,sqrt,10,34,nan,nan,NA,NA,0.0,173.60470533370972
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,sqrt,1,38,nan,nan,NA,NA,0.9585389930898321,179.06104922294617
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,14,37,nan,nan,NA,NA,0.9585389930898321,184.6287727355957
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,sqrt,6,40,nan,nan,NA,NA,0.9595261599210266,190.62558603286743
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,auto,17,20,nan,nan,NA,NA,0.9585389930898321,195.98840427398682
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,6,40,nan,nan,NA,NA,0.0,200.78397154808044
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,log2,20,2,nan,nan,NA,NA,0.9595261599210266,206.11740350723267
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,18,30,nan,nan,NA,NA,0.9595261599210266,212.20814967155457
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,20,16,nan,nan,NA,NA,0.9585389930898321,217.54454469680786
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,auto,7,33,nan,nan,NA,NA,0.9595261599210266,223.1461398601532
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,47,log2,12,40,nan,nan,NA,NA,0.9595261599210266,228.41570663452148
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,19,9,nan,nan,NA,NA,0.9595261599210266,233.62936878204346
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,58,sqrt,14,36,nan,nan,NA,NA,0.9585389930898321,239.2204442024231
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,2,2,nan,nan,NA,NA,0.9565646594274433,244.9727747440338
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,log2,6,4,nan,nan,NA,NA,0.9565646594274433,250.60172963142395
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,log2,11,34,nan,nan,NA,NA,0.9595261599210266,256.80398416519165
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,4,40,nan,nan,NA,NA,0.9585389930898321,262.2345654964447
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,sqrt,20,33,nan,nan,NA,NA,0.9595261599210266,267.873605966568
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,sqrt,15,40,nan,nan,NA,NA,0.9585389930898321,273.80597162246704
0,0,0,nnClassifier,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.0,278.6853837966919
0,1,1,nnClassifier,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.9397828232971372,298.3093602657318
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,sqrt,15,12,nan,nan,NA,NA,0.9565646594274433,304.02361965179443
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,sqrt,17,23,nan,nan,NA,NA,0.9565646594274433,309.68167877197266
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,19,8,nan,nan,NA,NA,0.9585389930898321,315.3559420108795
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,log2,11,35,nan,nan,NA,NA,0.9565646594274433,320.74501371383667
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,auto,20,34,nan,nan,NA,NA,0.9595261599210266,325.9507863521576
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,15,9,nan,nan,NA,NA,0.9595261599210266,331.6706886291504
1,0,0,nnClassifier,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.9536031589338598,340.3707056045532
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,sqrt,9,38,nan,nan,NA,NA,0.9585389930898321,346.29984998703003
0,1,1,nnClassifier,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9368213228035538,356.8915767669678
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,log2,8,36,nan,nan,NA,NA,0.9565646594274433,362.5200181007385
