feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,nnClassifier,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9555774925962488,104.61061120033264
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9536031589338598,109.29976272583008
1,0,0,nnClassifier,tanh,NA,8,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9555774925962488,114.33642840385437
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,8,3,nan,nan,NA,NA,0.9565646594274433,119.6879563331604
1,1,0,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9555774925962488,124.85919404029846
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,17,27,nan,nan,NA,NA,0.9624876604146101,130.45301008224487
0,0,0,kneighborsClassifier,NA,auto,nan,NA,12,NA,nan,NA,nan,nan,nan,5,NA,distance,0.0,134.83682894706726
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,auto,9,36,nan,nan,NA,NA,0.9565646594274433,140.3030490875244
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,log2,8,32,nan,nan,NA,NA,0.9624876604146101,146.07978296279907
1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.947680157946693,150.6754310131073
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,64,log2,18,21,nan,nan,NA,NA,0.9565646594274433,156.15994381904602
1,1,1,nnClassifier,relu,NA,11,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9279368213228035,165.06150579452515
1,1,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9555774925962488,197.47424292564392
0,1,0,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9565646594274433,202.57872605323792
0,1,0,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9565646594274433,207.7123498916626
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,log2,12,32,nan,nan,NA,NA,0.9624876604146101,214.1992907524109
1,0,0,nnClassifier,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.9555774925962488,223.25083470344543
1,0,0,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9555774925962488,230.91490006446838
1,0,0,nnClassifier,tanh,NA,8,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9555774925962488,259.6615307331085
1,1,0,nnClassifier,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9555774925962488,271.18963074684143
1,0,0,nnClassifier,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9555774925962488,276.81403040885925
1,1,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9555774925962488,282.120046377182
0,0,0,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.0,287.44454288482666
1,1,0,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9555774925962488,292.65967750549316
0,0,0,nnClassifier,tanh,NA,10,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.0,297.1598234176636
0,1,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9249753208292202,301.9659786224365
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,9,39,nan,nan,NA,NA,0.9624876604146101,308.1847131252289
1,0,0,nnClassifier,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.9555774925962488,336.57749342918396
1,0,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9565646594274433,340.93535566329956
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9595261599210266,345.6582508087158
0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,8,NA,distance,0.0,350.2555453777313
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9565646594274433,354.97713255882263
0,1,0,nnClassifier,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.9555774925962488,364.6732032299042
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,auto,6,33,nan,nan,NA,NA,0.9624876604146101,370.9110367298126
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9565646594274433,375.5571436882019
0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,distance,0.0,380.0073585510254
1,0,0,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9565646594274433,384.330486536026
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,13,31,nan,nan,NA,NA,0.9634748272458046,389.7537770271301
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9595261599210266,394.9176592826843
1,1,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9585389930898321,399.4947454929352
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,log2,14,22,nan,nan,NA,NA,0.0,404.2869498729706
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,14,14,nan,nan,NA,NA,0.9634748272458046,410.566330909729
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,sqrt,15,27,nan,nan,NA,NA,0.9624876604146101,417.0023498535156
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,14,9,nan,nan,NA,NA,0.9624876604146101,422.51171946525574
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,log2,9,7,nan,nan,NA,NA,0.9654491609081934,427.7717180252075
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,sqrt,15,15,nan,nan,NA,NA,0.9634748272458046,433.41534399986267
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9595261599210266,438.0560004711151
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,auto,19,3,nan,nan,NA,NA,0.9634748272458046,443.40785217285156
0,0,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9565646594274433,447.9282982349396
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,log2,16,21,nan,nan,NA,NA,0.9565646594274433,453.54611682891846
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,auto,16,21,nan,nan,NA,NA,0.9634748272458046,459.08546590805054
0,0,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9595261599210266,463.91356229782104
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,log2,4,22,nan,nan,NA,NA,0.9615004935834156,469.3716764450073
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,20,14,nan,nan,NA,NA,0.9624876604146101,475.41281366348267
0,1,1,nnClassifier,tanh,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.9368213228035538,514.6079246997833
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,8,23,nan,nan,NA,NA,0.9654491609081934,520.0160865783691
1,1,0,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9595261599210266,524.9320344924927
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,sqrt,7,14,nan,nan,NA,NA,0.9654491609081934,530.4613609313965
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,sqrt,19,35,nan,nan,NA,NA,0.9624876604146101,536.2607176303864
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9575518262586377,540.9225077629089
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,auto,1,24,nan,nan,NA,NA,0.9565646594274433,546.7588436603546
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,16,24,nan,nan,NA,NA,0.9565646594274433,551.6075649261475
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,auto,20,19,nan,nan,NA,NA,0.9624876604146101,557.1664853096008
0,0,0,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.0,561.2512605190277
1,0,0,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9565646594274433,565.5990903377533
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,3,9,nan,nan,NA,NA,0.9634748272458046,570.7015686035156
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,log2,14,36,nan,nan,NA,NA,0.9634748272458046,575.9025347232819
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,log2,10,8,nan,nan,NA,NA,0.9634748272458046,581.0445103645325
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,log2,6,4,nan,nan,NA,NA,0.9654491609081934,586.1806890964508
1,1,0,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9565646594274433,590.1148734092712
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,log2,5,13,nan,nan,NA,NA,0.9624876604146101,595.1723258495331
0,1,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9565646594274433,599.4123690128326
0,0,0,kneighborsClassifier,NA,brute,nan,NA,17,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.0,603.4155423641205
0,1,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9565646594274433,607.9272236824036
0,0,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9595261599210266,612.0277490615845
1,1,0,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9595261599210266,616.2500214576721
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9585389930898321,620.1327450275421
1,1,0,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9565646594274433,624.1841201782227
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9565646594274433,627.862612247467
1,0,1,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9526159921026653,631.8467226028442
1,0,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9565646594274433,635.7843639850616
1,1,0,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9595261599210266,639.6702902317047
1,1,0,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9595261599210266,643.8317346572876
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,23,log2,2,22,nan,nan,NA,NA,0.9565646594274433,648.6243643760681
0,0,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9595261599210266,652.3226299285889
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,auto,14,14,nan,nan,NA,NA,0.9624876604146101,657.1289250850677
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,14,24,nan,nan,NA,NA,0.9565646594274433,661.9506072998047
