feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,nnClassifier,logistic,NA,12,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9239881539980257,16.585928916931152
1,1,0,nnClassifier,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9427443237907206,24.571267127990723
1,1,0,nnClassifier,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.9427443237907206,50.30264735221863
1,0,1,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9249753208292202,61.79751205444336
1,1,0,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.9427443237907206,69.74519968032837
1,1,1,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9299111549851925,80.96862769126892
1,0,0,nnClassifier,tanh,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.9427443237907206,91.81711339950562
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,auto,8,5,nan,nan,NA,NA,0.0,96.62587809562683
0,0,0,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.0,101.7113618850708
1,0,0,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9703849950641659,107.34961557388306
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,sqrt,5,15,nan,nan,NA,NA,0.9713721618953604,113.73127317428589
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,auto,3,25,nan,nan,NA,NA,0.9713721618953604,120.29194855690002
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,log2,5,21,nan,nan,NA,NA,0.9713721618953604,126.11084580421448
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,auto,1,40,nan,nan,NA,NA,0.9713721618953604,131.49231028556824
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,sqrt,2,4,nan,nan,NA,NA,0.9713721618953604,137.25086545944214
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,log2,18,30,nan,nan,NA,NA,0.9713721618953604,142.39213275909424
