feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9644619940769991,5.2368528842926025
1,1,1,nnClassifier,tanh,NA,10,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.9358341559723593,19.77084755897522
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9644619940769991,24.35178852081299
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,11,7,nan,nan,NA,NA,0.9664363277393879,29.78433632850647
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,log2,3,30,nan,nan,NA,NA,0.9644619940769991,35.30868983268738
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,13,14,nan,nan,NA,NA,0.9664363277393879,41.027790784835815
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,16,16,nan,nan,NA,NA,0.9684106614017769,46.79916524887085
0,0,1,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9466929911154985,57.09126615524292
1,0,1,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9437314906219151,64.4498291015625
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9595261599210266,68.54179453849792
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,19,32,nan,nan,NA,NA,0.9674234945705824,73.82412457466125
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,distance,0.945705824284304,77.97080087661743
1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9644619940769991,83.06711316108704
0,0,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9634748272458046,87.71365928649902
1,1,0,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9595261599210266,92.58816981315613
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9654491609081934,96.91194820404053
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9338598223099703,101.17095279693604
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9506416584402764,105.81153225898743
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9348469891411648,109.92238640785217
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,auto,19,29,nan,nan,NA,NA,0.9674234945705824,115.66418957710266
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,20,11,nan,nan,NA,NA,0.9644619940769991,120.7958116531372
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9654491609081934,125.72480273246765
1,0,0,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9338598223099703,130.45468473434448
0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9644619940769991,134.93327045440674
0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.0,139.23754572868347
0,0,1,kneighborsClassifier,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9674234945705824,143.47690439224243
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9634748272458046,147.4286391735077
1,0,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9644619940769991,152.20302438735962
0,1,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9644619940769991,156.4437894821167
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9644619940769991,161.15050220489502
1,0,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9644619940769991,165.61893677711487
1,0,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9644619940769991,170.08564710617065
1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9644619940769991,174.39138054847717
0,0,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9674234945705824,178.9657108783722
1,0,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9644619940769991,183.59102821350098
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9634748272458046,188.26138281822205
