feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9713721618953604,5.08587646484375
0,0,1,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9427443237907206,15.06150221824646
0,1,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9733464955577492,20.01425051689148
0,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9733464955577492,24.592004537582397
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,19,27,nan,nan,NA,NA,0.9743336623889437,30.548686027526855
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,auto,2,30,nan,nan,NA,NA,0.9733464955577492,36.41211128234863
0,1,0,nnClassifier,relu,NA,26,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9536031589338598,45.86345958709717
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,14,19,nan,nan,NA,NA,0.9743336623889437,51.54495859146118
0,0,1,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9417571569595261,58.38399052619934
0,1,0,nnClassifier,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9536031589338598,88.8994529247284
1,0,1,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9427443237907206,101.67714309692383
0,1,1,nnClassifier,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9427443237907206,106.24871969223022
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,auto,10,8,nan,nan,NA,NA,0.9743336623889437,111.91017389297485
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,19,14,nan,nan,NA,NA,0.9733464955577492,117.11420631408691
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,3,10,nan,nan,NA,NA,0.9743336623889437,123.33166098594666
1,0,1,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9595261599210266,128.0920422077179
0,0,0,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.0,132.2806158065796
0,0,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.0,137.11768674850464
0,1,1,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9733464955577492,142.0795192718506
0,0,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9733464955577492,147.16178560256958
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9733464955577492,151.24137043952942
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9733464955577492,155.78645062446594
0,0,0,kneighborsClassifier,NA,brute,nan,NA,17,NA,nan,NA,nan,nan,nan,8,NA,distance,0.0,160.37436532974243
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,log2,17,3,nan,nan,NA,NA,0.9733464955577492,166.27567267417908
1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9733464955577492,170.39405250549316
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9733464955577492,175.4903826713562
0,0,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9743336623889437,179.85419726371765
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9743336623889437,184.28663873672485
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9733464955577492,188.9656150341034
0,0,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9713721618953604,193.7261233329773
0,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9516288252714709,198.65876078605652
0,0,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9733464955577492,203.62822008132935
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9693978282329714,208.5023491382599
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9743336623889437,213.1931710243225
0,0,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9713721618953604,217.86186861991882
0,1,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9733464955577492,222.24427556991577
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,log2,20,8,nan,nan,NA,NA,0.0,226.74230432510376
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,auto,19,36,nan,nan,NA,NA,0.9733464955577492,232.64486026763916
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,2,26,nan,nan,NA,NA,0.9733464955577492,238.79549741744995
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,8,15,nan,nan,NA,NA,0.0,243.23911905288696
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,auto,11,17,nan,nan,NA,NA,0.9743336623889437,248.344167470932
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,auto,20,25,nan,nan,NA,NA,0.9733464955577492,254.16499185562134
0,0,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9743336623889437,258.59504222869873
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,log2,10,3,nan,nan,NA,NA,0.9733464955577492,264.2108156681061
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,auto,20,3,nan,nan,NA,NA,0.9743336623889437,269.2659523487091
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,log2,6,21,nan,nan,NA,NA,0.9743336623889437,274.85731291770935
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,61,log2,17,21,nan,nan,NA,NA,0.9743336623889437,280.3345744609833
