activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,18,entropy,1,1,1,1,1,1,1,24,invscaling,62,log2,13,25,kneighborsClassifier,7,4,adam,distance,0.6790606653620352,179.1427448450122
relu,ball_tree,14,gini,1,1,0,1,1,1,1,27,invscaling,25,log2,14,14,kneighborsClassifier,6,4,sgd,distance,0.4882583170254403,179.1427802538965
relu,kd_tree,21,gini,1,1,0,1,1,1,1,34,invscaling,35,sqrt,8,21,kneighborsClassifier,6,4,sgd,distance,0.5166340508806262,179.14281591400504
relu,kd_tree,16,gini,1,1,0,1,1,1,1,37,invscaling,67,log2,7,19,kneighborsClassifier,9,5,sgd,distance,0.2876712328767123,179.1428513128776
relu,ball_tree,15,gini,1,1,0,1,1,1,1,12,invscaling,20,sqrt,11,13,kneighborsClassifier,7,4,sgd,distance,0.32974559686888455,179.14288685191423
relu,kd_tree,14,entropy,1,1,0,1,1,1,1,9,invscaling,81,auto,16,32,kneighborsClassifier,7,4,sgd,distance,0.41389432485322897,179.14292251178995
relu,auto,24,gini,1,1,1,1,1,1,1,34,constant,49,auto,15,26,nnClassifier,7,2,adam,distance,0.05577299412915851,471.041034335969
relu,auto,18,gini,1,1,1,1,1,1,1,11,constant,26,auto,11,22,nnClassifier,7,4,adam,distance,0.0,471.04110193485394
relu,auto,24,gini,1,1,1,1,1,1,1,15,constant,58,auto,7,11,nnClassifier,7,2,adam,distance,0.8806262230919765,471.04113888484426
relu,auto,15,gini,1,1,1,1,1,1,1,33,constant,50,auto,7,26,nnClassifier,7,3,adam,distance,0.8816046966731899,471.04117565392517
relu,auto,14,gini,1,1,1,1,1,1,1,30,constant,87,auto,5,16,nnClassifier,6,1,adam,distance,0.8855185909980431,471.04121096385643
relu,auto,23,gini,1,1,1,1,1,1,1,22,constant,30,auto,12,30,nnClassifier,6,4,adam,distance,0.8855185909980431,471.04124655295163
relu,auto,18,gini,1,1,1,1,1,1,1,14,constant,27,auto,11,15,nnClassifier,6,1,adam,distance,0.8845401174168297,471.0412822929211
relu,auto,14,gini,1,1,1,1,1,1,1,12,constant,68,auto,7,25,nnClassifier,8,1,adam,distance,0.049902152641878667,471.0413179118186
relu,auto,16,gini,1,1,1,1,1,1,1,33,constant,87,auto,7,22,nnClassifier,6,1,adam,distance,0.043052837573385516,471.04135326179676
relu,auto,23,gini,1,1,1,1,1,1,1,10,constant,67,auto,8,23,nnClassifier,9,4,adam,distance,0.8806262230919765,471.04138865089044
relu,auto,15,gini,1,1,1,1,1,1,1,32,constant,66,auto,9,22,nnClassifier,7,5,adam,distance,0.8747553816046967,471.04142386093736
relu,auto,15,gini,1,1,1,1,1,1,1,14,constant,81,auto,6,21,nnClassifier,5,2,adam,distance,0.0675146771037182,471.0414593599271
relu,auto,15,gini,1,1,1,1,1,1,1,12,constant,27,auto,5,24,nnClassifier,8,3,adam,distance,0.8874755381604696,471.0414946298115
relu,auto,22,gini,1,1,1,1,1,1,1,32,constant,15,auto,7,24,nnClassifier,9,1,adam,distance,0.8855185909980431,471.04153013881296
relu,auto,14,gini,1,1,1,1,1,1,1,20,constant,58,auto,9,24,nnClassifier,7,4,adam,distance,0.8835616438356164,471.04156538890675
relu,auto,15,gini,1,1,1,1,1,1,1,23,constant,27,auto,10,18,nnClassifier,5,2,adam,distance,0.8816046966731899,471.0416004578583
relu,auto,17,gini,1,1,1,1,1,1,1,30,constant,31,auto,5,24,nnClassifier,6,3,adam,distance,0.8816046966731899,471.04163530794904
relu,auto,12,gini,1,1,1,1,1,1,1,33,constant,63,auto,9,21,nnClassifier,7,1,adam,distance,0.8747553816046967,471.0416704369709
relu,auto,15,gini,1,1,1,1,1,1,1,14,constant,22,auto,7,17,nnClassifier,6,3,adam,distance,0.8816046966731899,471.0417055268772
relu,auto,14,gini,1,1,1,1,1,1,1,11,constant,77,auto,12,28,nnClassifier,9,1,adam,distance,0.8816046966731899,471.0417403958272
relu,auto,20,gini,1,1,1,1,1,1,1,30,constant,45,auto,11,28,nnClassifier,8,3,adam,distance,0.05577299412915851,1732.5240099718794
relu,auto,15,gini,1,1,1,1,1,1,1,13,constant,23,auto,9,20,nnClassifier,8,3,adam,distance,0.05870841487279843,1732.5240653019864
relu,auto,20,gini,1,1,1,1,1,1,1,11,constant,54,auto,11,13,nnClassifier,10,6,adam,distance,0.05577299412915851,1732.5241136408877
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,52,auto,7,30,nnClassifier,7,3,adam,distance,0.06262230919765166,1732.5241509699263
relu,auto,16,gini,1,1,1,1,1,1,1,26,constant,83,auto,8,19,nnClassifier,8,3,adam,distance,0.06947162426614481,1732.5241877299268
relu,auto,19,gini,1,1,1,1,1,1,1,18,constant,26,auto,10,26,nnClassifier,7,2,adam,distance,0.06360078277886497,1732.524224308785
relu,auto,14,gini,1,1,1,1,1,1,1,15,constant,24,auto,7,13,nnClassifier,8,5,adam,distance,0.0684931506849315,1732.524262078805
relu,auto,17,gini,1,1,1,1,1,1,1,13,constant,64,auto,6,23,nnClassifier,8,1,adam,distance,0.06947162426614481,1732.524298727978
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,83,auto,7,24,nnClassifier,8,2,adam,distance,0.06653620352250489,1732.524335067952
relu,auto,19,gini,1,1,1,1,1,1,1,6,constant,63,auto,9,23,nnClassifier,8,6,adam,distance,0.07338551859099804,1732.5243713168893
relu,auto,12,gini,1,1,1,1,1,1,1,29,constant,63,auto,11,19,nnClassifier,7,4,adam,distance,0.06262230919765166,1732.5244078568649
relu,auto,19,gini,1,1,1,1,1,1,1,10,constant,77,auto,6,20,nnClassifier,9,3,adam,distance,0.06360078277886497,1732.5244445058051
relu,auto,15,gini,1,1,1,1,1,1,1,8,constant,24,auto,8,22,nnClassifier,5,3,adam,distance,0.06555772994129158,1732.5244806557894
relu,auto,18,gini,1,1,1,1,1,1,1,28,constant,19,auto,9,20,nnClassifier,5,3,adam,distance,0.0812133072407045,1732.5245168549009
relu,auto,18,gini,1,1,1,1,1,1,1,16,constant,54,auto,10,22,nnClassifier,7,2,adam,distance,0.06360078277886497,1732.5245527049992
relu,auto,15,gini,1,1,1,1,1,1,1,19,constant,27,auto,6,22,nnClassifier,7,4,adam,distance,0.06360078277886497,1732.5245885539334
relu,auto,17,gini,1,1,1,1,1,1,1,26,constant,31,auto,9,21,nnClassifier,8,4,adam,distance,0.0684931506849315,1732.524624323938
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,59,auto,5,21,nnClassifier,6,5,adam,distance,0.053816046966731895,1732.5246601928957
relu,auto,15,gini,1,1,1,1,1,1,1,10,constant,26,auto,6,13,nnClassifier,7,4,adam,distance,0.07240704500978473,1732.5246965829283
relu,auto,15,gini,1,1,1,1,1,1,1,9,constant,73,auto,10,27,nnClassifier,5,5,adam,distance,0.06653620352250489,1732.5247326018289
relu,auto,16,gini,1,1,1,1,1,1,1,26,constant,41,auto,7,24,nnClassifier,8,4,adam,distance,0.06653620352250489,3010.546268609818
relu,auto,14,gini,1,1,1,1,1,1,1,9,constant,24,auto,7,20,nnClassifier,8,3,adam,distance,0.06555772994129158,3010.5463341788854
relu,auto,16,gini,1,1,1,1,1,1,1,14,constant,50,auto,7,17,nnClassifier,6,7,adam,distance,0.08414872798434442,3010.5463729589246
relu,auto,14,gini,1,1,1,1,1,1,1,25,constant,48,auto,7,26,nnClassifier,7,4,adam,distance,0.06262230919765166,3010.5464101978578
relu,auto,14,gini,1,1,1,1,1,1,1,22,constant,79,auto,9,15,nnClassifier,4,2,adam,distance,0.0675146771037182,3010.546446537832
relu,auto,23,gini,1,1,1,1,1,1,1,20,constant,30,auto,14,27,nnClassifier,8,1,adam,distance,0.060665362035225046,3010.5464827269316
relu,auto,18,gini,1,1,1,1,1,1,1,11,constant,27,auto,11,17,nnClassifier,10,4,adam,distance,0.06947162426614481,3010.5465196568985
relu,auto,13,gini,1,1,1,1,1,1,1,9,constant,60,auto,6,24,nnClassifier,7,4,adam,distance,0.0675146771037182,3010.546555865789
relu,auto,16,gini,1,1,1,1,1,1,1,25,constant,79,auto,7,22,nnClassifier,6,3,adam,distance,0.06555772994129158,3010.546591795981
relu,auto,19,gini,1,1,1,1,1,1,1,10,constant,59,auto,10,25,nnClassifier,4,2,adam,distance,0.0675146771037182,3010.5466279548127
relu,auto,12,gini,1,1,1,1,1,1,1,25,constant,59,auto,10,18,nnClassifier,7,4,adam,distance,0.053816046966731895,3010.546664364869
relu,auto,16,gini,1,1,1,1,1,1,1,13,constant,73,auto,8,21,nnClassifier,10,6,adam,distance,0.06555772994129158,3010.546700903913
relu,auto,15,gini,1,1,1,1,1,1,1,12,constant,24,auto,8,21,nnClassifier,6,3,adam,distance,0.06360078277886497,3010.5467372538988
relu,auto,18,gini,1,1,1,1,1,1,1,29,constant,22,auto,8,19,nnClassifier,5,2,adam,distance,0.046966731898238745,3010.5467732627876
relu,auto,20,gini,1,1,1,1,1,1,1,20,constant,54,auto,11,22,nnClassifier,7,3,adam,distance,0.05870841487279843,3010.5468092428055
relu,auto,14,gini,1,1,1,1,1,1,1,21,constant,25,auto,10,18,nnClassifier,8,4,adam,distance,0.06262230919765166,3010.546845111996
relu,auto,21,gini,1,1,1,1,1,1,1,22,constant,27,auto,6,21,nnClassifier,5,3,adam,distance,0.0675146771037182,3010.546880911803
relu,auto,17,gini,1,1,1,1,1,1,1,33,constant,55,auto,5,18,nnClassifier,8,5,adam,distance,0.07240704500978473,3010.5469165309332
relu,auto,15,gini,1,1,1,1,1,1,1,8,constant,27,auto,8,17,nnClassifier,8,4,adam,distance,0.06262230919765166,3010.546952850884
relu,auto,14,gini,1,1,1,1,1,1,1,10,constant,69,auto,10,28,nnClassifier,9,3,adam,distance,0.06360078277886497,3010.5469889799133
relu,auto,13,gini,1,1,1,1,1,1,1,22,constant,38,auto,5,21,nnClassifier,7,2,adam,distance,0.0675146771037182,4310.034202277893
relu,auto,14,gini,1,1,1,1,1,1,1,7,constant,26,auto,6,21,nnClassifier,7,3,adam,distance,0.06947162426614481,4310.03425793699
relu,auto,20,gini,1,1,1,1,1,1,1,15,constant,46,auto,10,13,nnClassifier,10,3,adam,distance,0.06653620352250489,4310.034296697006
relu,auto,14,gini,1,1,1,1,1,1,1,21,constant,44,auto,7,25,nnClassifier,7,3,adam,distance,0.06360078277886497,4310.034333925927
relu,auto,14,gini,1,1,1,1,1,1,1,26,constant,75,auto,5,16,nnClassifier,5,3,adam,distance,0.05185909980430528,4310.034370725974
relu,auto,25,gini,1,1,1,1,1,1,1,16,constant,26,auto,17,23,nnClassifier,7,4,adam,distance,0.06947162426614481,4310.034407055005
relu,auto,22,gini,1,1,1,1,1,1,1,15,constant,25,auto,9,21,nnClassifier,6,3,adam,distance,0.08317025440313111,4310.034443464829
relu,auto,13,gini,1,1,1,1,1,1,1,9,constant,64,auto,7,23,nnClassifier,8,2,adam,distance,0.06555772994129158,4310.034479783848
relu,auto,16,gini,1,1,1,1,1,1,1,21,constant,75,auto,7,21,nnClassifier,5,1,adam,distance,0.06653620352250489,4310.034515873995
relu,auto,23,gini,1,1,1,1,1,1,1,11,constant,63,auto,7,26,nnClassifier,6,1,adam,distance,0.057729941291585124,4310.034552022815
relu,auto,16,gini,1,1,1,1,1,1,1,21,constant,55,auto,7,18,nnClassifier,7,3,adam,distance,0.053816046966731895,4310.034588212846
relu,auto,13,gini,1,1,1,1,1,1,1,9,constant,69,auto,8,22,nnClassifier,8,2,adam,distance,0.08610567514677103,4310.0346243719105
relu,auto,15,gini,1,1,1,1,1,1,1,8,constant,26,auto,4,23,nnClassifier,9,3,adam,distance,0.07240704500978473,4310.034660791978
relu,auto,22,gini,1,1,1,1,1,1,1,25,constant,18,auto,8,20,nnClassifier,9,3,adam,distance,0.046966731898238745,4310.034696830902
relu,auto,16,gini,1,1,1,1,1,1,1,24,constant,50,auto,7,23,nnClassifier,7,5,adam,distance,0.05870841487279843,4310.034733081004
relu,auto,14,gini,1,1,1,1,1,1,1,17,constant,24,auto,14,15,nnClassifier,8,4,adam,distance,0.06947162426614481,4310.034769249847
relu,auto,18,gini,1,1,1,1,1,1,1,18,constant,31,auto,6,21,nnClassifier,7,4,adam,distance,0.05675146771037182,4310.034805448959
relu,auto,16,gini,1,1,1,1,1,1,1,29,constant,51,auto,9,18,nnClassifier,7,3,adam,distance,0.0675146771037182,4310.03484165878
relu,auto,15,gini,1,1,1,1,1,1,1,11,constant,23,auto,8,14,nnClassifier,6,3,adam,distance,0.06555772994129158,4310.034877527971
relu,auto,15,gini,1,1,1,1,1,1,1,10,constant,65,auto,12,24,nnClassifier,8,2,adam,distance,0.06653620352250489,4310.03491364792
