feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,auto,7,23,nan,nan,NA,NA,0.7472527472527473,6.481434345245361
1,0,1,0,0,0,0,1,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.6019536019536019,14.85281491279602
1,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,log2,2,26,nan,nan,NA,NA,0.7423687423687424,22.328580379486084
1,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,log2,7,7,nan,nan,NA,NA,0.5897435897435898,28.26326560974121
1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,auto,6,28,nan,nan,NA,NA,0.7545787545787546,35.07950282096863
1,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,auto,6,4,nan,nan,NA,NA,0.7142857142857143,40.93041396141052
0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,log2,6,33,nan,nan,NA,NA,0.8107448107448108,47.85697102546692
0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,65,sqrt,15,35,nan,nan,NA,NA,0.8131868131868132,54.035441160202026
0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,11,32,nan,nan,NA,NA,0.8168498168498168,59.774484157562256
1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,12,16,nan,nan,NA,NA,0.9035409035409036,65.041344165802
1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,log2,9,12,nan,nan,NA,NA,0.9365079365079365,70.91221404075623
1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,sqrt,14,8,nan,nan,NA,NA,0.8083028083028083,76.81308150291443
0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,log2,16,14,nan,nan,NA,NA,0.9426129426129426,82.92638564109802
0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,log2,16,16,nan,nan,NA,NA,0.9377289377289377,88.16870403289795
1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,15,14,nan,nan,NA,NA,0.9340659340659341,93.44443321228027
0,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,9,7,nan,nan,NA,NA,0.9218559218559218,98.60627436637878
0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,log2,1,3,nan,nan,NA,NA,0.9181929181929182,104.04628205299377
0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,log2,18,29,nan,nan,NA,NA,0.938949938949939,109.80370759963989
1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,sqrt,18,15,nan,nan,NA,NA,0.9474969474969475,115.44186544418335
