feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,4,NA,distance,0.5335775335775336,5.176699638366699
1,0,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9352869352869353,10.012253522872925
0,0,0,1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.7228327228327228,14.623375177383423
1,0,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9316239316239316,19.32006859779358
1,0,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9291819291819292,24.132176876068115
1,0,1,1,1,0,1,1,nnClassifier,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.5445665445665445,51.83571243286133
1,0,0,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9242979242979243,56.361189126968384
0,0,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.7191697191697192,60.45973229408264
0,0,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,9,NA,distance,0.5616605616605617,65.49464154243469
1,0,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9316239316239316,70.28345561027527
0,0,1,0,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9426129426129426,74.80712175369263
1,0,1,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.5409035409035409,79.33383440971375
1,1,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9304029304029304,84.12825632095337
0,1,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9328449328449329,89.18910384178162
1,0,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.7838827838827839,94.4482934474945
0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,auto,20,26,nan,nan,NA,NA,0.9328449328449329,100.0308678150177
0,1,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9352869352869353,104.62333178520203
0,1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9096459096459096,109.18732690811157
0,0,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9377289377289377,113.9588029384613
1,0,1,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9242979242979243,118.68972682952881
0,0,1,0,0,1,0,1,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.5335775335775336,134.22715783119202
0,0,1,0,1,1,0,1,nnClassifier,logistic,NA,23,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.5299145299145299,148.57752919197083
0,0,1,0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,0.938949938949939,153.46727323532104
0,0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9206349206349206,158.13226795196533
0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,4,19,nan,nan,NA,NA,0.9340659340659341,163.962557554245
1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,auto,17,14,nan,nan,NA,NA,0.9304029304029304,169.61228799819946
0,0,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9255189255189256,174.17861151695251
1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,sqrt,20,8,nan,nan,NA,NA,0.796092796092796,180.84083247184753
0,1,0,0,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8986568986568987,185.46279859542847
1,0,1,0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.7716727716727717,190.07621455192566
0,0,1,1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.717948717948718,194.49616408348083
0,0,1,1,1,1,1,1,nnClassifier,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.5213675213675214,231.7708170413971
0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,sqrt,12,40,nan,nan,NA,NA,0.9340659340659341,237.98850440979004
1,1,0,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9267399267399268,242.93616604804993
1,1,1,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9218559218559218,247.67396068572998
0,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,auto,1,19,nan,nan,NA,NA,0.7655677655677655,253.16423892974854
1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,sqrt,13,30,nan,nan,NA,NA,0.796092796092796,258.8526768684387
0,0,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9267399267399268,263.31024503707886
0,0,0,1,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9194139194139194,267.6709976196289
0,0,1,1,1,1,0,1,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5286935286935287,277.59583926200867
0,0,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9426129426129426,282.4680233001709
1,1,1,1,1,1,1,0,nnClassifier,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.5115995115995116,312.68890261650085
0,0,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9328449328449329,317.4305410385132
0,1,1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9377289377289377,321.98116302490234
1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,13,29,nan,nan,NA,NA,0.7912087912087912,328.4459550380707
0,0,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9328449328449329,333.2937881946564
0,0,1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9377289377289377,338.1139142513275
1,0,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9377289377289377,342.63849329948425
0,1,1,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9206349206349206,347.33714175224304
0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,3,39,nan,nan,NA,NA,0.9010989010989011,352.52757716178894
0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,log2,14,24,nan,nan,NA,NA,0.9438339438339438,358.2920136451721
0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,auto,12,17,nan,nan,NA,NA,0.9438339438339438,364.67456555366516
0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,sqrt,1,40,nan,nan,NA,NA,0.9352869352869353,371.0506200790405
0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,auto,7,34,nan,nan,NA,NA,0.9352869352869353,377.2887592315674
0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,log2,7,39,nan,nan,NA,NA,0.945054945054945,383.11684370040894
0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,18,5,nan,nan,NA,NA,0.7643467643467643,389.0856852531433
0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,5,18,nan,nan,NA,NA,0.8986568986568987,394.2656497955322
0,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,sqrt,4,8,nan,nan,NA,NA,0.938949938949939,400.1754422187805
0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,log2,14,37,nan,nan,NA,NA,0.9365079365079365,406.09239888191223
0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,9,23,nan,nan,NA,NA,0.9426129426129426,411.9043426513672
0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,sqrt,18,18,nan,nan,NA,NA,0.78998778998779,417.3936355113983
1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,log2,3,12,nan,nan,NA,NA,0.9328449328449329,423.1192271709442
1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,sqrt,7,37,nan,nan,NA,NA,0.9377289377289377,428.8572335243225
1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,14,30,nan,nan,NA,NA,0.9230769230769231,434.446640253067
1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,12,20,nan,nan,NA,NA,0.9377289377289377,440.00537872314453
0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,7,18,nan,nan,NA,NA,0.938949938949939,446.1460428237915
0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,log2,7,10,nan,nan,NA,NA,0.9365079365079365,452.1024875640869
