feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.5115995115995116,5.444844007492065
0,0,1,1,0,0,0,0,nnClassifier,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.6239316239316239,13.867434024810791
0,0,1,0,1,1,1,1,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.5042735042735043,36.75545811653137
0,1,1,1,1,0,0,0,nnClassifier,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.518925518925519,46.68507957458496
1,0,1,1,0,0,0,0,nnClassifier,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.6239316239316239,53.69605278968811
1,0,1,1,0,0,0,1,nnClassifier,relu,NA,29,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.6239316239316239,59.764484167099
1,1,1,0,1,0,0,1,nnClassifier,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.5238095238095238,84.4449999332428
1,0,1,0,0,1,0,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.6239316239316239,90.82360625267029
0,1,1,1,1,1,0,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.6239316239316239,98.7716212272644
0,0,0,1,0,1,0,1,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.5653235653235653,104.60167121887207
0,0,1,1,0,1,0,1,nnClassifier,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.5506715506715507,119.11818528175354
0,1,1,1,1,1,1,1,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.5018315018315018,133.34884810447693
1,0,1,0,1,1,0,0,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.5006105006105006,173.57905387878418
1,1,1,1,0,0,0,0,nnClassifier,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6239316239316239,180.11978220939636
0,1,1,0,0,1,1,1,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5555555555555556,188.31867933273315
0,0,1,1,1,1,0,1,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.49572649572649574,196.81217002868652
1,1,0,0,0,0,1,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.5897435897435898,207.05085396766663
0,1,1,0,0,0,0,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6239316239316239,211.64815664291382
1,1,1,0,0,0,0,1,nnClassifier,tanh,NA,31,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.6190476190476191,218.7766273021698
0,0,1,1,1,0,0,1,nnClassifier,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.5396825396825397,239.66330456733704
0,1,1,1,1,0,0,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.5433455433455433,259.4757888317108
0,0,1,1,0,0,0,1,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.6190476190476191,267.4408440589905
1,0,1,1,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,distance,0.5384615384615384,271.8975443840027
1,0,1,1,0,0,0,1,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.6214896214896215,280.4905662536621
1,1,1,1,0,1,0,0,nnClassifier,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5518925518925519,288.5356593132019
1,0,1,0,0,0,1,1,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.612942612942613,299.37659192085266
0,0,1,0,0,0,0,1,nnClassifier,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.6239316239316239,314.7985906600952
1,1,1,0,0,0,0,1,nnClassifier,logistic,NA,14,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.6239316239316239,333.16524505615234
1,1,1,1,0,1,0,1,nnClassifier,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.5567765567765568,362.80100417137146
1,0,1,0,0,0,0,0,nnClassifier,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.6239316239316239,384.82134795188904
1,1,1,1,0,0,0,0,nnClassifier,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.6239316239316239,391.9746358394623
0,0,1,0,0,0,0,0,nnClassifier,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6239316239316239,397.5826437473297
1,1,1,0,1,1,0,1,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5006105006105006,406.81364583969116
0,0,1,0,0,0,0,0,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.6239316239316239,412.5625743865967
0,1,1,1,0,0,0,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.0,420.37052845954895
1,1,1,1,0,0,0,0,nnClassifier,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.6117216117216118,438.36944699287415
0,0,0,0,0,1,0,0,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5641025641025641,452.6741271018982
0,0,1,1,0,0,0,1,nnClassifier,relu,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.6239316239316239,462.0986821651459
1,1,0,1,0,0,0,1,nnClassifier,relu,NA,28,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.612942612942613,469.6126563549042
0,1,0,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7264957264957265,474.75982785224915
1,1,1,1,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,2,NA,distance,0.536019536019536,479.47946643829346
0,1,1,1,1,0,1,1,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.6239316239316239,487.65225863456726
0,1,0,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7728937728937729,492.34238934516907
1,0,0,0,0,0,0,0,nnClassifier,relu,NA,22,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.6239316239316239,499.2836174964905
1,0,1,0,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5457875457875457,504.310968875885
0,1,0,1,0,0,0,1,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.6239316239316239,520.7628300189972
0,1,1,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.724053724053724,525.2854063510895
0,1,0,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,7,NA,distance,0.7252747252747253,530.5337753295898
0,1,1,1,0,0,1,1,nnClassifier,logistic,NA,21,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.6239316239316239,536.9780988693237
1,0,0,0,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9365079365079365,541.0994229316711
0,0,0,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5445665445665445,545.7539083957672
1,0,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7411477411477412,550.5948829650879
1,1,0,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9365079365079365,555.4982957839966
1,0,0,1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.7411477411477412,560.3537211418152
1,0,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7594627594627594,565.2019779682159
