feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,0,0,0,1,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.5958485958485958,6.2808191776275635
1,1,0,0,0,0,1,0,nnClassifier,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5543345543345544,13.877949237823486
1,1,1,0,1,1,0,0,nnClassifier,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5347985347985348,22.267049312591553
1,1,0,1,0,0,0,1,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,29.872889041900635
1,1,0,0,0,0,0,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5958485958485958,37.07831835746765
0,0,0,1,1,0,0,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.5445665445665445,43.6306517124176
0,1,1,0,0,1,0,0,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.5445665445665445,51.66062021255493
1,1,1,1,0,1,0,1,nnClassifier,logistic,NA,28,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.5372405372405372,64.34361028671265
1,0,1,0,0,1,1,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.5445665445665445,86.07616996765137
1,1,0,0,1,0,0,0,nnClassifier,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.5518925518925519,92.2879524230957
0,1,1,1,0,0,0,1,nnClassifier,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.5958485958485958,99.0106132030487
1,1,0,1,0,0,1,1,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5946275946275946,105.08653330802917
0,1,1,1,0,1,0,0,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.5335775335775336,119.76317739486694
1,1,1,0,0,0,0,1,nnClassifier,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.5958485958485958,142.06068921089172
0,0,0,1,0,0,0,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,148.62825226783752
1,0,0,0,1,0,0,0,nnClassifier,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5958485958485958,154.81697940826416
1,0,0,1,0,0,1,0,nnClassifier,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.5787545787545788,165.78514575958252
1,0,0,1,1,0,0,1,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.5506715506715507,181.00900149345398
0,0,1,0,1,0,0,0,nnClassifier,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.5958485958485958,187.42145371437073
0,1,1,1,1,0,1,1,nnClassifier,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.557997557997558,208.47929883003235
1,0,0,0,1,0,0,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.5592185592185592,217.02958416938782
1,0,1,0,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.5238095238095238,221.51171708106995
1,0,0,1,0,0,1,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.5946275946275946,242.53276371955872
0,1,0,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.5152625152625152,247.3743257522583
0,1,0,1,0,0,0,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.5958485958485958,253.45649480819702
1,0,1,0,1,0,0,0,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5958485958485958,259.8611059188843
0,1,1,0,0,0,0,0,nnClassifier,logistic,NA,22,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.5958485958485958,266.3607506752014
1,1,1,1,0,0,0,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.5970695970695971,278.7998230457306
0,1,0,1,0,0,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.5958485958485958,286.4566969871521
0,1,0,0,1,0,0,0,nnClassifier,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.5592185592185592,302.55727887153625
1,1,0,0,0,0,0,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5958485958485958,308.27891993522644
1,1,1,1,0,0,0,0,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5958485958485958,317.31564378738403
0,1,1,1,0,0,1,0,nnClassifier,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.575091575091575,325.99266600608826
0,1,1,1,1,0,0,0,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,333.41358518600464
0,1,0,0,1,0,0,1,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.5958485958485958,340.5631911754608
1,0,0,0,1,0,0,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.557997557997558,351.5350263118744
1,1,1,1,1,0,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5958485958485958,356.7544882297516
1,0,1,1,0,0,0,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5763125763125763,365.39200592041016
0,0,0,1,0,0,0,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.5958485958485958,373.03891611099243
1,0,0,1,0,0,0,0,nnClassifier,logistic,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.5958485958485958,379.7259638309479
0,1,0,1,0,0,0,1,nnClassifier,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.5958485958485958,402.3617558479309
0,1,0,1,1,0,0,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,410.3408110141754
1,0,1,1,1,0,0,0,nnClassifier,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5555555555555556,424.8829400539398
1,1,1,1,1,0,0,1,nnClassifier,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.557997557997558,447.5997796058655
0,0,0,1,0,0,0,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.5958485958485958,453.930655002594
0,1,0,0,1,0,0,0,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,459.7685203552246
1,1,1,1,1,0,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.5958485958485958,465.6663589477539
0,0,1,0,1,0,0,1,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.5470085470085471,482.2231104373932
0,0,1,1,1,0,1,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.5958485958485958,489.26739501953125
0,0,1,0,0,0,0,0,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.5958485958485958,499.382470369339
1,0,1,0,0,0,0,1,nnClassifier,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,510.497465133667
1,0,1,1,0,0,0,1,nnClassifier,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,517.6500375270844
0,0,1,0,0,0,0,1,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,531.7980377674103
0,1,0,1,0,0,1,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.5958485958485958,538.643474817276
1,0,1,0,0,0,0,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,543.9371371269226
1,0,1,0,1,0,0,1,nnClassifier,logistic,NA,26,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.5567765567765568,562.201409816742
1,0,0,0,1,1,1,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.5958485958485958,567.5473847389221
0,1,0,0,0,0,0,0,nnClassifier,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.5958485958485958,574.2280373573303
1,0,1,0,0,1,0,0,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.5409035409035409,589.8033864498138
0,1,0,0,0,1,0,1,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.5958485958485958,596.2658729553223
1,1,0,0,0,1,1,0,nnClassifier,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.5433455433455433,610.0904569625854
0,1,0,1,1,1,0,1,nnClassifier,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.5958485958485958,616.0509481430054
0,1,0,1,0,1,0,0,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5958485958485958,621.2732286453247
0,0,0,1,0,1,0,1,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.5372405372405372,637.7606554031372
1,0,0,1,1,1,1,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.5958485958485958,642.6465983390808
0,0,1,1,0,1,1,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5958485958485958,650.0220165252686
0,0,0,0,0,0,0,1,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.5958485958485958,656.7094149589539
1,1,0,0,1,1,0,0,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.0,664.02077460289
1,1,0,1,0,0,0,0,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,672.2529394626617
1,1,1,1,1,1,0,0,nnClassifier,tanh,NA,23,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.5335775335775336,693.3573908805847
1,1,1,1,0,0,1,1,nnClassifier,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,700.6157104969025
1,1,1,1,1,0,0,0,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.3431013431013431,713.4846360683441
1,1,0,1,0,0,0,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,718.357264995575
1,1,1,1,1,1,1,1,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5323565323565324,722.1766612529755
0,1,1,1,1,1,0,0,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.5384615384615384,726.153312921524
1,1,0,1,0,1,1,0,nnClassifier,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.536019536019536,734.3410077095032
0,0,0,0,1,0,0,1,nnClassifier,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5470085470085471,738.2402291297913
1,1,0,1,0,1,0,1,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.5396825396825397,753.618218421936
0,0,1,1,1,1,1,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.536019536019536,788.0466005802155
1,0,0,0,0,1,1,0,nnClassifier,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5335775335775336,795.1598806381226
1,1,1,0,0,0,1,1,nnClassifier,tanh,NA,32,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.5518925518925519,814.0041511058807
0,0,1,1,0,1,0,0,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5372405372405372,831.4482934474945
1,1,1,0,0,0,0,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.5958485958485958,836.1950869560242
1,1,1,0,1,1,0,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.5396825396825397,852.1141731739044
