activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,16,gini,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,7,constant,56,log2,18,14,kneighborsClassifier,4,9,adam,distance,0.893212669683258
identity,auto,25,entropy,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,19,adaptive,70,sqrt,11,31,nnClassifier,6,10,lbfgs,distance,0.49321266968325794
identity,ball_tree,16,gini,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,9,constant,33,sqrt,16,8,nnClassifier,1,6,sgd,uniform,0.49592760180995477
identity,auto,11,entropy,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,10,invscaling,86,sqrt,10,7,randomForestClassifier,3,9,sgd,distance,0.9357466063348416
logistic,brute,12,entropy,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,25,constant,52,log2,7,31,nnClassifier,2,1,lbfgs,uniform,0.5031674208144796
tanh,auto,8,entropy,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,13,constant,17,auto,9,3,kneighborsClassifier,3,4,adam,uniform,0.857918552036199
tanh,auto,10,entropy,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,35,invscaling,12,log2,12,29,kneighborsClassifier,8,7,sgd,uniform,0.8923076923076924
logistic,kd_tree,18,entropy,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,7,constant,19,log2,14,3,randomForestClassifier,10,5,lbfgs,uniform,0.9149321266968325
tanh,auto,23,entropy,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,27,constant,33,sqrt,2,39,randomForestClassifier,7,3,sgd,distance,0.9330316742081448
relu,ball_tree,8,entropy,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,20,invscaling,38,auto,4,7,nnClassifier,3,3,lbfgs,distance,0.4986425339366516
identity,ball_tree,13,gini,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,38,adaptive,46,sqrt,15,22,kneighborsClassifier,4,5,sgd,distance,0.9366515837104072
identity,brute,20,entropy,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,34,constant,16,auto,11,16,randomForestClassifier,8,2,lbfgs,distance,0.9312217194570136
identity,kd_tree,18,entropy,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,38,invscaling,31,sqrt,12,27,nnClassifier,9,10,adam,distance,0.48778280542986424
tanh,auto,32,entropy,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,25,constant,9,log2,13,9,kneighborsClassifier,6,2,lbfgs,uniform,0.8787330316742081
identity,ball_tree,13,entropy,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,12,invscaling,33,sqrt,3,33,kneighborsClassifier,9,5,sgd,distance,0.8877828054298642
identity,brute,32,gini,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,30,constant,63,log2,5,31,randomForestClassifier,6,1,sgd,distance,0.9095022624434389
logistic,kd_tree,14,gini,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,36,adaptive,95,log2,7,4,randomForestClassifier,3,8,sgd,distance,0.8027149321266969
identity,brute,11,gini,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,constant,24,auto,18,5,nnClassifier,4,1,lbfgs,uniform,0.5013574660633484
tanh,ball_tree,22,entropy,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,12,adaptive,51,log2,6,39,nnClassifier,5,9,lbfgs,uniform,0.4823529411764706
relu,kd_tree,11,gini,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,25,invscaling,19,auto,14,25,kneighborsClassifier,1,5,sgd,distance,0.9411764705882353
logistic,brute,28,entropy,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,28,constant,35,sqrt,14,17,randomForestClassifier,9,5,sgd,distance,0.9076923076923077
identity,brute,10,entropy,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,14,invscaling,8,auto,2,12,randomForestClassifier,1,7,lbfgs,uniform,0.9167420814479638
logistic,kd_tree,21,gini,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,13,constant,66,sqrt,11,33,randomForestClassifier,7,4,lbfgs,distance,0.8561085972850678
relu,ball_tree,26,gini,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,21,adaptive,29,log2,6,20,nnClassifier,4,8,adam,distance,0.48687782805429863
relu,auto,12,entropy,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,12,invscaling,32,auto,2,36,nnClassifier,10,1,sgd,uniform,0.5049773755656108
logistic,ball_tree,28,entropy,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,17,adaptive,13,sqrt,12,22,randomForestClassifier,2,10,lbfgs,distance,0.9203619909502262
logistic,ball_tree,25,entropy,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,12,adaptive,75,log2,7,28,nnClassifier,4,10,sgd,uniform,0.49321266968325794
identity,brute,17,gini,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,31,constant,77,log2,10,35,randomForestClassifier,6,1,lbfgs,uniform,0.9131221719457013
relu,brute,16,entropy,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,3,invscaling,93,auto,2,39,kneighborsClassifier,10,10,sgd,distance,0.934841628959276
identity,ball_tree,27,gini,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,28,invscaling,32,log2,14,16,kneighborsClassifier,10,2,lbfgs,uniform,0.6932126696832579
tanh,brute,29,gini,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,40,invscaling,23,auto,2,9,kneighborsClassifier,4,9,sgd,uniform,0.9158371040723982
relu,auto,12,entropy,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,15,constant,26,sqrt,14,28,kneighborsClassifier,9,7,sgd,distance,0.9239819004524887
tanh,brute,17,gini,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,24,adaptive,6,sqrt,10,26,nnClassifier,9,7,adam,uniform,0.497737556561086
logistic,ball_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,5,invscaling,89,auto,3,33,nnClassifier,5,9,sgd,uniform,0.5583710407239819
tanh,kd_tree,10,entropy,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,21,invscaling,49,auto,19,30,nnClassifier,8,1,sgd,distance,0.4832579185520362
logistic,brute,12,entropy,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,17,adaptive,83,log2,2,18,randomForestClassifier,7,8,sgd,distance,0.9366515837104072
identity,auto,13,entropy,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,3,adaptive,46,auto,9,2,randomForestClassifier,6,10,sgd,uniform,0.9276018099547512
logistic,ball_tree,11,gini,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,32,constant,5,sqrt,2,38,randomForestClassifier,10,1,adam,uniform,0.8615384615384616
tanh,ball_tree,18,entropy,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,22,constant,70,log2,3,34,randomForestClassifier,5,9,sgd,distance,0.7348416289592761
tanh,auto,23,gini,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,8,constant,97,log2,4,6,randomForestClassifier,5,8,adam,distance,0.9158371040723982
identity,auto,21,entropy,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,30,adaptive,11,log2,14,35,kneighborsClassifier,7,2,sgd,distance,0.8443438914027149
identity,brute,21,gini,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,15,invscaling,44,log2,9,20,randomForestClassifier,10,4,sgd,distance,0.8117647058823529
relu,kd_tree,25,gini,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,13,constant,37,sqrt,8,13,randomForestClassifier,10,6,sgd,distance,0.9013574660633484
logistic,kd_tree,11,entropy,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,40,adaptive,44,sqrt,13,10,nnClassifier,3,8,sgd,uniform,0.49049773755656106
logistic,auto,22,gini,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,9,invscaling,13,auto,14,14,kneighborsClassifier,3,2,adam,uniform,0.8036199095022625
logistic,auto,23,entropy,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,30,invscaling,42,sqrt,14,11,randomForestClassifier,10,2,sgd,distance,0.9221719457013575
logistic,auto,27,entropy,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26,adaptive,1,log2,3,11,kneighborsClassifier,10,6,lbfgs,uniform,0.7402714932126697
relu,brute,28,gini,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,39,invscaling,64,auto,18,23,randomForestClassifier,9,8,lbfgs,uniform,0.7538461538461538
relu,kd_tree,8,entropy,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,6,constant,44,log2,7,16,kneighborsClassifier,6,3,adam,uniform,0.8063348416289593
relu,ball_tree,28,gini,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,32,invscaling,37,auto,7,15,randomForestClassifier,5,5,lbfgs,uniform,0.8941176470588236
tanh,brute,32,gini,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,34,constant,59,sqrt,18,22,nnClassifier,3,1,lbfgs,distance,0.48959276018099546
logistic,brute,30,gini,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,6,adaptive,18,sqrt,17,34,kneighborsClassifier,7,3,sgd,uniform,0.9058823529411765
identity,brute,15,entropy,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,15,adaptive,27,log2,10,22,randomForestClassifier,5,7,adam,distance,0.8850678733031674
relu,auto,32,gini,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,16,constant,26,sqrt,7,22,nnClassifier,4,9,adam,uniform,0.5076923076923077
identity,brute,29,entropy,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,16,adaptive,22,sqrt,9,32,nnClassifier,6,6,adam,distance,0.5031674208144796
relu,ball_tree,16,entropy,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,8,invscaling,16,sqrt,10,38,randomForestClassifier,6,9,lbfgs,uniform,0.9158371040723982
relu,auto,22,entropy,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,14,invscaling,98,auto,13,30,nnClassifier,8,1,sgd,uniform,0.448868778280543
