activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,32,entropy,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,39,constant,47,log2,7,9,kneighborsClassifier,8,9,lbfgs,distance,0.9466063348416289
tanh,kd_tree,14,gini,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,5,adaptive,34,auto,7,21,nnClassifier,7,10,sgd,uniform,0.48959276018099546
relu,auto,28,entropy,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,9,invscaling,8,sqrt,11,35,randomForestClassifier,3,3,sgd,uniform,0.9085972850678733
identity,kd_tree,9,gini,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,17,adaptive,1,auto,11,31,randomForestClassifier,9,10,adam,distance,0.9375565610859729
tanh,auto,12,gini,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,2,constant,27,log2,17,22,randomForestClassifier,3,6,sgd,uniform,0.7701357466063349
identity,kd_tree,23,entropy,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,37,invscaling,23,auto,7,20,randomForestClassifier,8,3,adam,uniform,0.9040723981900453
identity,auto,32,entropy,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,17,invscaling,37,auto,8,25,nnClassifier,2,3,adam,uniform,0.49230769230769234
relu,auto,15,entropy,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,24,adaptive,100,sqrt,12,37,kneighborsClassifier,1,9,adam,uniform,0.8959276018099548
logistic,brute,29,entropy,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,37,constant,72,auto,5,23,nnClassifier,4,6,adam,distance,0.5221719457013575
logistic,ball_tree,18,entropy,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,39,constant,72,log2,5,34,nnClassifier,10,7,adam,distance,0.502262443438914
tanh,kd_tree,22,gini,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,30,constant,16,auto,4,26,randomForestClassifier,6,7,adam,distance,0.9104072398190045
identity,ball_tree,10,gini,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,23,constant,42,log2,19,23,nnClassifier,6,10,sgd,uniform,0.5158371040723982
identity,auto,31,entropy,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,14,adaptive,98,sqrt,10,2,kneighborsClassifier,1,7,lbfgs,distance,0.832579185520362
tanh,ball_tree,9,entropy,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14,invscaling,100,sqrt,19,15,kneighborsClassifier,9,9,sgd,uniform,0.9276018099547512
relu,brute,28,gini,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,28,adaptive,62,sqrt,10,14,randomForestClassifier,7,5,sgd,distance,0.7547511312217194
tanh,auto,19,gini,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,adaptive,21,sqrt,11,23,nnClassifier,4,8,adam,uniform,0.4805429864253394
relu,ball_tree,17,entropy,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,9,adaptive,77,sqrt,20,13,kneighborsClassifier,1,9,lbfgs,uniform,0.8796380090497737
identity,brute,22,entropy,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,6,constant,55,sqrt,7,24,kneighborsClassifier,8,4,lbfgs,uniform,0.7828054298642534
tanh,kd_tree,16,gini,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,27,adaptive,31,auto,8,30,nnClassifier,2,6,adam,distance,0.5176470588235295
logistic,kd_tree,15,entropy,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,3,constant,14,log2,7,12,randomForestClassifier,8,9,lbfgs,uniform,0.8995475113122172
logistic,kd_tree,8,entropy,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,10,invscaling,28,sqrt,10,18,nnClassifier,5,9,sgd,uniform,0.5556561085972851
logistic,brute,25,entropy,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,2,adaptive,83,sqrt,9,25,kneighborsClassifier,7,5,adam,distance,0.9158371040723982
identity,auto,24,entropy,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,33,invscaling,9,auto,19,31,nnClassifier,7,4,adam,uniform,0.5049773755656108
relu,ball_tree,23,entropy,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,adaptive,60,sqrt,5,6,randomForestClassifier,7,6,sgd,uniform,0.9393665158371041
logistic,ball_tree,19,entropy,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,34,adaptive,91,log2,12,15,randomForestClassifier,2,2,sgd,uniform,0.9113122171945701
tanh,auto,22,gini,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,3,adaptive,23,sqrt,10,24,nnClassifier,1,9,lbfgs,distance,0.5076923076923077
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,4,adaptive,6,log2,13,20,nnClassifier,7,10,adam,distance,0.5239819004524887
identity,auto,18,entropy,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,33,adaptive,32,auto,17,4,kneighborsClassifier,7,6,sgd,distance,0.9158371040723982
relu,auto,28,gini,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,32,adaptive,62,log2,4,3,kneighborsClassifier,6,1,lbfgs,distance,0.8669683257918552
tanh,auto,15,gini,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,23,adaptive,47,auto,17,11,randomForestClassifier,1,10,lbfgs,uniform,0.9411764705882353
tanh,kd_tree,22,entropy,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,15,constant,14,auto,11,37,nnClassifier,2,7,sgd,distance,0.5049773755656108
tanh,kd_tree,18,entropy,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,10,invscaling,27,auto,11,14,nnClassifier,2,7,adam,distance,0.5085972850678733
tanh,auto,20,gini,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,14,invscaling,94,log2,18,24,kneighborsClassifier,8,6,adam,uniform,0.9004524886877828
identity,kd_tree,9,gini,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,34,invscaling,63,auto,4,36,kneighborsClassifier,2,1,lbfgs,distance,0.9384615384615385
identity,brute,23,gini,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,18,constant,79,log2,10,31,nnClassifier,1,5,adam,uniform,0.5230769230769231
logistic,kd_tree,27,gini,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,24,constant,40,auto,10,35,nnClassifier,10,10,sgd,distance,0.5040723981900452
logistic,ball_tree,24,gini,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,35,invscaling,57,auto,8,15,kneighborsClassifier,4,4,sgd,distance,0.9167420814479638
logistic,ball_tree,32,entropy,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,25,invscaling,61,auto,13,20,randomForestClassifier,5,5,adam,distance,0.8941176470588236
relu,ball_tree,14,gini,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,32,constant,93,sqrt,13,36,kneighborsClassifier,4,1,sgd,uniform,0.8135746606334842
tanh,kd_tree,9,entropy,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,30,constant,82,sqrt,18,8,randomForestClassifier,4,9,sgd,distance,0.8995475113122172
relu,kd_tree,14,gini,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,39,adaptive,64,log2,12,17,randomForestClassifier,3,5,lbfgs,distance,0.7493212669683258
identity,ball_tree,8,entropy,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3,invscaling,49,auto,4,12,kneighborsClassifier,4,1,lbfgs,distance,0.8515837104072398
identity,ball_tree,16,gini,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,37,invscaling,93,auto,7,17,nnClassifier,7,9,adam,uniform,0.4995475113122172
tanh,ball_tree,31,gini,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,8,adaptive,28,auto,6,38,nnClassifier,8,4,sgd,uniform,0.5004524886877828
logistic,brute,30,gini,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,9,adaptive,31,sqrt,19,2,randomForestClassifier,10,7,adam,uniform,0.9076923076923077
identity,kd_tree,17,entropy,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,11,constant,51,auto,12,8,kneighborsClassifier,3,4,adam,distance,0.9104072398190045
logistic,ball_tree,13,gini,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,constant,57,sqrt,2,20,randomForestClassifier,8,3,sgd,uniform,0.9140271493212669
logistic,ball_tree,20,gini,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,26,constant,96,auto,2,30,randomForestClassifier,9,1,sgd,uniform,0.9411764705882353
relu,ball_tree,10,entropy,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,34,adaptive,17,auto,9,34,randomForestClassifier,1,7,sgd,distance,0.9104072398190045
identity,kd_tree,28,entropy,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,19,adaptive,15,log2,3,34,randomForestClassifier,6,2,lbfgs,uniform,0.9221719457013575
tanh,ball_tree,32,entropy,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,14,invscaling,47,sqrt,20,23,nnClassifier,6,5,lbfgs,distance,0.5058823529411764
logistic,brute,25,gini,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,25,adaptive,20,log2,7,6,kneighborsClassifier,6,8,lbfgs,distance,0.8072398190045249
relu,kd_tree,9,gini,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,38,auto,19,14,kneighborsClassifier,10,2,adam,distance,0.9149321266968325
logistic,kd_tree,21,gini,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,21,adaptive,36,auto,7,18,kneighborsClassifier,3,10,sgd,uniform,0.9049773755656109
identity,auto,19,entropy,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,33,adaptive,37,auto,7,40,kneighborsClassifier,8,6,lbfgs,distance,0.7438914027149321
tanh,kd_tree,17,gini,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,26,constant,94,auto,3,9,nnClassifier,7,6,lbfgs,distance,0.4986425339366516
identity,kd_tree,26,entropy,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,24,invscaling,99,sqrt,10,39,randomForestClassifier,4,2,adam,uniform,0.897737556561086
relu,kd_tree,9,gini,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,15,invscaling,26,sqrt,16,5,kneighborsClassifier,4,7,sgd,uniform,0.8723981900452489
relu,ball_tree,26,entropy,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,30,invscaling,69,auto,14,9,kneighborsClassifier,1,5,adam,distance,0.8280542986425339
logistic,brute,10,gini,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,5,constant,67,auto,12,4,nnClassifier,6,7,adam,distance,0.5104072398190045
relu,brute,25,gini,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,17,adaptive,96,auto,19,26,randomForestClassifier,3,10,adam,distance,0.9321266968325792
relu,kd_tree,20,entropy,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,20,constant,1,log2,5,14,randomForestClassifier,5,7,adam,distance,0.9285067873303168
logistic,kd_tree,26,gini,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,16,constant,93,sqrt,2,22,randomForestClassifier,6,3,adam,distance,0.9104072398190045
relu,auto,30,gini,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,12,invscaling,43,auto,7,10,kneighborsClassifier,6,2,adam,distance,0.7583710407239819
tanh,brute,15,gini,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5,invscaling,99,sqrt,11,9,nnClassifier,3,4,lbfgs,uniform,0.4850678733031674
tanh,ball_tree,16,entropy,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,40,adaptive,81,log2,20,17,randomForestClassifier,9,1,lbfgs,uniform,0.9357466063348416
identity,auto,27,gini,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,14,invscaling,35,sqrt,19,37,kneighborsClassifier,6,4,sgd,distance,0.9085972850678733
identity,kd_tree,13,gini,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,28,constant,91,sqrt,12,25,nnClassifier,3,5,sgd,uniform,0.502262443438914
tanh,auto,26,entropy,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,13,adaptive,83,auto,14,8,randomForestClassifier,9,5,lbfgs,distance,0.8941176470588236
tanh,ball_tree,21,gini,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,37,adaptive,22,sqrt,6,30,randomForestClassifier,4,8,adam,uniform,0.9122171945701357
relu,kd_tree,19,entropy,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,12,constant,88,log2,18,5,kneighborsClassifier,10,4,sgd,uniform,0.8959276018099548
relu,kd_tree,19,entropy,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,27,adaptive,76,auto,10,31,nnClassifier,6,4,lbfgs,distance,0.5140271493212669
tanh,brute,27,entropy,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,21,adaptive,36,auto,19,3,kneighborsClassifier,1,1,adam,distance,0.7303167420814479
identity,kd_tree,16,entropy,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,33,invscaling,73,auto,6,2,randomForestClassifier,2,6,lbfgs,uniform,0.9466063348416289
tanh,auto,31,gini,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,17,invscaling,80,sqrt,10,18,nnClassifier,1,2,sgd,uniform,0.5131221719457013
logistic,ball_tree,19,gini,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,19,adaptive,94,log2,3,14,randomForestClassifier,10,3,sgd,uniform,0.9149321266968325
logistic,auto,30,entropy,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,12,adaptive,87,sqrt,9,14,randomForestClassifier,1,9,lbfgs,distance,0.9049773755656109
logistic,brute,21,gini,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,17,constant,99,log2,8,27,kneighborsClassifier,5,4,sgd,distance,0.8895927601809954
tanh,ball_tree,26,gini,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,40,constant,30,sqrt,12,3,randomForestClassifier,5,1,adam,distance,0.9013574660633484
tanh,ball_tree,18,entropy,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,23,invscaling,44,log2,20,22,randomForestClassifier,7,6,sgd,uniform,0.9040723981900453
logistic,kd_tree,16,entropy,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,35,invscaling,62,log2,7,16,nnClassifier,7,9,sgd,uniform,0.5556561085972851
tanh,brute,23,gini,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,31,adaptive,58,log2,2,7,randomForestClassifier,1,3,lbfgs,distance,0.8678733031674208
identity,auto,31,entropy,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,31,constant,12,auto,17,19,kneighborsClassifier,10,7,sgd,distance,0.9312217194570136
identity,ball_tree,24,entropy,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,31,constant,28,log2,15,32,randomForestClassifier,8,10,adam,distance,0.9484162895927601
logistic,kd_tree,12,entropy,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,9,constant,7,log2,13,35,nnClassifier,5,6,lbfgs,uniform,0.5104072398190045
relu,auto,24,gini,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,33,adaptive,1,sqrt,3,6,kneighborsClassifier,6,4,adam,distance,0.9230769230769231
relu,brute,13,entropy,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,10,adaptive,35,log2,4,12,nnClassifier,5,2,sgd,distance,0.5067873303167421
tanh,kd_tree,28,entropy,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,37,constant,2,log2,9,2,randomForestClassifier,9,10,sgd,distance,0.7656108597285067
tanh,brute,20,gini,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,2,invscaling,52,log2,9,29,nnClassifier,1,1,sgd,uniform,0.49502262443438916
logistic,brute,28,entropy,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,33,adaptive,48,auto,8,38,randomForestClassifier,2,5,adam,distance,0.9420814479638009
