feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.6227106227106227,5.247350692749023
1,0,0,1,1,1,0,0,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.14896214896214896,12.660341024398804
0,0,1,0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6153846153846154,17.866525888442993
1,0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.48595848595848595,22.700528144836426
1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,64,auto,2,19,nan,nan,NA,NA,0.8290598290598291,28.981783151626587
0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,8,31,nan,nan,NA,NA,0.8278388278388278,34.16620469093323
1,0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,auto,14,26,nan,nan,NA,NA,0.4993894993894994,40.34151363372803
1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,log2,11,21,nan,nan,NA,NA,0.702075702075702,47.03263282775879
0,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,sqrt,11,23,nan,nan,NA,NA,0.7045177045177046,52.78984498977661
1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,5,17,nan,nan,NA,NA,0.8327228327228328,58.88739466667175
1,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,61,auto,1,31,nan,nan,NA,NA,0.4981684981684982,65.90834617614746
0,1,1,0,0,0,1,0,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.5164835164835165,72.3858163356781
0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,11,16,nan,nan,NA,NA,0.8278388278388278,78.76891565322876
0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,2,15,nan,nan,NA,NA,0.8278388278388278,84.96596789360046
1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,sqrt,12,7,nan,nan,NA,NA,0.8278388278388278,91.35799050331116
0,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,log2,6,10,nan,nan,NA,NA,0.8327228327228328,97.37237215042114
1,1,1,0,0,1,1,1,nnClassifier,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5274725274725275,102.22553205490112
1,1,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,log2,9,39,nan,nan,NA,NA,0.8253968253968254,108.29782271385193
1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,20,25,nan,nan,NA,NA,0.8241758241758241,114.1281807422638
0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,19,2,nan,nan,NA,NA,0.8302808302808303,120.53345799446106
1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,sqrt,17,40,nan,nan,NA,NA,0.8241758241758241,126.20638346672058
1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,auto,2,16,nan,nan,NA,NA,0.8290598290598291,131.73180866241455
0,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,log2,1,13,nan,nan,NA,NA,0.8253968253968254,138.12479090690613
1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,log2,1,3,nan,nan,NA,NA,0.8290598290598291,144.36516904830933
1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,5,29,nan,nan,NA,NA,0.8266178266178266,150.09980964660645
1,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,log2,11,6,nan,nan,NA,NA,0.6971916971916972,156.34675812721252
1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,auto,3,15,nan,nan,NA,NA,0.8266178266178266,162.29731106758118
0,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,1,33,nan,nan,NA,NA,0.8253968253968254,169.43760061264038
1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,auto,20,4,nan,nan,NA,NA,0.8241758241758241,175.5896532535553
1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,log2,1,6,nan,nan,NA,NA,0.8253968253968254,182.31028151512146
0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,sqrt,13,22,nan,nan,NA,NA,0.645909645909646,187.99902820587158
1,1,1,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8107448107448108,192.69362783432007
1,1,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8229548229548229,197.37631344795227
1,1,1,1,0,0,0,0,nnClassifier,logistic,NA,12,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.5238095238095238,228.66411805152893
0,1,1,0,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.7753357753357754,233.27957582473755
0,1,1,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.7533577533577533,238.1679515838623
1,1,1,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7985347985347986,243.12883067131042
1,1,1,1,1,0,1,1,nnClassifier,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5115995115995116,274.3698172569275
0,1,1,1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8083028083028083,279.3070900440216
1,1,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8315018315018315,283.76226711273193
