feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,log2,9,31,nan,nan,NA,NA,0.4835164835164835,6.283421516418457
1,0,1,0,1,0,1,0,nnClassifier,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.4139194139194139,19.255563497543335
0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,log2,16,30,nan,nan,NA,NA,0.5042735042735043,24.81353735923767
1,0,0,0,1,1,0,1,nnClassifier,logistic,NA,19,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5409035409035409,29.56480121612549
1,0,0,1,1,1,1,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5347985347985348,34.221516609191895
1,0,0,1,1,0,0,1,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.3785103785103785,41.09310483932495
1,1,0,0,0,1,0,0,nnClassifier,tanh,NA,18,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.5054945054945055,57.640852212905884
1,1,1,1,1,0,0,1,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.4810744810744811,73.67034220695496
1,1,0,1,1,0,1,1,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.4884004884004884,78.46653842926025
1,1,1,0,0,1,1,1,nnClassifier,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.4603174603174603,84.87079644203186
0,0,0,0,0,0,1,0,nnClassifier,logistic,NA,21,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5409035409035409,90.16039490699768
0,0,0,1,1,1,1,0,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5238095238095238,94.91203570365906
0,1,0,0,1,1,0,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5091575091575091,103.55051970481873
1,0,0,1,0,1,0,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.5409035409035409,110.3599579334259
1,0,0,1,0,0,0,0,nnClassifier,logistic,NA,21,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5409035409035409,114.9931755065918
0,0,1,1,0,1,0,0,nnClassifier,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.4932844932844933,123.04699730873108
1,0,0,0,1,0,1,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.10500610500610501,129.99918913841248
1,0,1,0,1,1,1,0,nnClassifier,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.5409035409035409,136.31535005569458
1,0,1,0,0,0,1,0,nnClassifier,logistic,NA,19,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.49206349206349204,148.13313817977905
0,1,1,1,1,1,0,1,nnClassifier,logistic,NA,19,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.4822954822954823,157.07817816734314
0,0,0,0,0,0,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.0,161.28924202919006
