feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,0,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.5995115995115995,5.783736228942871
1,1,0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.6752136752136753,10.507261514663696
1,0,1,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,distance,0.5824175824175825,15.37093997001648
0,0,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.4908424908424908,20.46432614326477
0,1,0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,10,NA,distance,0.6923076923076923,24.9634051322937
1,1,1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8205128205128205,30.055806875228882
1,1,1,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8229548229548229,35.10000538825989
1,1,1,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8351648351648352,40.477320194244385
1,0,1,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.6349206349206349,45.64049935340881
0,1,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.818070818070818,50.46472644805908
0,1,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8168498168498168,55.298975229263306
1,0,0,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,distance,0.5164835164835165,59.74393177032471
1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,log2,6,22,nan,nan,NA,NA,0.8363858363858364,66.28440380096436
1,1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7997557997557998,71.62948656082153
1,1,1,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8253968253968254,76.57474875450134
0,1,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8290598290598291,81.85217523574829
0,1,1,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.7802197802197802,86.77472281455994
1,1,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8229548229548229,91.36960554122925
1,1,1,1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.833943833943834,96.19576930999756
