feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8845401174168297,256.56817984580994
0,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8786692759295499,262.10065174102783
1,1,0,0,1,1,1,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.0410958904109589,315.85844469070435
1,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7759295499021527,320.34103202819824
0,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8962818003913894,325.1257288455963
0,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8816046966731899,330.6108932495117
0,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9001956947162426,335.82191491127014
0,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8923679060665362,341.333354473114
0,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,9,NA,distance,0.87573385518591,346.2289807796478
0,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8894324853228963,350.6103789806366
0,0,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8434442270058709,356.0078773498535
1,0,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,14,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8894324853228963,361.5527820587158
1,1,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8542074363992173,366.71561217308044
1,1,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8874755381604696,371.63842511177063
1,0,0,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.6203522504892368,376.72307443618774
1,1,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8737769080234834,381.4938578605652
0,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9021526418786693,386.3314480781555
0,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8698630136986302,391.70593214035034
1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,auto,8,20,nan,nan,NA,NA,0.6340508806262231,397.78490710258484
1,1,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9099804305283757,403.10690450668335
1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,distance,0.7818003913894325,408.44069814682007
0,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8943248532289628,413.9495372772217
1,0,0,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,7,NA,distance,0.7250489236790607,418.6857867240906
0,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8747553816046967,423.84866213798523
1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,3,6,nan,nan,NA,NA,0.7896281800391389,429.853262424469
1,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8688845401174168,434.3084444999695
1,0,0,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8522504892367906,439.0101842880249
1,0,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,4,NA,distance,0.776908023483366,443.93796467781067
0,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8962818003913894,449.752534866333
1,0,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8708414872798435,454.4269104003906
1,1,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9148727984344422,459.06799268722534
1,1,1,1,1,1,1,nnClassifier,relu,NA,30,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.06555772994129158,468.60051441192627
0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,sqrt,17,29,nan,nan,NA,NA,0.48140900195694714,474.9873354434967
1,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8737769080234834,480.2146279811859
0,0,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,5,NA,distance,0.6761252446183953,484.9759306907654
0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8679060665362035,489.3233389854431
1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,4,34,nan,nan,NA,NA,0.22602739726027396,495.81560468673706
0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8679060665362035,500.8588693141937
1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,log2,9,22,nan,nan,NA,NA,0.6379647749510763,507.28694224357605
0,0,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7250489236790607,512.2600739002228
1,1,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9090019569471625,517.1367547512054
1,0,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7191780821917808,521.2946982383728
1,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8904109589041096,526.2477459907532
1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,3,3,nan,nan,NA,NA,0.639921722113503,532.0818386077881
1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,log2,20,35,nan,nan,NA,NA,0.6800391389432485,538.6465408802032
1,0,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,6,NA,distance,0.764187866927593,543.9987630844116
1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,auto,4,11,nan,nan,NA,NA,0.5342465753424658,549.4002921581268
0,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,distance,0.898238747553816,554.3045732975006
1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8806262230919765,558.8922235965729
1,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8943248532289628,563.0965716838837
