feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,0,0,0,1,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.008806262230919765,41.87370991706848
0,0,0,0,1,1,1,nnClassifier,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.007827788649706457,50.69718933105469
0,1,0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,0.3493150684931507,55.74176788330078
1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,9,26,nan,nan,NA,NA,0.6301369863013698,61.30240559577942
1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,log2,12,18,nan,nan,NA,NA,0.5743639921722113,67.35899186134338
1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,log2,8,29,nan,nan,NA,NA,0.6663405088062623,73.18612694740295
1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,log2,5,30,nan,nan,NA,NA,0.6135029354207436,78.54685878753662
1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,log2,18,24,nan,nan,NA,NA,0.6193737769080235,84.89938855171204
0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,sqrt,7,36,nan,nan,NA,NA,0.5772994129158513,90.4661614894867
1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,log2,2,20,nan,nan,NA,NA,0.5371819960861057,96.33317303657532
1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,log2,20,40,nan,nan,NA,NA,0.547945205479452,101.83478283882141
1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,auto,12,10,nan,nan,NA,NA,0.45401174168297453,107.78599905967712
0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,12,5,nan,nan,NA,NA,0.3111545988258317,113.33417701721191
1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,auto,16,34,nan,nan,NA,NA,0.5968688845401174,118.71805882453918
0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,log2,3,32,nan,nan,NA,NA,0.5039138943248532,124.66013097763062
0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,sqrt,11,16,nan,nan,NA,NA,0.4500978473581213,130.21211171150208
1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,auto,7,4,nan,nan,NA,NA,0.37181996086105673,135.55699920654297
0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,auto,7,29,nan,nan,NA,NA,0.4178082191780822,140.89719605445862
1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,14,12,nan,nan,NA,NA,0.6516634050880626,147.45502066612244
1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,16,10,nan,nan,NA,NA,0.4706457925636008,153.56298446655273
1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,14,13,nan,nan,NA,NA,0.34344422700587085,159.07939672470093
