feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.35518590998043054,91.73286509513855
0,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.639921722113503,96.55832171440125
0,1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8747553816046967,101.84953260421753
0,1,1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,2,NA,distance,0.687866927592955,106.52309155464172
1,1,0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.7700587084148728,110.97387456893921
0,1,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8923679060665362,115.73662757873535
1,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8816046966731899,120.65433406829834
0,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8649706457925636,125.53959155082703
0,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.4637964774951076,130.08612751960754
1,1,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,distance,0.5273972602739726,134.46780705451965
0,1,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,distance,0.860078277886497,139.2455940246582
0,0,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8669275929549902,143.44229531288147
1,1,0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8610567514677103,148.0287389755249
1,0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8307240704500979,152.81092238426208
0,0,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8473581213307241,157.71582984924316
0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.6438356164383562,162.07139658927917
1,1,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8542074363992173,166.5930199623108
1,1,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8747553816046967,171.69882607460022
1,1,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8189823874755382,176.38625049591064
1,1,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8835616438356164,180.94281220436096
1,0,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.3219178082191781,185.5996916294098
0,1,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8845401174168297,190.54924154281616
0,1,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8542074363992173,195.04836773872375
0,0,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8737769080234834,199.83754992485046
0,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8825831702544031,204.33775448799133
1,0,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8365949119373777,209.1750054359436
0,0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8473581213307241,214.3768129348755
0,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8864970645792564,219.64482378959656
1,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8718199608610567,223.71510314941406
1,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8767123287671232,228.47526454925537
1,0,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,3,NA,distance,0.87573385518591,232.9885790348053
0,0,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,2,NA,distance,0.7729941291585127,238.09804224967957
1,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8365949119373777,242.98217010498047
1,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8904109589041096,247.71234273910522
1,0,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8620352250489237,252.53639817237854
1,0,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8943248532289628,257.672758102417
0,0,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8659491193737769,262.490193605423
0,1,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8825831702544031,267.17673540115356
0,0,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8473581213307241,271.5549123287201
1,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8796477495107632,276.3563902378082
1,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8816046966731899,280.92318987846375
1,1,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8943248532289628,285.5354640483856
1,1,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8747553816046967,290.0639796257019
1,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8904109589041096,294.9949116706848
1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8953033268101761,300.95034980773926
1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,log2,18,15,nan,nan,NA,NA,0.6438356164383562,306.398939371109
1,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8874755381604696,310.97755002975464
1,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8786692759295499,315.85684728622437
1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,17,26,nan,nan,NA,NA,0.2788649706457926,320.9782192707062
0,1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8297455968688845,325.84060430526733
1,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8835616438356164,330.9537389278412
0,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8512720156555773,335.32273602485657
1,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8874755381604696,339.4144036769867
0,0,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8590998043052838,344.1439878940582
0,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8767123287671232,349.1695840358734
1,1,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8180039138943248,353.8655216693878
1,1,1,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8131115459882583,358.5197801589966
0,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.87573385518591,362.9213342666626
1,0,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.7720156555772995,367.4306528568268
0,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8933463796477495,371.7788200378418
0,1,1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8395303326810176,376.97481632232666
0,0,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.6908023483365949,381.7077794075012
0,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8825831702544031,386.5943024158478
1,1,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8776908023483366,391.40836238861084
1,1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,23,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8786692759295499,396.63724184036255
0,0,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8776908023483366,401.53528881073
0,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8679060665362035,405.9571511745453
0,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8620352250489237,410.7315902709961
1,1,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8904109589041096,415.2012288570404
0,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8776908023483366,420.44183897972107
1,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8776908023483366,425.2697842121124
1,1,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8483365949119374,430.08449602127075
0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8806262230919765,435.0377926826477
1,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8884540117416829,439.7810387611389
0,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8561643835616438,444.3550057411194
0,0,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8483365949119374,449.3605172634125
0,1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8463796477495108,454.73664259910583
0,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8551859099804305,459.38085889816284
0,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8855185909980431,464.3795039653778
1,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8845401174168297,468.656090259552
0,0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8806262230919765,473.16360211372375
1,1,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8953033268101761,477.5368375778198
1,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8894324853228963,482.4296073913574
1,0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8326810176125244,487.4851019382477
1,1,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8444227005870841,492.1756250858307
1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,auto,18,35,nan,nan,NA,NA,0.6771037181996086,497.30405735969543
