feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9740608228980322,67.64347100257874
1,1,1,1,1,1,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,72.6327133178711
1,1,0,1,0,0,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,77.43541622161865
1,0,0,0,1,0,nnClassifier,relu,NA,26,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,1.0,84.14261293411255
1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,76,log2,5,21,nan,nan,NA,NA,0.9838998211091234,89.46426248550415
1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,log2,15,17,nan,nan,NA,NA,0.9821109123434705,95.16063141822815
0,1,0,0,0,0,nnClassifier,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,99.95447516441345
0,1,0,1,1,0,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,104.21846723556519
0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,10,37,nan,nan,NA,NA,0.9821109123434705,109.27925872802734
1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9847942754919499,114.10653781890869
0,0,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9776386404293381,119.28877544403076
1,0,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9821109123434705,123.62654495239258
1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9847942754919499,127.91797494888306
0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9803220035778175,132.3626265525818
1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9821109123434705,136.50083327293396
0,0,0,0,1,0,nnClassifier,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,147.87734532356262
1,1,1,1,1,0,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,155.20526814460754
0,1,0,1,1,1,nnClassifier,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,160.05059504508972
0,1,1,0,0,0,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,1.0,169.35689043998718
0,0,0,0,0,0,nnClassifier,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.0,173.84590029716492
1,0,1,0,1,0,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,1.0,183.55308389663696
1,1,0,1,0,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,1.0,191.28404450416565
0,0,0,1,1,1,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,196.18303775787354
0,0,0,1,0,1,nnClassifier,identity,NA,13,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,1.0,204.60007119178772
0,1,0,1,0,1,nnClassifier,tanh,NA,23,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,209.21192407608032
0,1,1,0,0,0,nnClassifier,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,214.27402448654175
0,0,0,0,1,1,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,1.0,220.24123239517212
0,0,1,1,0,1,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,1.0,230.76112699508667
0,0,0,1,0,1,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,250.12936067581177
0,0,1,1,1,0,nnClassifier,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,1.0,257.7196831703186
0,1,1,1,0,0,nnClassifier,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,1.0,266.84390449523926
0,1,0,1,1,0,nnClassifier,tanh,NA,13,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,1.0,279.48264503479004
0,1,0,1,1,1,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,1.0,299.64390301704407
1,0,0,0,0,0,nnClassifier,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,308.4120328426361
1,0,1,0,1,1,nnClassifier,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,333.63305401802063
0,0,0,1,0,0,nnClassifier,tanh,NA,11,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,338.8200557231903
0,1,1,1,1,1,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,1.0,358.291143655777
0,1,0,0,0,1,nnClassifier,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,1.0,365.05244851112366
0,0,1,0,0,0,nnClassifier,tanh,NA,21,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,1.0,377.3188009262085
1,0,0,0,0,0,nnClassifier,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,1.0,405.92064356803894
1,1,1,1,1,1,nnClassifier,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,1.0,422.727411031723
1,1,1,0,0,0,nnClassifier,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,1.0,441.00284600257874
0,0,1,0,0,0,nnClassifier,tanh,NA,28,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,1.0,449.80746960639954
0,1,1,0,1,0,nnClassifier,logistic,NA,25,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,1.0,462.9667317867279
0,0,1,0,0,0,nnClassifier,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,1.0,472.15442156791687
1,0,1,1,0,1,nnClassifier,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,1.0,483.79890632629395
0,1,1,0,1,1,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,512.3226690292358
0,1,1,1,1,1,nnClassifier,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,1.0,524.7580196857452
0,0,0,0,0,0,nnClassifier,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.0,528.9558594226837
1,1,0,0,0,0,nnClassifier,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,533.9881248474121
1,0,0,0,1,0,nnClassifier,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,1.0,541.1742875576019
1,0,1,0,1,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,1.0,548.4193336963654
0,1,0,0,0,0,nnClassifier,logistic,NA,11,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,1.0,560.2231879234314
1,1,1,0,0,0,nnClassifier,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,1.0,578.1729776859283
1,0,0,1,0,0,nnClassifier,tanh,NA,11,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,1.0,605.1447865962982
0,0,0,0,0,0,nnClassifier,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.0,609.2667887210846
0,1,1,0,0,1,nnClassifier,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,1.0,617.3209087848663
1,0,0,1,1,0,nnClassifier,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,1.0,630.3049829006195
0,1,0,1,1,0,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,635.5792944431305
1,0,1,1,0,0,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,1.0,644.0950403213501
0,0,1,0,1,0,nnClassifier,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,1.0,654.3274676799774
0,0,1,0,1,0,nnClassifier,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,1.0,663.8634212017059
0,0,1,1,1,0,nnClassifier,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,1.0,686.187741279602
1,0,0,1,1,1,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,1.0,705.9592680931091
0,1,0,1,1,0,nnClassifier,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,1.0,715.8799195289612
0,1,0,1,1,0,nnClassifier,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,1.0,728.2799181938171
1,1,0,0,0,0,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,1.0,741.7854669094086
0,1,1,1,1,0,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,755.0102562904358
1,1,0,0,0,0,nnClassifier,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,1.0,767.5092833042145
0,0,0,0,0,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.0,771.3406481742859
0,1,0,0,1,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,775.6816437244415
1,0,0,0,1,1,nnClassifier,tanh,NA,16,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,784.9206235408783
0,1,1,0,1,1,nnClassifier,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,1.0,804.9168102741241
1,1,0,1,1,0,nnClassifier,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,1.0,811.6848957538605
0,0,1,0,1,0,nnClassifier,tanh,NA,11,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,1.0,827.4854629039764
0,1,0,0,0,0,nnClassifier,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,831.7481803894043
0,0,0,0,0,0,nnClassifier,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.0,836.7559435367584
0,1,0,0,0,1,nnClassifier,identity,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,1.0,845.3626492023468
1,1,0,0,0,0,nnClassifier,logistic,NA,19,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,851.1745324134827
0,1,1,0,0,0,nnClassifier,identity,NA,12,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,1.0,858.5486793518066
0,1,0,1,1,1,nnClassifier,logistic,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,1.0,870.1671464443207
0,1,1,0,0,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,1.0,876.4804866313934
0,0,0,0,1,0,nnClassifier,relu,NA,18,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,1.0,892.4080719947815
1,0,0,0,0,0,nnClassifier,relu,NA,24,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,896.4039101600647
0,0,0,1,1,1,nnClassifier,relu,NA,27,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,1.0,902.5387527942657
0,0,0,0,1,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,906.7393410205841
0,0,0,0,1,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,1.0,913.5624921321869
0,1,0,0,0,0,nnClassifier,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,1.0,924.2822802066803
1,0,0,0,0,0,nnClassifier,tanh,NA,29,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,929.3397438526154
