feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9615384615384616,190.14830088615417
1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9803220035778175,195.43816447257996
0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.983005366726297,200.41143083572388
1,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9803220035778175,205.11011791229248
1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9821109123434705,210.23027229309082
1,1,0,0,0,0,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,219.7776596546173
0,1,1,0,1,0,nnClassifier,logistic,NA,21,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,225.15089678764343
0,1,1,1,1,0,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,230.25116205215454
1,0,0,0,1,1,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,235.32228326797485
0,0,1,0,1,1,nnClassifier,logistic,NA,24,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,1.0,252.98815727233887
0,0,0,0,0,1,nnClassifier,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,262.00471663475037
0,1,1,0,1,1,nnClassifier,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,267.074636220932
0,0,0,1,0,0,nnClassifier,tanh,NA,23,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,1.0,275.7529842853546
1,1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9677996422182469,280.4539294242859
0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9704830053667263,285.3651828765869
1,1,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,distance,0.981216457960644,289.8755238056183
1,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9821109123434705,294.3169753551483
1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9776386404293381,299.8078465461731
1,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9740608228980322,304.4899046421051
1,0,0,1,0,0,nnClassifier,relu,NA,29,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,1.0,311.51937985420227
1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9740608228980322,316.43447279930115
0,1,1,0,1,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,1.0,327.7224180698395
0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,9,18,nan,nan,NA,NA,0.9776386404293381,333.1066515445709
0,1,0,0,0,0,nnClassifier,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,338.0915307998657
1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9821109123434705,342.9916250705719
1,1,0,1,1,0,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,1.0,350.3976037502289
0,0,0,0,1,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,1.0,358.02103304862976
0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9785330948121646,362.51469111442566
1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9758497316636852,367.18302154541016
0,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9677996422182469,372.3704957962036
1,0,1,1,1,1,nnClassifier,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,377.536429643631
0,0,0,1,1,1,nnClassifier,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,1.0,401.86605167388916
0,0,0,1,1,0,nnClassifier,tanh,NA,17,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,1.0,412.91502261161804
1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,sqrt,15,24,nan,nan,NA,NA,0.9767441860465116,417.9860382080078
0,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9794275491949911,423.09987330436707
0,0,1,1,0,1,nnClassifier,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,1.0,433.6213924884796
1,0,1,1,0,1,nnClassifier,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,1.0,441.31743812561035
0,1,1,1,1,0,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,446.61932134628296
0,1,0,0,0,0,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,452.2512743473053
0,1,0,0,1,1,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,1.0,467.4576461315155
0,1,0,1,1,0,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,491.44477224349976
1,1,1,0,0,1,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,496.1517667770386
1,0,1,0,1,1,nnClassifier,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,1.0,503.00854301452637
1,1,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.983005366726297,507.901349067688
0,1,0,0,1,1,nnClassifier,tanh,NA,16,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,512.7570879459381
1,0,1,1,0,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,517.4949686527252
0,0,1,0,0,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,529.9725923538208
0,0,1,0,1,0,nnClassifier,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,534.5631670951843
1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,log2,7,23,nan,nan,NA,NA,0.9785330948121646,539.2562656402588
1,0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9651162790697675,543.2053716182709
1,0,1,0,0,1,nnClassifier,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,1.0,550.2894833087921
0,1,0,1,1,1,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,1.0,562.4204490184784
0,0,1,1,0,1,nnClassifier,tanh,NA,27,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,1.0,573.9659278392792
0,0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9785330948121646,577.8554759025574
0,0,1,0,0,1,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,1.0,585.792053937912
1,0,1,0,1,1,nnClassifier,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,589.9409654140472
1,1,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.983005366726297,593.8860375881195
0,1,0,1,0,1,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,1.0,602.4912712574005
0,1,0,1,1,0,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,606.8713109493256
0,1,1,1,1,1,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,611.5216090679169
1,0,0,0,1,0,nnClassifier,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,1.0,621.9062113761902
0,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9767441860465116,625.6897068023682
