,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,30,log2,5,14,None,None,None,None,0.9321120689655172,ok,1.176501149078831
1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,30,auto,14,4,None,None,None,None,0.9321120689655172,ok,2.4852686051744968
2,1,1,0,kneighborsClassifier,None,brute,None,None,31.0,None,None,None,None,None,None,5.0,None,distance,0.9256465517241379,ok,2.6270704639609903
3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
4,1,0,0,randomForestClassifier,None,None,None,gini,None,None,58,log2,19,13,None,None,None,None,0.9321120689655172,ok,3.5874788181390613
5,1,0,1,nnClassifier,logistic,None,17.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.9493534482758621,ok,16.152671676129103
6,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,44,sqrt,5,22,None,None,None,None,0.9321120689655172,ok,17.511420069960877
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,0,1,0,nnClassifier,identity,None,29.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.9493534482758621,ok,18.968641891144216
9,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,35,auto,14,17,None,None,None,None,0.9321120689655172,ok,20.15758095914498
10,0,1,1,nnClassifier,logistic,None,12.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.9493534482758621,ok,41.98650768911466
11,0,1,1,kneighborsClassifier,None,kd_tree,None,None,17.0,None,None,None,None,None,None,5.0,None,distance,0.9267241379310345,ok,42.00791321997531
12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
13,1,0,1,randomForestClassifier,None,None,None,gini,None,None,99,log2,19,4,None,None,None,None,0.9321120689655172,ok,42.90909137297422
14,1,1,0,randomForestClassifier,None,None,None,gini,None,None,83,auto,4,39,None,None,None,None,0.9321120689655172,ok,43.902162204962224
15,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,97,sqrt,18,29,None,None,None,None,0.9321120689655172,ok,44.92700038407929
16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
17,0,1,1,nnClassifier,identity,None,31.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.9364224137931034,ok,47.902644626097754
18,0,1,0,nnClassifier,logistic,None,18.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.9493534482758621,ok,63.23099138797261
19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
