,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,kneighborsClassifier,None,brute,None,None,14,None,None,None,None,None,None,1,None,uniform,0.9008620689655172,ok,0.1175255838315934
1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,3.0,auto,15.0,20.0,None,None,None,None,0.9504310344827587,ok,0.6011440597940236
2,0,1,0,nnClassifier,tanh,None,18.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.9461206896551724,ok,1.029615362873301
3,1,1,1,kneighborsClassifier,None,auto,None,None,24,None,None,None,None,None,None,5,None,uniform,0.9504310344827587,ok,1.0758814008440822
4,0,1,1,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,8,None,distance,0.9342672413793104,ok,1.0976387558039278
5,1,0,0,nnClassifier,identity,None,12.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.9461206896551724,ok,1.381654460914433
6,0,1,1,nnClassifier,relu,None,10.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.9407327586206896,ok,15.503400761866942
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,44.0,auto,20.0,22.0,None,None,None,None,0.9504310344827587,ok,16.70466288900934
9,1,1,1,nnClassifier,tanh,None,18.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,0.9428879310344828,ok,22.890030873008072
10,1,1,0,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,3,None,distance,0.9267241379310345,ok,22.913206580793485
11,0,1,0,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.9461206896551724,ok,33.76740118092857
12,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,log2,15.0,12.0,None,None,None,None,0.9504310344827587,ok,35.05435393191874
13,0,1,0,nnClassifier,logistic,None,10.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.9461206896551724,ok,39.49813776789233
14,1,1,0,nnClassifier,identity,None,18.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.9461206896551724,ok,39.86593382386491
15,0,1,1,randomForestClassifier,None,None,None,gini,None,None,34.0,log2,6.0,38.0,None,None,None,None,0.9504310344827587,ok,40.81965196481906
16,1,0,0,kneighborsClassifier,None,kd_tree,None,None,4,None,None,None,None,None,None,6,None,uniform,0.9504310344827587,ok,40.862084176857024
17,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,97.0,sqrt,5.0,17.0,None,None,None,None,0.9493534482758621,ok,42.190363423898816
18,1,1,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.9396551724137931,ok,54.55177774094045
19,1,1,1,randomForestClassifier,None,None,None,gini,None,None,51.0,sqrt,2.0,30.0,None,None,None,None,0.9493534482758621,ok,55.51877001579851
20,1,0,1,randomForestClassifier,None,None,None,gini,None,None,2.0,auto,13.0,4.0,None,None,None,None,0.9504310344827587,ok,55.94624832086265
21,0,0,1,randomForestClassifier,None,None,None,gini,None,None,3.0,log2,8.0,38.0,None,None,None,None,0.9504310344827587,ok,56.452986975898966
22,0,0,1,randomForestClassifier,None,None,None,gini,None,None,1.0,log2,9.0,28.0,None,None,None,None,0.9461206896551724,ok,57.4389780589845
23,1,0,1,randomForestClassifier,None,None,None,gini,None,None,15.0,auto,14.0,4.0,None,None,None,None,0.9504310344827587,ok,58.33711058180779
24,1,0,1,randomForestClassifier,None,None,None,gini,None,None,19.0,auto,17.0,5.0,None,None,None,None,0.9504310344827587,ok,59.23383875191212
25,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,92.0,log2,10.0,14.0,None,None,None,None,0.947198275862069,ok,60.77976001496427
26,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,73.0,log2,17.0,13.0,None,None,None,None,0.9504310344827587,ok,62.094137294916436
27,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,70.0,auto,19.0,21.0,None,None,None,None,0.9504310344827587,ok,63.3715975577943
28,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,66.0,auto,20.0,24.0,None,None,None,None,0.9504310344827587,ok,64.70651712687686
29,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,auto,20.0,27.0,None,None,None,None,0.9504310344827587,ok,65.97665887582116
30,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,37.0,sqrt,5.0,39.0,None,None,None,None,0.9504310344827587,ok,67.28112496179529
31,0,0,1,randomForestClassifier,None,None,None,gini,None,None,55.0,log2,6.0,34.0,None,None,None,None,0.9461206896551724,ok,68.29130754084326
32,0,1,0,kneighborsClassifier,None,kd_tree,None,None,2,None,None,None,None,None,None,9,None,uniform,0.9504310344827587,ok,68.34602947882377
33,0,1,0,kneighborsClassifier,None,ball_tree,None,None,39,None,None,None,None,None,None,6,None,uniform,0.9504310344827587,ok,68.39786191098392
34,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
35,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,33.0,sqrt,2.0,39.0,None,None,None,None,0.9504310344827587,ok,69.75583178480156
36,1,0,0,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,10,None,uniform,0.9504310344827587,ok,69.80972165986896
