,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,nnClassifier,relu,None,27,None,None,adaptive,None,None,None,None,9,None,lbfgs,None,0.9568965517241379,ok,2.778960937866941
1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,5.0,None,distance,0.9321120689655172,ok,2.7984869480133057
2,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,98.0,log2,17.0,22.0,None,None,None,None,0.9321120689655172,ok,3.843344508903101
3,1,0,1,nnClassifier,tanh,None,24,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.9439655172413793,ok,9.28737454302609
4,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,5.0,11.0,None,None,None,None,0.9288793103448276,ok,10.884245823835954
5,0,1,1,nnClassifier,tanh,None,27,None,None,adaptive,None,None,None,None,8,None,lbfgs,None,0.9504310344827587,ok,16.54617035598494
6,1,0,0,kneighborsClassifier,None,auto,None,None,15.0,None,None,None,None,None,None,5.0,None,uniform,0.9321120689655172,ok,16.585920321987942
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
9,0,0,1,nnClassifier,relu,None,15,None,None,constant,None,None,None,None,2,None,sgd,None,0.9547413793103449,ok,28.296396310906857
10,1,1,1,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,9.0,None,distance,0.9288793103448276,ok,28.320766435936093
11,0,1,0,nnClassifier,tanh,None,16,None,None,invscaling,None,None,None,None,6,None,adam,None,0.9568965517241379,ok,31.572335908887908
12,1,1,0,kneighborsClassifier,None,ball_tree,None,None,20.0,None,None,None,None,None,None,5.0,None,distance,0.9202586206896551,ok,31.59390412294306
13,0,1,0,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,1.0,None,uniform,0.8825431034482759,ok,31.632412750972435
14,0,1,0,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,5.0,None,uniform,0.9321120689655172,ok,31.79018306802027
15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
16,0,1,1,nnClassifier,identity,None,27,None,None,adaptive,None,None,None,None,7,None,adam,None,0.9461206896551724,ok,33.293402812909335
17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
18,1,1,0,randomForestClassifier,None,None,None,gini,None,None,84.0,log2,8.0,10.0,None,None,None,None,0.9321120689655172,ok,34.23228281293996
19,1,0,0,randomForestClassifier,None,None,None,gini,None,None,33.0,auto,11.0,35.0,None,None,None,None,0.9321120689655172,ok,35.13318384089507
20,0,1,0,nnClassifier,logistic,None,8,None,None,invscaling,None,None,None,None,10,None,adam,None,0.9568965517241379,ok,40.081680833827704
21,0,1,0,nnClassifier,relu,None,16,None,None,invscaling,None,None,None,None,5,None,adam,None,0.9568965517241379,ok,44.58655379898846
22,0,1,0,nnClassifier,relu,None,19,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.9568965517241379,ok,47.10488748596981
23,0,1,0,nnClassifier,logistic,None,9,None,None,invscaling,None,None,None,None,10,None,lbfgs,None,0.9568965517241379,ok,47.44452795595862
24,0,1,0,nnClassifier,relu,None,32,None,None,constant,None,None,None,None,4,None,sgd,None,0.9568965517241379,ok,49.502269400050864
25,0,1,0,nnClassifier,relu,None,21,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.9568965517241379,ok,51.97573067503981
