activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,brute,24,gini,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,24,constant,49,log2,2,5,kneighborsClassifier,10,7,lbfgs,uniform,0.7912087912087912
relu,brute,16,entropy,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,11,constant,31,log2,19,16,nnClassifier,5,7,sgd,uniform,0.34065934065934067
logistic,kd_tree,10,gini,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,34,constant,65,log2,9,34,nnClassifier,7,9,sgd,distance,0.25824175824175827
identity,brute,12,entropy,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,26,adaptive,84,sqrt,7,31,randomForestClassifier,10,9,lbfgs,distance,0.9743589743589743
identity,auto,20,entropy,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,19,invscaling,8,auto,14,15,randomForestClassifier,5,10,sgd,uniform,0.9652014652014652
identity,auto,13,entropy,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,24,invscaling,34,log2,18,19,randomForestClassifier,6,4,adam,distance,0.86996336996337
tanh,ball_tree,10,gini,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,invscaling,66,log2,8,22,nnClassifier,8,10,lbfgs,distance,0.32234432234432236
relu,auto,12,gini,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,12,constant,48,sqrt,5,31,randomForestClassifier,4,10,lbfgs,uniform,0.9597069597069597
tanh,ball_tree,10,entropy,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,28,invscaling,87,log2,16,27,randomForestClassifier,6,3,adam,uniform,0.9139194139194139
identity,brute,21,gini,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,14,invscaling,63,log2,3,27,kneighborsClassifier,5,4,adam,distance,0.8663003663003663
identity,ball_tree,32,gini,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,20,constant,82,sqrt,10,39,randomForestClassifier,4,4,adam,distance,0.9285714285714286
tanh,kd_tree,25,entropy,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,36,constant,86,auto,9,28,randomForestClassifier,9,5,adam,distance,0.9523809523809523
identity,brute,13,gini,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,28,constant,60,sqrt,15,7,kneighborsClassifier,8,10,adam,distance,0.8681318681318682
identity,kd_tree,18,gini,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,33,adaptive,48,sqrt,11,22,kneighborsClassifier,9,3,lbfgs,distance,0.8461538461538461
identity,brute,9,gini,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,15,invscaling,56,auto,12,40,randomForestClassifier,5,1,adam,uniform,0.9652014652014652
logistic,ball_tree,27,gini,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,3,constant,93,log2,14,14,nnClassifier,9,2,adam,uniform,0.3241758241758242
identity,auto,14,gini,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,30,invscaling,60,sqrt,4,11,kneighborsClassifier,4,2,lbfgs,distance,0.8168498168498168
tanh,auto,10,gini,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,17,invscaling,74,sqrt,6,26,randomForestClassifier,2,2,lbfgs,distance,0.9340659340659341
identity,kd_tree,18,gini,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,8,constant,84,log2,14,31,kneighborsClassifier,3,10,lbfgs,distance,0.836996336996337
tanh,kd_tree,30,gini,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,constant,21,sqrt,5,21,randomForestClassifier,8,10,adam,uniform,0.9029304029304029
relu,kd_tree,32,gini,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,21,adaptive,31,auto,17,35,randomForestClassifier,2,6,adam,uniform,0.9432234432234432
relu,ball_tree,20,entropy,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,15,constant,4,auto,10,13,nnClassifier,10,3,sgd,distance,0.3021978021978022
logistic,brute,27,entropy,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,35,constant,89,log2,9,8,randomForestClassifier,1,6,lbfgs,distance,0.9816849816849816
tanh,kd_tree,25,entropy,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,24,constant,90,sqrt,16,4,randomForestClassifier,10,9,sgd,distance,0.9065934065934066
tanh,auto,15,entropy,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,adaptive,70,sqrt,6,6,kneighborsClassifier,1,2,sgd,distance,0.8223443223443223
logistic,auto,18,gini,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,21,constant,99,sqrt,6,4,randomForestClassifier,8,4,sgd,uniform,0.9377289377289377
tanh,auto,10,entropy,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,28,invscaling,95,sqrt,19,12,randomForestClassifier,7,1,adam,uniform,0.9010989010989011
tanh,auto,29,entropy,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,37,adaptive,76,auto,9,15,randomForestClassifier,6,9,adam,distance,0.9065934065934066
relu,auto,14,gini,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,33,constant,4,auto,6,2,randomForestClassifier,9,3,lbfgs,uniform,0.9615384615384616
relu,ball_tree,12,entropy,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,12,invscaling,38,log2,19,37,kneighborsClassifier,9,8,adam,uniform,0.8168498168498168
tanh,ball_tree,15,gini,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,38,adaptive,21,sqrt,2,29,randomForestClassifier,10,8,lbfgs,distance,0.9285714285714286
relu,auto,29,gini,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,5,adaptive,24,log2,10,39,randomForestClassifier,4,3,lbfgs,uniform,0.9468864468864469
tanh,auto,12,gini,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,13,invscaling,32,sqrt,18,17,randomForestClassifier,10,10,lbfgs,distance,0.8937728937728938
relu,auto,9,gini,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,33,invscaling,99,sqrt,9,14,kneighborsClassifier,6,9,lbfgs,uniform,0.8021978021978022
identity,brute,9,entropy,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,24,constant,37,auto,9,26,kneighborsClassifier,6,10,adam,distance,0.8992673992673993
identity,brute,21,gini,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,13,constant,41,log2,18,12,kneighborsClassifier,3,4,adam,distance,0.86996336996337
