feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,61,sqrt,11,5,nan,nan,NA,NA,0.8277777777777777,5.5805504322052
1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,sqrt,14,20,nan,nan,NA,NA,0.6925925925925925,10.719899892807007
1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,auto,12,14,nan,nan,NA,NA,0.7851851851851852,16.094181537628174
1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,sqrt,5,9,nan,nan,NA,NA,0.8462962962962963,21.32128930091858
1,0,0,0,1,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.6537037037037037,29.05196213722229
0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,8,9,nan,nan,NA,NA,0.0,33.46559238433838
1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,log2,2,9,nan,nan,NA,NA,0.6907407407407408,38.53244376182556
0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,61,auto,11,11,nan,nan,NA,NA,0.8092592592592592,43.55734634399414
1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,log2,7,11,nan,nan,NA,NA,0.8240740740740741,49.47206783294678
1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,log2,11,17,nan,nan,NA,NA,0.8462962962962963,54.19808888435364
1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,log2,7,38,nan,nan,NA,NA,0.6703703703703704,59.544562578201294
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,sqrt,9,5,nan,nan,NA,NA,0.8944444444444445,64.84977293014526
0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,log2,10,27,nan,nan,NA,NA,0.8351851851851851,69.86270689964294
0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,sqrt,10,18,nan,nan,NA,NA,0.8277777777777777,74.78532075881958
1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,sqrt,9,21,nan,nan,NA,NA,0.8907407407407407,80.26463413238525
0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,log2,9,4,nan,nan,NA,NA,0.7722222222222223,85.47145128250122
0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,7,38,nan,nan,NA,NA,0.8333333333333334,90.84700107574463
1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,sqrt,8,14,nan,nan,NA,NA,0.8944444444444445,96.34231901168823
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,79,auto,8,12,nan,nan,NA,NA,0.8907407407407407,102.35579204559326
0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,9,28,nan,nan,NA,NA,0.8037037037037037,107.68945360183716
1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,sqrt,10,14,nan,nan,NA,NA,0.8666666666666667,113.268483877182
1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,sqrt,5,19,nan,nan,NA,NA,0.8555555555555555,118.39696955680847
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,3,9,nan,nan,NA,NA,0.9018518518518519,123.84947323799133
1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,16,5,nan,nan,NA,NA,0.8703703703703703,129.5054702758789
1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,9,25,nan,nan,NA,NA,0.8666666666666667,134.9164755344391
1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,auto,5,15,nan,nan,NA,NA,0.8518518518518519,140.18881154060364
0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,sqrt,3,18,nan,nan,NA,NA,0.8462962962962963,145.74950671195984
0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,15,37,nan,nan,NA,NA,0.7925925925925926,150.99248552322388
1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,sqrt,5,36,nan,nan,NA,NA,0.8759259259259259,156.33119654655457
1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,auto,1,9,nan,nan,NA,NA,0.837037037037037,161.38882279396057
0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,9,19,nan,nan,NA,NA,0.8148148148148148,166.3455924987793
1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,sqrt,4,34,nan,nan,NA,NA,0.8203703703703704,171.59338974952698
1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,sqrt,5,3,nan,nan,NA,NA,0.8518518518518519,176.67790627479553
1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,6,8,nan,nan,NA,NA,0.8555555555555555,181.99029803276062
1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,5,10,nan,nan,NA,NA,0.8425925925925926,186.80629658699036
0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,sqrt,5,29,nan,nan,NA,NA,0.8166666666666667,192.40223622322083
1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,sqrt,13,9,nan,nan,NA,NA,0.8148148148148148,197.13272738456726
1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,16,8,nan,nan,NA,NA,0.8,202.09547686576843
0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,auto,10,37,nan,nan,NA,NA,0.8111111111111111,206.9520969390869
