feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,1,nnClassifier,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.6129629629629629,149.89399671554565
1,0,0,0,1,nnClassifier,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6722222222222223,154.40863728523254
0,1,1,0,1,nnClassifier,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5851851851851851,161.85068607330322
0,0,0,0,0,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.0,166.45634818077087
1,0,0,0,1,nnClassifier,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.6722222222222223,171.02840209007263
0,1,0,0,1,nnClassifier,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6833333333333333,175.47431254386902
0,1,0,0,1,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.6833333333333333,179.9953875541687
1,0,0,0,0,nnClassifier,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7037037037037037,184.44187259674072
0,1,1,0,0,nnClassifier,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.6314814814814815,190.84756803512573
0,0,0,0,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.0,195.39214849472046
0,0,0,1,0,nnClassifier,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.6666666666666666,201.98759078979492
1,1,1,1,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.6092592592592593,207.5591688156128
0,0,0,1,1,nnClassifier,identity,NA,13,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.6481481481481481,220.02186679840088
0,0,0,0,1,nnClassifier,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7055555555555556,226.84464049339294
0,0,0,1,1,nnClassifier,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.6425925925925926,232.741201877594
1,1,0,0,0,nnClassifier,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.65,242.24794340133667
1,0,0,1,1,nnClassifier,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.5592592592592592,266.11413860321045
1,0,0,0,1,nnClassifier,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6722222222222223,271.0821726322174
1,0,1,1,0,nnClassifier,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.6018518518518519,277.03102827072144
0,0,0,0,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.7018518518518518,282.9623022079468
0,0,1,0,0,nnClassifier,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.6314814814814815,289.3427550792694
0,1,1,0,0,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.65,295.73252058029175
0,1,0,0,1,nnClassifier,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.6833333333333333,300.63202929496765
1,0,0,0,1,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.6685185185185185,308.4196426868439
1,0,0,0,0,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7037037037037037,313.05944561958313
1,0,0,1,0,nnClassifier,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6574074074074074,317.4669146537781
0,0,0,0,1,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7037037037037037,322.31329345703125
1,0,0,0,0,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.7037037037037037,329.7766270637512
1,0,0,1,0,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.6388888888888888,335.80347084999084
0,0,1,0,1,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.6314814814814815,341.8005256652832
1,0,0,1,0,nnClassifier,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.6518518518518519,346.8674373626709
0,0,0,0,1,nnClassifier,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.7055555555555556,353.2353572845459
1,0,0,0,0,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.7018518518518518,360.33925223350525
0,1,0,0,0,nnClassifier,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.7018518518518518,367.74526286125183
1,1,0,0,0,nnClassifier,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.6407407407407407,374.38394045829773
1,0,0,0,1,nnClassifier,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.6759259259259259,381.4027945995331
1,1,0,0,0,nnClassifier,identity,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.6407407407407407,387.45276403427124
1,0,0,0,0,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.7111111111111111,393.0023193359375
0,0,0,0,1,nnClassifier,identity,NA,23,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.7055555555555556,399.96162605285645
0,0,0,0,1,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.7037037037037037,409.06198382377625
0,0,0,0,1,nnClassifier,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.7055555555555556,416.07378482818604
0,0,0,0,0,nnClassifier,logistic,NA,26,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.0,420.4143726825714
0,1,0,0,0,nnClassifier,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.7018518518518518,425.6416597366333
1,1,0,0,0,nnClassifier,identity,NA,10,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.65,430.3156678676605
0,0,0,0,1,nnClassifier,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.7092592592592593,436.1224830150604
0,0,0,0,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.7055555555555556,441.93139362335205
1,0,0,0,0,nnClassifier,identity,NA,10,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.6962962962962963,450.9157512187958
1,0,0,0,0,nnClassifier,identity,NA,24,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.7,456.8721921443939
0,0,0,0,0,nnClassifier,identity,NA,29,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.0,461.5325903892517
0,1,1,0,1,nnClassifier,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.6222222222222222,468.0827078819275
0,0,0,0,0,nnClassifier,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.0,472.80513429641724
0,1,0,0,1,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.6962962962962963,482.27004194259644
0,1,0,0,0,nnClassifier,identity,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7018518518518518,492.0958294868469
0,1,0,0,1,nnClassifier,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.5925925925925926,513.1353538036346
0,0,0,0,0,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.0,517.6009793281555
0,0,0,0,0,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.0,521.9746286869049
1,0,0,0,0,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.7037037037037037,527.5703611373901
0,0,0,1,0,nnClassifier,tanh,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6018518518518519,535.1761603355408
0,1,0,0,1,nnClassifier,identity,NA,29,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.6833333333333333,539.6280529499054
0,1,0,0,0,nnClassifier,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.7018518518518518,546.351877450943
1,0,0,0,0,nnClassifier,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.6981481481481482,551.9912648200989
0,0,0,0,0,nnClassifier,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.0,556.0143756866455
0,0,0,0,0,nnClassifier,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.0,559.9241116046906
0,1,0,0,1,nnClassifier,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.6722222222222223,566.9815227985382
0,1,0,0,0,nnClassifier,logistic,NA,11,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7092592592592593,590.1280598640442
0,1,0,0,0,nnClassifier,tanh,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.5925925925925926,598.8617868423462
0,0,0,0,1,nnClassifier,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.7037037037037037,606.9097919464111
0,1,0,0,0,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.7018518518518518,617.0787441730499
0,0,0,0,1,nnClassifier,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.7037037037037037,624.893227815628
0,1,0,0,1,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.6833333333333333,633.7373931407928
0,0,0,0,1,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.7037037037037037,642.6594772338867
1,0,0,0,0,nnClassifier,relu,NA,19,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.7092592592592593,649.4667530059814
1,0,1,0,0,nnClassifier,logistic,NA,23,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.6388888888888888,665.5266809463501
0,1,0,0,0,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.7018518518518518,670.2932090759277
1,0,0,0,0,nnClassifier,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.7092592592592593,680.5998084545135
1,0,0,0,0,nnClassifier,identity,NA,14,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7037037037037037,691.629367351532
1,0,0,0,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.7111111111111111,697.0373208522797
1,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.6648148148148149,700.7535510063171
0,0,0,0,1,nnClassifier,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7037037037037037,704.5728454589844
0,0,0,0,1,nnClassifier,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.7055555555555556,710.2428209781647
1,0,1,0,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.5907407407407408,724.120040178299
0,1,0,1,0,nnClassifier,identity,NA,13,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.6574074074074074,731.6348757743835
0,0,0,1,0,nnClassifier,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.7092592592592593,737.1966650485992
0,0,0,0,1,nnClassifier,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.7037037037037037,744.5091843605042
0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,log2,13,27,nan,nan,NA,NA,0.7833333333333333,748.8148221969604
1,0,0,0,0,nnClassifier,relu,NA,10,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.7092592592592593,753.8748822212219
0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,18,10,nan,nan,NA,NA,0.8074074074074075,758.0571866035461
