feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9185185185185185,273.03716945648193
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9185185185185185,277.84139251708984
1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,10,31,nan,nan,NA,NA,0.8777777777777778,283.8764431476593
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9074074074074074,288.5246796607971
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.8833333333333333,293.1976456642151
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9037037037037037,297.7427363395691
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9111111111111111,302.41633653640747
1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8685185185185185,307.6253409385681
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8740740740740741,312.15245819091797
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8481481481481481,316.98834133148193
1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8425925925925926,321.50564527511597
1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,8,NA,distance,0.774074074074074,326.453106880188
1,1,1,1,1,nnClassifier,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.6314814814814815,342.9578478336334
1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8685185185185185,347.8065822124481
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9111111111111111,352.61214542388916
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8944444444444445,356.9066126346588
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8944444444444445,361.2989959716797
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8740740740740741,366.04652309417725
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8944444444444445,370.5828092098236
1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8944444444444445,374.9499337673187
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9111111111111111,379.6472818851471
0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8981481481481481,384.54601645469666
0,0,0,1,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.6129629629629629,400.26174306869507
1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8759259259259259,405.3826005458832
0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8888888888888888,410.1022424697876
0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8537037037037037,414.649062871933
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9111111111111111,418.9294857978821
0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,log2,1,23,nan,nan,NA,NA,0.8611111111111112,424.88996505737305
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9185185185185185,429.5987501144409
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8907407407407407,434.549081325531
0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8888888888888888,439.03759574890137
1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8722222222222222,443.340931892395
0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8888888888888888,447.66935205459595
0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8962962962962963,452.07097268104553
0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8925925925925926,456.8808238506317
0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8981481481481481,461.3778247833252
0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8777777777777778,466.0718376636505
0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8888888888888888,470.4524202346802
0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8462962962962963,475.2654688358307
1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9092592592592592,479.6586883068085
0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8074074074074075,484.5547180175781
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8870370370370371,489.30225372314453
0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8962962962962963,493.726491689682
1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9148148148148149,498.09003162384033
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8851851851851852,502.31851863861084
1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8962962962962963,506.6960871219635
