feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.8518518518518519,5.380535125732422
1,1,1,1,0,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5981481481481481,19.142532348632812
1,1,1,0,1,nnClassifier,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.6481481481481481,24.128207206726074
1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8222222222222222,28.576170206069946
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.8388888888888889,33.53010439872742
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8666666666666667,38.099148750305176
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8685185185185185,42.35472249984741
1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,sqrt,14,15,nan,nan,NA,NA,0.8296296296296296,47.78149366378784
1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.85,52.747331619262695
0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,auto,5,15,nan,nan,NA,NA,0.8407407407407408,58.636972427368164
0,1,1,0,1,nnClassifier,tanh,NA,13,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.6462962962962963,67.00109910964966
0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.7481481481481481,71.43140292167664
0,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7555555555555555,76.19535636901855
0,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7759259259259259,81.28403663635254
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8351851851851851,85.54211235046387
1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.7962962962962963,89.87898230552673
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8296296296296296,94.32833886146545
1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,auto,17,10,nan,nan,NA,NA,0.8055555555555556,99.2577965259552
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8685185185185185,103.68731236457825
0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8518518518518519,108.04001379013062
0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.7981481481481482,112.65419411659241
1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8148148148148148,116.80120587348938
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8685185185185185,121.1973283290863
0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,auto,11,30,nan,nan,NA,NA,0.762962962962963,127.34298968315125
1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8592592592592593,131.9483768939972
1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.8444444444444444,136.57262063026428
0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,35,log2,3,40,nan,nan,NA,NA,0.8333333333333334,141.8995339870453
1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.8222222222222222,146.6862862110138
1,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.7425925925925926,151.36458206176758
