feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,20,8,nan,nan,NA,NA,0.9389312977099237,6.0983617305755615
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,sqrt,6,22,nan,nan,NA,NA,0.9389312977099237,12.881589412689209
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9378407851690295,17.733732223510742
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9389312977099237,22.107141971588135
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,sqrt,13,9,nan,nan,NA,NA,0.9389312977099237,27.754535913467407
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.935659760087241,32.08932709693909
1,1,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.9487459105779716,46.93894553184509
0,1,0,nnClassifier,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.9531079607415486,57.29182529449463
1,1,0,nnClassifier,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.9531079607415486,68.4518985748291
0,0,1,nnClassifier,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9531079607415486,75.78729820251465
1,0,0,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9531079607415486,82.41960310935974
1,1,0,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.9531079607415486,91.03421235084534
1,0,1,nnClassifier,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.945474372955289,98.26903414726257
1,1,0,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.9531079607415486,108.69076919555664
0,1,0,nnClassifier,logistic,NA,28,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9531079607415486,113.5840334892273
1,0,0,nnClassifier,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9531079607415486,121.35562348365784
1,0,0,nnClassifier,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9531079607415486,128.18624424934387
0,1,1,nnClassifier,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9432933478735005,136.15412425994873
0,0,0,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.0,141.05746626853943
0,1,0,nnClassifier,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.9531079607415486,152.038556098938
1,1,0,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9531079607415486,157.50924062728882
0,0,0,nnClassifier,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.0,161.80736565589905
