feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,log2,14,40,nan,nan,NA,NA,0.9487459105779716,6.2611083984375
1,1,0,nnClassifier,identity,NA,10,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9443838604143948,22.130784273147583
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,sqrt,18,33,nan,nan,NA,NA,0.0,26.615188598632812
1,1,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9443838604143948,32.05123281478882
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,log2,11,23,nan,nan,NA,NA,0.9487459105779716,37.96813774108887
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,15,27,nan,nan,NA,NA,0.0,42.71454048156738
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,log2,13,19,nan,nan,NA,NA,0.9487459105779716,49.07738375663757
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,1,20,nan,nan,NA,NA,0.9323882224645583,54.842992067337036
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,sqrt,14,24,nan,nan,NA,NA,0.9487459105779716,60.27063751220703
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,log2,4,14,nan,nan,NA,NA,0.9487459105779716,66.08243179321289
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,1,14,nan,nan,NA,NA,0.0,71.18000102043152
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,log2,15,21,nan,nan,NA,NA,0.9487459105779716,76.93758153915405
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,20,18,nan,nan,NA,NA,0.9487459105779716,82.04928517341614
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,sqrt,5,13,nan,nan,NA,NA,0.9465648854961832,87.63491582870483
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,13,21,nan,nan,NA,NA,0.9487459105779716,93.59131407737732
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,19,34,nan,nan,NA,NA,0.9487459105779716,99.28229403495789
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,17,39,nan,nan,NA,NA,0.9487459105779716,104.92718052864075
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,auto,19,28,nan,nan,NA,NA,0.9487459105779716,110.9132080078125
0,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9051254089422028,115.51106262207031
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,19,24,nan,nan,NA,NA,0.9487459105779716,121.47528958320618
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,5,33,nan,nan,NA,NA,0.9487459105779716,127.27799558639526
1,0,1,nnClassifier,relu,NA,28,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9345692475463467,135.03373670578003
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,19,22,nan,nan,NA,NA,0.9487459105779716,140.42447328567505
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,18,16,nan,nan,NA,NA,0.9487459105779716,146.535813331604
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,log2,12,17,nan,nan,NA,NA,0.9487459105779716,153.04152178764343
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,auto,1,36,nan,nan,NA,NA,0.9487459105779716,158.84865188598633
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,18,40,nan,nan,NA,NA,0.9487459105779716,163.71128034591675
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,64,auto,17,39,nan,nan,NA,NA,0.9487459105779716,169.85726618766785
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,2,17,nan,nan,NA,NA,0.9487459105779716,175.66907405853271
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,15,25,nan,nan,NA,NA,0.9487459105779716,181.64179730415344
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,sqrt,2,17,nan,nan,NA,NA,0.9487459105779716,187.1725993156433
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,sqrt,14,37,nan,nan,NA,NA,0.9487459105779716,193.02951765060425
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,log2,7,33,nan,nan,NA,NA,0.9487459105779716,198.51407194137573
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,sqrt,20,24,nan,nan,NA,NA,0.9487459105779716,204.75739359855652
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,18,23,nan,nan,NA,NA,0.9487459105779716,210.40966939926147
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,1,32,nan,nan,NA,NA,0.9487459105779716,216.08737063407898
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,9,30,nan,nan,NA,NA,0.9487459105779716,222.34327244758606
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,35,sqrt,1,33,nan,nan,NA,NA,0.9487459105779716,228.21788454055786
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,16,25,nan,nan,NA,NA,0.9487459105779716,234.1568157672882
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,log2,18,28,nan,nan,NA,NA,0.9487459105779716,240.01584219932556
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,auto,19,33,nan,nan,NA,NA,0.9487459105779716,246.27838683128357
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,log2,4,23,nan,nan,NA,NA,0.9465648854961832,252.60278916358948
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,sqrt,17,28,nan,nan,NA,NA,0.9487459105779716,258.46545910835266
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,11,32,nan,nan,NA,NA,0.9487459105779716,263.949360370636
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,18,39,nan,nan,NA,NA,0.9487459105779716,269.67216968536377
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,18,34,nan,nan,NA,NA,0.9487459105779716,274.46224761009216
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,9,15,nan,nan,NA,NA,0.9487459105779716,279.66957211494446
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,13,7,nan,nan,NA,NA,0.9487459105779716,284.9734172821045
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,sqrt,11,28,nan,nan,NA,NA,0.9487459105779716,290.70950627326965
1,0,1,nnClassifier,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.935659760087241,298.5061068534851
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,14,11,nan,nan,NA,NA,0.9487459105779716,304.7927610874176
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,sqrt,1,33,nan,nan,NA,NA,0.9487459105779716,311.015034198761
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,sqrt,1,34,nan,nan,NA,NA,0.9487459105779716,316.6947326660156
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,18,26,nan,nan,NA,NA,0.9487459105779716,322.70438027381897
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,6,39,nan,nan,NA,NA,0.9487459105779716,328.72057938575745
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,sqrt,10,31,nan,nan,NA,NA,0.9487459105779716,335.0753331184387
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,11,12,nan,nan,NA,NA,0.9487459105779716,341.406537771225
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,10,23,nan,nan,NA,NA,0.9487459105779716,347.69315242767334
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,auto,16,32,nan,nan,NA,NA,0.9487459105779716,353.3906571865082
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,log2,1,28,nan,nan,NA,NA,0.9487459105779716,358.94618105888367
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,16,30,nan,nan,NA,NA,0.9487459105779716,364.7385964393616
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9345692475463467,369.07230734825134
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,sqrt,20,30,nan,nan,NA,NA,0.9487459105779716,374.3891408443451
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,1,15,nan,nan,NA,NA,0.9487459105779716,380.68553733825684
0,1,0,nnClassifier,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9443838604143948,385.323525428772
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,11,30,nan,nan,NA,NA,0.9487459105779716,391.37249207496643
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,auto,19,37,nan,nan,NA,NA,0.9487459105779716,397.2335431575775
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,sqrt,2,2,nan,nan,NA,NA,0.9432933478735005,402.60534620285034
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,17,38,nan,nan,NA,NA,0.9487459105779716,407.752610206604
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,17,23,nan,nan,NA,NA,0.9487459105779716,412.78302550315857
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,sqrt,2,34,nan,nan,NA,NA,0.9487459105779716,418.936062335968
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,9,32,nan,nan,NA,NA,0.9487459105779716,424.7916464805603
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,log2,12,37,nan,nan,NA,NA,0.9487459105779716,430.5966591835022
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,log2,18,29,nan,nan,NA,NA,0.9487459105779716,436.15192341804504
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,sqrt,3,26,nan,nan,NA,NA,0.9487459105779716,441.51438999176025
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,4,14,nan,nan,NA,NA,0.9487459105779716,447.30272030830383
