feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,auto,16,37,nan,nan,NA,NA,0.95092693565976,5.727285623550415
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,16,25,nan,nan,NA,NA,0.95092693565976,11.342612743377686
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,sqrt,3,15,nan,nan,NA,NA,0.9498364231188658,16.74638843536377
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,auto,15,37,nan,nan,NA,NA,0.0,20.746723651885986
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,auto,18,35,nan,nan,NA,NA,0.95092693565976,25.996997117996216
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,7,28,nan,nan,NA,NA,0.95092693565976,31.278673887252808
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,19,31,nan,nan,NA,NA,0.95092693565976,36.24523973464966
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,auto,19,32,nan,nan,NA,NA,0.95092693565976,41.54282236099243
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,auto,1,36,nan,nan,NA,NA,0.95092693565976,46.95168209075928
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,20,auto,20,31,nan,nan,NA,NA,0.95092693565976,52.20930767059326
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,log2,11,40,nan,nan,NA,NA,0.0,56.19661784172058
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,auto,2,22,nan,nan,NA,NA,0.9498364231188658,62.088674545288086
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,17,29,nan,nan,NA,NA,0.95092693565976,66.61542797088623
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,log2,10,33,nan,nan,NA,NA,0.95092693565976,72.58815097808838
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,13,33,nan,nan,NA,NA,0.95092693565976,77.82840967178345
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,4,27,nan,nan,NA,NA,0.9498364231188658,83.18817949295044
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,16,37,nan,nan,NA,NA,0.95092693565976,89.12231302261353
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,12,7,nan,nan,NA,NA,0.0,93.18656659126282
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,auto,8,32,nan,nan,NA,NA,0.95092693565976,98.14691495895386
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,74,auto,10,36,nan,nan,NA,NA,0.9498364231188658,103.38232278823853
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,auto,3,37,nan,nan,NA,NA,0.95092693565976,109.05359029769897
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,sqrt,15,31,nan,nan,NA,NA,0.95092693565976,114.83088445663452
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,16,30,nan,nan,NA,NA,0.95092693565976,120.95859694480896
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,sqrt,19,31,nan,nan,NA,NA,0.0,125.04877758026123
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,19,36,nan,nan,NA,NA,0.95092693565976,130.2920093536377
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,log2,10,23,nan,nan,NA,NA,0.95092693565976,135.61762309074402
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,log2,11,32,nan,nan,NA,NA,0.95092693565976,140.7313632965088
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,log2,19,33,nan,nan,NA,NA,0.95092693565976,146.666100025177
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,17,34,nan,nan,NA,NA,0.0,150.97484159469604
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,log2,16,31,nan,nan,NA,NA,0.95092693565976,156.15067863464355
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,18,32,nan,nan,NA,NA,0.95092693565976,161.42513489723206
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,auto,14,32,nan,nan,NA,NA,0.95092693565976,166.52133584022522
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,sqrt,8,40,nan,nan,NA,NA,0.95092693565976,171.5624542236328
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,3,39,nan,nan,NA,NA,0.95092693565976,176.74693989753723
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,16,23,nan,nan,NA,NA,0.95092693565976,182.78176522254944
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,auto,1,39,nan,nan,NA,NA,0.95092693565976,188.4711573123932
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,18,40,nan,nan,NA,NA,0.95092693565976,193.92094564437866
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,15,33,nan,nan,NA,NA,0.95092693565976,199.4883155822754
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,13,36,nan,nan,NA,NA,0.95092693565976,204.5034580230713
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,sqrt,17,25,nan,nan,NA,NA,0.95092693565976,209.66591691970825
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,log2,11,39,nan,nan,NA,NA,0.95092693565976,214.85204815864563
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,auto,14,33,nan,nan,NA,NA,0.95092693565976,220.19990277290344
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,log2,12,38,nan,nan,NA,NA,0.95092693565976,225.32360076904297
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,3,40,nan,nan,NA,NA,0.95092693565976,231.40163016319275
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,log2,7,37,nan,nan,NA,NA,0.95092693565976,236.9047133922577
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,15,26,nan,nan,NA,NA,0.95092693565976,242.1865372657776
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,auto,3,40,nan,nan,NA,NA,0.95092693565976,248.11041903495789
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,auto,18,40,nan,nan,NA,NA,0.95092693565976,253.92965483665466
