feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,nnClassifier,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9520174482006543,888.4940731525421
0,0,1,nnClassifier,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.9520174482006543,905.2412130832672
1,1,0,nnClassifier,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.9520174482006543,917.2542402744293
1,1,0,nnClassifier,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9520174482006543,921.1258614063263
0,1,0,nnClassifier,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9520174482006543,933.4280486106873
1,0,1,nnClassifier,tanh,NA,29,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.9443838604143948,943.0344879627228
1,0,0,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,948.6759269237518
1,0,0,nnClassifier,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9520174482006543,956.61674284935
0,0,1,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.9487459105779716,966.7626719474792
0,1,0,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.9520174482006543,974.0666275024414
1,0,0,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9520174482006543,979.9301052093506
1,0,0,nnClassifier,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9520174482006543,985.9577603340149
0,1,0,nnClassifier,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9520174482006543,989.7312171459198
0,0,1,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.95092693565976,1006.0769486427307
0,0,1,nnClassifier,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.9465648854961832,1024.3143498897552
1,1,0,nnClassifier,tanh,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.9520174482006543,1032.0541970729828
1,1,0,nnClassifier,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.9520174482006543,1037.5250945091248
1,0,0,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9520174482006543,1048.2191362380981
0,1,0,nnClassifier,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9520174482006543,1053.966213941574
1,1,0,nnClassifier,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9520174482006543,1057.5692083835602
0,1,0,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.9520174482006543,1074.3442509174347
0,1,0,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9520174482006543,1084.1107077598572
