feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9487459105779716,5.330568790435791
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,9,36,nan,nan,NA,NA,0.9487459105779716,10.177528142929077
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,3,9,nan,nan,NA,NA,0.9487459105779716,16.10074281692505
0,1,0,nnClassifier,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9520174482006543,25.24698519706726
0,1,1,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9432933478735005,30.672951698303223
1,0,1,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9520174482006543,42.25220251083374
0,1,0,nnClassifier,logistic,NA,18,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9520174482006543,46.944334745407104
0,0,0,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.0,52.77707481384277
1,1,1,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.9520174482006543,65.32968521118164
0,0,1,nnClassifier,tanh,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,84.80871629714966
1,1,0,nnClassifier,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,105.48579668998718
1,1,0,nnClassifier,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9520174482006543,113.45596599578857
1,0,1,nnClassifier,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.9367502726281353,125.9724657535553
0,1,0,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.9520174482006543,132.0949957370758
0,1,1,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.9520174482006543,150.97139286994934
1,0,0,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9520174482006543,158.11961007118225
1,1,1,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9443838604143948,164.70297122001648
0,0,1,nnClassifier,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,177.71826434135437
0,0,1,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9465648854961832,184.70472478866577
0,1,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9432933478735005,190.6864037513733
0,0,1,nnClassifier,relu,NA,20,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.9520174482006543,213.52611327171326
1,0,1,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9487459105779716,220.6274492740631
0,0,0,nnClassifier,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.0,226.0004894733429
0,1,0,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9520174482006543,231.28901529312134
0,0,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.0,236.72656750679016
1,1,1,nnClassifier,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.9498364231188658,264.92514276504517
0,1,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9520174482006543,270.0186424255371
0,1,0,nnClassifier,relu,NA,16,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9520174482006543,277.7538466453552
0,1,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.9520174482006543,287.76007056236267
1,1,1,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.9520174482006543,309.1232740879059
0,1,0,nnClassifier,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9520174482006543,317.2343089580536
1,0,0,nnClassifier,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.9520174482006543,331.9485414028168
1,1,0,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.9520174482006543,340.31109285354614
1,0,1,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9520174482006543,352.0105004310608
1,1,0,nnClassifier,logistic,NA,28,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.9520174482006543,359.83983612060547
1,1,0,nnClassifier,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9520174482006543,364.85402035713196
0,1,0,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,378.14372754096985
0,0,0,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.0,382.60342478752136
0,0,1,nnClassifier,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9520174482006543,403.53994393348694
0,1,0,nnClassifier,tanh,NA,30,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9520174482006543,408.67628741264343
0,1,1,nnClassifier,tanh,NA,28,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.945474372955289,418.8256962299347
1,1,1,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.95092693565976,447.51920342445374
1,0,0,nnClassifier,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9520174482006543,455.956778049469
1,0,1,nnClassifier,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.9520174482006543,472.444491147995
1,0,0,nnClassifier,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9520174482006543,477.22422552108765
0,0,0,nnClassifier,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.0,481.72096490859985
1,0,0,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9520174482006543,489.39479422569275
0,1,0,nnClassifier,logistic,NA,24,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,502.3472170829773
1,0,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9520174482006543,519.1563534736633
1,0,0,nnClassifier,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.9520174482006543,527.1994814872742
0,1,0,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9520174482006543,534.9715523719788
0,1,0,nnClassifier,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9520174482006543,547.6414487361908
1,0,0,nnClassifier,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9520174482006543,578.8728249073029
0,0,1,nnClassifier,tanh,NA,29,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9520174482006543,597.832982301712
0,0,1,nnClassifier,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9520174482006543,604.9215054512024
0,1,0,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9520174482006543,612.8194870948792
0,1,0,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9520174482006543,620.0822396278381
0,1,0,nnClassifier,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9520174482006543,627.3737590312958
0,1,1,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9520174482006543,646.4406559467316
1,0,0,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9520174482006543,650.9021697044373
0,0,1,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9432933478735005,664.0463147163391
1,0,0,nnClassifier,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9520174482006543,671.510059595108
1,0,0,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.9520174482006543,680.3450989723206
0,0,1,nnClassifier,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.9520174482006543,693.0985722541809
0,1,0,nnClassifier,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9520174482006543,708.7939825057983
0,1,0,nnClassifier,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.9520174482006543,720.8690707683563
1,1,0,nnClassifier,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9520174482006543,727.6330409049988
1,0,0,nnClassifier,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9520174482006543,734.1418092250824
0,0,1,nnClassifier,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.9520174482006543,773.7270123958588
1,1,0,nnClassifier,identity,NA,15,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.9520174482006543,783.3199670314789
1,1,0,nnClassifier,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.9520174482006543,788.687094449997
0,0,1,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.9520174482006543,800.4149084091187
1,0,0,nnClassifier,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9520174482006543,805.970178604126
1,0,0,nnClassifier,relu,NA,28,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9520174482006543,812.1698544025421
1,1,0,nnClassifier,identity,NA,18,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.9520174482006543,825.1083686351776
1,1,0,nnClassifier,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9520174482006543,833.8036572933197
0,1,0,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9520174482006543,841.847660779953
0,1,0,nnClassifier,tanh,NA,17,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9520174482006543,857.1230473518372
