,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
18,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,15.0,auto,4.0,9.0,None,None,None,None,0.7544031311154599,ok,236.82459735590965
19,1,0,0,0,0,0,1,nnClassifier,tanh,None,29.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.0029354207436399216,ok,243.25605855090544
20,1,0,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,7,None,distance,0.786692759295499,ok,243.29984780889936
21,1,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,5,None,None,None,None,None,None,10,None,distance,0.8365949119373777,ok,243.3487922239583
22,1,0,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,10,None,distance,0.7798434442270059,ok,243.39409355586395
23,1,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,3,None,None,None,None,None,None,7,None,distance,0.8434442270058709,ok,243.44354248582385
24,1,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,7,None,None,None,None,None,None,7,None,distance,0.8424657534246576,ok,243.49197621596977
25,1,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,6,None,uniform,0.576320939334638,ok,243.55910540302284
26,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,10,None,None,None,None,None,None,8,None,distance,0.8395303326810176,ok,243.61140045290813
27,1,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,8,None,None,None,None,None,None,4,None,distance,0.8297455968688845,ok,243.65686430386268
28,1,1,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,19,None,None,None,None,None,None,7,None,distance,0.8434442270058709,ok,243.70290688890964
29,1,1,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,4,None,uniform,0.5782778864970646,ok,243.76959816995077
30,1,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,20,None,None,None,None,None,None,8,None,distance,0.8649706457925636,ok,243.81821389892139
31,1,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,9,None,distance,0.8590998043052838,ok,243.86784192593768
32,0,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,25,None,None,None,None,None,None,9,None,distance,0.8385518590998043,ok,243.9151047579944
33,1,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,33,None,None,None,None,None,None,9,None,uniform,0.5636007827788649,ok,243.98691274691373
34,1,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,20,None,None,None,None,None,None,8,None,distance,0.8649706457925636,ok,244.03708261903375
35,1,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,19,None,None,None,None,None,None,8,None,distance,0.8649706457925636,ok,244.21051776898094
36,1,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,6,None,distance,0.8649706457925636,ok,244.38630079501309
37,0,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,6,None,uniform,0.5489236790606654,ok,244.5855917679146
38,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,8,None,distance,0.8238747553816047,ok,244.7608618189115
39,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,96.0,log2,2.0,39.0,None,None,None,None,0.6722113502935421,ok,245.63011815585196
40,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,22,None,None,None,None,None,None,5,None,distance,0.821917808219178,ok,245.8714101659134
41,0,1,1,1,0,0,1,nnClassifier,identity,None,31.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.004892367906066536,ok,251.29822414484806
42,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,log2,20.0,38.0,None,None,None,None,0.5841487279843445,ok,252.09055015584454
43,1,1,0,1,1,1,1,nnClassifier,identity,None,13.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.0,ok,274.7115380859468
44,0,1,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,16,None,None,None,None,None,None,3,None,distance,0.5821917808219178,ok,274.76709876884706
45,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,6,None,uniform,0.5538160469667319,ok,274.96552735799924
46,0,1,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,94.0,auto,8.0,13.0,None,None,None,None,0.46868884540117417,ok,275.616177984979
47,1,1,1,1,0,1,1,nnClassifier,relu,None,15.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.03228962818003914,ok,279.724154433934
48,1,0,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,32,None,None,None,None,None,None,10,None,distance,0.7720156555772995,ok,279.7696948298253
49,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,16.0,32.0,None,None,None,None,0.410958904109589,ok,280.71598813682795
50,1,1,1,1,0,1,1,nnClassifier,logistic,None,22.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.030332681017612523,ok,305.7190173449926
51,1,0,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,8,None,distance,0.7563600782778865,ok,305.7650372048374
52,1,1,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,8,None,distance,0.821917808219178,ok,305.81503473897465
53,0,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,auto,8.0,18.0,None,None,None,None,0.6379647749510763,ok,307.21704263589345
54,1,0,1,1,1,0,0,nnClassifier,relu,None,16.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.03131115459882583,ok,333.58266278682277
55,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,9,None,uniform,0.5626223091976517,ok,333.66786324302666
56,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,28,None,None,None,None,None,None,10,None,distance,0.8786692759295499,ok,333.71765542402864
57,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,2,None,distance,0.87573385518591,ok,333.8264981890097
58,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,51.0,sqrt,16.0,28.0,None,None,None,None,0.4569471624266145,ok,334.50315878004767
59,1,0,0,1,0,1,1,nnClassifier,identity,None,22.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.005870841487279843,ok,335.567057820037
60,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,1,None,distance,0.8747553816046967,ok,335.6741642379202
61,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,30,None,None,None,None,None,None,1,None,uniform,0.87573385518591,ok,335.7449162469711
62,0,0,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,1,None,uniform,0.7338551859099804,ok,335.8137498709839
63,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,2,None,distance,0.87573385518591,ok,335.9232343819458
64,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,80.0,auto,3.0,11.0,None,None,None,None,0.684931506849315,ok,337.6433868899476
65,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,30,None,None,None,None,None,None,3,None,uniform,0.4863013698630137,ok,337.71986150788143
66,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,2,None,uniform,0.6428571428571429,ok,337.7909647449851
67,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,1,None,uniform,0.8776908023483366,ok,337.9268024759367
68,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,38,None,None,None,None,None,None,3,None,uniform,0.4863013698630137,ok,337.9996965609025
69,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,2,None,uniform,0.6418786692759295,ok,338.0714183629025
70,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,4,None,uniform,0.474559686888454,ok,338.26661133603193
71,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,1,None,distance,0.87573385518591,ok,338.315509022912
72,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,1,None,uniform,0.87573385518591,ok,338.3860612148419
73,1,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,3,None,uniform,0.3767123287671233,ok,338.4556405029725
74,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,5,None,uniform,0.49021526418786693,ok,338.53144402685575
75,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,1,None,uniform,0.8776908023483366,ok,338.6036540758796
76,1,0,0,0,0,1,1,nnClassifier,relu,None,32.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.012720156555772993,ok,356.8203953139018
77,1,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,4,None,uniform,0.4726027397260274,ok,356.8903427699115
78,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,2,None,uniform,0.6418786692759295,ok,356.96419816697016
79,0,0,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,33,None,None,None,None,None,None,5,None,uniform,0.4197651663405088,ok,357.0316800000146
80,1,0,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,29,None,None,None,None,None,None,7,None,uniform,0.5362035225048923,ok,357.1017535449937
81,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,30.0,sqrt,5.0,35.0,None,None,None,None,0.4735812133072407,ok,357.76832176884636
82,1,0,0,1,0,1,1,nnClassifier,tanh,None,28.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.005870841487279843,ok,376.5621406729333
83,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,3,None,uniform,0.4863013698630137,ok,376.63845244585536
84,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,38,None,None,None,None,None,None,1,None,uniform,0.8317025440313112,ok,376.702032801928
85,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,10,None,uniform,0.538160469667319,ok,376.7902861828916
86,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,3.0,log2,10.0,24.0,None,None,None,None,0.27690802348336596,ok,377.3974035419524
87,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,34,None,None,None,None,None,None,4,None,uniform,0.5450097847358122,ok,377.4715065709315
88,0,0,0,1,0,1,1,nnClassifier,identity,None,24.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.0,ok,380.90894050197676
89,1,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,2,None,uniform,0.6144814090019569,ok,380.9884347198531
90,1,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,36,None,None,None,None,None,None,7,None,uniform,0.4931506849315068,ok,381.0595395718701
91,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,59.0,log2,14.0,15.0,None,None,None,None,0.6135029354207436,ok,381.9726796988398
92,1,0,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,3,None,distance,0.8737769080234834,ok,382.02224918897264
93,0,1,0,1,0,1,1,nnClassifier,logistic,None,12.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.012720156555772993,ok,423.77423800504766
94,1,0,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,5,None,uniform,0.5136986301369864,ok,423.84863351401873
95,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,2,None,distance,0.8855185909980431,ok,423.8994124860037
96,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,17,None,None,None,None,None,None,9,None,distance,0.8806262230919765,ok,424.01913301693276
97,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,87.0,auto,18.0,6.0,None,None,None,None,0.4931506849315068,ok,424.93359730998054
98,1,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,9,None,distance,0.7818003913894325,ok,424.98993607005104
99,1,1,0,0,0,1,1,nnClassifier,logistic,None,21.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.0,ok,425.4086019338574
