activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,32,gini,0,1,1,1,0,0,0,1,18,invscaling,52,sqrt,14,12,randomForestClassifier,5,7,sgd,uniform,0.8424908424908425,67.91212330106646
relu,kd_tree,31,gini,0,1,1,1,0,1,1,1,23,invscaling,25,auto,6,12,randomForestClassifier,7,7,adam,distance,0.663003663003663,67.91215896117501
relu,kd_tree,31,gini,1,1,1,1,0,1,1,1,7,constant,57,sqrt,10,12,nnClassifier,5,9,sgd,distance,0.5164835164835165,67.9121949900873
relu,kd_tree,32,gini,0,1,1,1,0,1,0,1,8,invscaling,28,auto,8,29,kneighborsClassifier,6,7,sgd,distance,0.46886446886446886,67.91223069000989
relu,kd_tree,12,gini,0,1,1,1,1,1,1,1,33,constant,65,sqrt,13,17,nnClassifier,4,4,adam,distance,0.32234432234432236,67.9122671391815
relu,auto,27,gini,1,1,1,1,0,1,0,1,26,constant,33,sqrt,7,6,kneighborsClassifier,6,5,adam,uniform,0.7545787545787546,67.91230392898433
relu,kd_tree,12,gini,0,1,1,1,0,1,0,1,16,constant,73,sqrt,16,27,kneighborsClassifier,5,5,sgd,uniform,0.7606837606837606,67.91234033810906
relu,auto,15,gini,1,1,1,1,0,1,0,1,15,invscaling,18,sqrt,10,34,kneighborsClassifier,5,7,adam,distance,0.5103785103785103,67.91237621800974
relu,auto,26,gini,1,1,1,1,1,1,1,1,22,constant,46,auto,8,18,nnClassifier,6,8,adam,distance,0.8327228327228328,208.59173827408813
relu,auto,27,gini,1,1,1,1,1,1,1,1,30,constant,53,auto,14,16,nnClassifier,3,9,adam,distance,0.8229548229548229,208.5917921331711
relu,auto,18,gini,1,1,1,1,1,1,1,1,20,constant,53,auto,15,31,nnClassifier,6,8,adam,distance,0.7997557997557998,208.5918298731558
relu,auto,25,gini,1,1,1,1,1,1,1,1,24,constant,39,auto,13,15,nnClassifier,6,6,adam,distance,0.8424908424908425,208.591866962146
relu,auto,19,gini,1,1,1,1,1,1,1,1,12,constant,39,auto,10,20,nnClassifier,9,2,adam,distance,0.7545787545787546,208.59190339199267
relu,auto,26,gini,1,1,1,1,1,1,1,1,28,constant,52,auto,12,29,nnClassifier,5,4,adam,distance,0.8449328449328449,208.5919395510573
relu,auto,28,gini,1,1,1,1,1,1,1,1,26,constant,41,auto,10,21,nnClassifier,4,4,adam,distance,0.5054945054945055,208.5919754311908
relu,auto,28,gini,1,1,1,1,1,1,1,1,11,constant,77,auto,10,15,nnClassifier,7,8,adam,distance,0.8302808302808303,208.59201161004603
relu,auto,31,gini,1,1,1,1,1,1,1,1,21,constant,55,auto,10,12,nnClassifier,4,6,adam,distance,0.8315018315018315,208.59204749017954
relu,auto,21,gini,1,1,1,1,1,1,1,1,27,constant,35,auto,16,31,nnClassifier,4,7,adam,distance,0.8290598290598291,208.59208385902457
relu,auto,28,gini,1,1,1,1,1,1,1,1,22,constant,70,auto,9,22,nnClassifier,4,8,adam,distance,0.8290598290598291,208.59211980900727
relu,auto,13,gini,1,1,1,1,1,1,1,1,23,constant,45,auto,13,14,nnClassifier,3,6,adam,distance,0.8327228327228328,208.59215579810552
relu,auto,28,gini,1,1,1,1,1,1,1,1,22,constant,51,auto,14,14,nnClassifier,5,5,adam,distance,0.8424908424908425,208.59219199814834
relu,auto,27,gini,1,1,1,1,1,1,1,1,27,constant,29,auto,10,14,nnClassifier,5,7,adam,distance,0.8388278388278388,208.59222820703872
relu,auto,27,gini,1,1,1,1,1,1,1,1,11,constant,61,auto,7,16,nnClassifier,5,6,adam,distance,0.5042735042735043,208.592264497187
relu,auto,28,gini,1,1,1,1,1,1,1,1,12,constant,32,auto,12,27,nnClassifier,6,6,adam,distance,0.8229548229548229,208.59230041620322
relu,auto,16,gini,1,1,1,1,1,1,1,1,29,constant,61,auto,12,21,nnClassifier,6,5,adam,distance,0.5225885225885226,208.59233746607788
relu,auto,28,gini,1,1,1,1,1,1,1,1,25,constant,37,auto,11,10,nnClassifier,4,8,adam,distance,0.8107448107448108,208.59237395506352
relu,auto,16,gini,1,1,1,1,1,1,1,1,20,constant,69,auto,14,29,nnClassifier,6,8,adam,distance,0.8217338217338217,208.59241025499068
relu,auto,19,gini,1,1,1,1,1,1,1,1,19,constant,22,auto,14,31,nnClassifier,4,6,adam,distance,0.8058608058608059,208.59244642406702
relu,auto,23,gini,1,1,1,1,1,1,1,1,22,constant,48,auto,7,22,nnClassifier,6,6,adam,distance,0.5067155067155067,947.5963660930283
relu,auto,25,gini,1,1,1,1,1,1,1,1,31,constant,51,auto,13,20,nnClassifier,5,5,adam,distance,0.5006105006105006,947.5964224031195
relu,auto,21,gini,1,1,1,1,1,1,1,1,17,constant,49,auto,11,34,nnClassifier,5,5,adam,distance,0.5006105006105006,947.5964605719782
relu,auto,23,gini,1,1,1,1,1,1,1,1,24,constant,43,auto,13,19,nnClassifier,4,6,adam,distance,0.5164835164835165,947.5964972910006
relu,auto,17,gini,1,1,1,1,1,1,1,1,16,constant,43,auto,6,24,nnClassifier,5,6,adam,distance,0.5152625152625152,947.5965341911651
relu,auto,23,gini,1,1,1,1,1,1,1,1,29,constant,51,auto,14,32,nnClassifier,5,8,adam,distance,0.5128205128205128,947.5965814201627
relu,auto,27,gini,1,1,1,1,1,1,1,1,29,constant,45,auto,12,21,nnClassifier,4,6,adam,distance,0.5079365079365079,947.5966181100812
relu,auto,27,gini,1,1,1,1,1,1,1,1,15,constant,73,auto,6,19,nnClassifier,5,6,adam,distance,0.5164835164835165,947.5966546791606
relu,auto,27,gini,1,1,1,1,1,1,1,1,22,constant,51,auto,14,16,nnClassifier,6,5,adam,distance,0.5152625152625152,947.5966913290322
relu,auto,23,gini,1,1,1,1,1,1,1,1,24,constant,39,auto,15,33,nnClassifier,6,5,adam,distance,0.5091575091575091,947.596727518132
relu,auto,24,gini,1,1,1,1,1,1,1,1,21,constant,66,auto,9,23,nnClassifier,5,4,adam,distance,0.5079365079365079,947.5967640380841
relu,auto,17,gini,1,1,1,1,1,1,1,1,27,constant,49,auto,17,18,nnClassifier,4,6,adam,distance,0.5115995115995116,947.5968005370814
relu,auto,26,gini,1,1,1,1,1,1,1,1,26,constant,52,auto,14,18,nnClassifier,5,8,adam,distance,0.5042735042735043,947.5968370470218
relu,auto,23,gini,1,1,1,1,1,1,1,1,27,constant,33,auto,11,18,nnClassifier,5,7,adam,distance,0.518925518925519,947.5968733062036
relu,auto,23,gini,1,1,1,1,1,1,1,1,15,constant,62,auto,11,20,nnClassifier,5,4,adam,distance,0.518925518925519,947.5969095760956
relu,auto,29,gini,1,1,1,1,1,1,1,1,16,constant,36,auto,16,31,nnClassifier,4,7,adam,distance,0.5042735042735043,947.5969457351603
relu,auto,14,gini,1,1,1,1,1,1,1,1,30,constant,65,auto,13,25,nnClassifier,4,5,adam,distance,0.5079365079365079,947.5969821440522
relu,auto,25,gini,1,1,1,1,1,1,1,1,29,constant,41,auto,12,14,nnClassifier,4,7,adam,distance,0.5079365079365079,947.5970188740175
relu,auto,20,gini,1,1,1,1,1,1,1,1,24,constant,65,auto,15,31,nnClassifier,5,5,adam,distance,0.5079365079365079,947.5970559930429
relu,auto,21,gini,1,1,1,1,1,1,1,1,23,constant,26,auto,10,32,nnClassifier,6,6,adam,distance,0.514041514041514,947.5970923330169
relu,auto,26,gini,1,1,1,1,1,1,1,1,26,constant,44,auto,11,26,nnClassifier,2,5,adam,distance,0.5103785103785103,1696.1979928731453
relu,auto,23,gini,1,1,1,1,1,1,1,1,31,constant,50,auto,14,24,nnClassifier,9,7,adam,distance,0.5054945054945055,1696.1980568121653
relu,auto,17,gini,1,1,1,1,1,1,1,1,21,constant,52,auto,12,36,nnClassifier,4,6,adam,distance,0.4993894993894994,1696.198095252039
relu,auto,24,gini,1,1,1,1,1,1,1,1,23,constant,47,auto,14,20,nnClassifier,5,6,adam,distance,0.5164835164835165,1696.1981333210133
relu,auto,21,gini,1,1,1,1,1,1,1,1,20,constant,47,auto,10,28,nnClassifier,9,4,adam,distance,0.4993894993894994,1696.1981705210637
relu,auto,23,gini,1,1,1,1,1,1,1,1,30,constant,50,auto,15,31,nnClassifier,5,7,adam,distance,0.4896214896214896,1696.1982075101696
relu,auto,30,gini,1,1,1,1,1,1,1,1,28,constant,41,auto,13,22,nnClassifier,5,6,adam,distance,0.5128205128205128,1696.1982443002053
relu,auto,28,gini,1,1,1,1,1,1,1,1,16,constant,69,auto,10,23,nnClassifier,4,6,adam,distance,0.518925518925519,1696.1982810990885
relu,auto,27,gini,1,1,1,1,1,1,1,1,26,constant,55,auto,10,20,nnClassifier,6,6,adam,distance,0.5054945054945055,1696.198317859089
relu,auto,19,gini,1,1,1,1,1,1,1,1,22,constant,43,auto,11,35,nnClassifier,5,9,adam,distance,0.5103785103785103,1696.1983545680996
relu,auto,28,gini,1,1,1,1,1,1,1,1,22,constant,62,auto,8,27,nnClassifier,7,7,adam,distance,0.4908424908424908,1696.1983915381134
relu,auto,13,gini,1,1,1,1,1,1,1,1,28,constant,53,auto,16,22,nnClassifier,6,3,adam,distance,0.5091575091575091,1696.1984285269864
relu,auto,24,gini,1,1,1,1,1,1,1,1,30,constant,51,auto,14,17,nnClassifier,5,7,adam,distance,0.5128205128205128,1696.1984649270307
relu,auto,27,gini,1,1,1,1,1,1,1,1,23,constant,37,auto,10,22,nnClassifier,7,5,adam,distance,0.4896214896214896,1696.1985011061188
relu,auto,27,gini,1,1,1,1,1,1,1,1,19,constant,58,auto,13,17,nnClassifier,5,7,adam,distance,0.4896214896214896,1696.1985375361983
relu,auto,28,gini,1,1,1,1,1,1,1,1,14,constant,40,auto,12,30,nnClassifier,7,7,adam,distance,0.5115995115995116,1696.1985855451785
relu,auto,18,gini,1,1,1,1,1,1,1,1,31,constant,64,auto,15,28,nnClassifier,5,5,adam,distance,0.5067155067155067,1696.1986215950456
relu,auto,23,gini,1,1,1,1,1,1,1,1,26,constant,39,auto,12,18,nnClassifier,8,3,adam,distance,0.5067155067155067,1696.1986574539915
relu,auto,23,gini,1,1,1,1,1,1,1,1,28,constant,61,auto,14,32,nnClassifier,4,5,adam,distance,0.5115995115995116,1696.1986935241148
relu,auto,24,gini,1,1,1,1,1,1,1,1,19,constant,25,auto,9,33,nnClassifier,5,8,adam,distance,0.5128205128205128,1696.1987294030841
relu,auto,23,gini,1,1,1,1,1,1,1,1,22,constant,46,auto,7,30,nnClassifier,3,6,adam,distance,0.5115995115995116,2433.7406331670936
relu,auto,26,gini,1,1,1,1,1,1,1,1,31,constant,51,auto,11,20,nnClassifier,9,7,adam,distance,0.5238095238095238,2433.7406865661032
relu,auto,18,gini,1,1,1,1,1,1,1,1,25,constant,56,auto,14,32,nnClassifier,6,7,adam,distance,0.5091575091575091,2433.7407250751276
relu,auto,23,gini,1,1,1,1,1,1,1,1,27,constant,50,auto,14,21,nnClassifier,9,6,adam,distance,0.4908424908424908,2433.740762175061
relu,auto,21,gini,1,1,1,1,1,1,1,1,21,constant,43,auto,14,24,nnClassifier,7,4,adam,distance,0.5164835164835165,2433.740799364168
relu,auto,26,gini,1,1,1,1,1,1,1,1,31,constant,53,auto,15,31,nnClassifier,5,4,adam,distance,0.4896214896214896,2433.740835924167
relu,auto,30,gini,1,1,1,1,1,1,1,1,28,constant,37,auto,14,20,nnClassifier,5,2,adam,distance,0.4932844932844933,2433.740872653201
relu,auto,32,gini,1,1,1,1,1,1,1,1,19,constant,65,auto,12,19,nnClassifier,6,10,adam,distance,0.5079365079365079,2433.740909293061
relu,auto,25,gini,1,1,1,1,1,1,1,1,26,constant,59,auto,13,22,nnClassifier,3,6,adam,distance,0.5054945054945055,2433.740946062142
relu,auto,23,gini,1,1,1,1,1,1,1,1,26,constant,43,auto,15,31,nnClassifier,5,5,adam,distance,0.4810744810744811,2433.740982772084
relu,auto,28,gini,1,1,1,1,1,1,1,1,23,constant,61,auto,11,27,nnClassifier,4,5,adam,distance,0.5164835164835165,2433.741019180976
relu,auto,17,gini,1,1,1,1,1,1,1,1,24,constant,49,auto,12,18,nnClassifier,4,7,adam,distance,0.503052503052503,2433.74105558102
relu,auto,28,gini,1,1,1,1,1,1,1,1,26,constant,52,auto,14,21,nnClassifier,5,5,adam,distance,0.4908424908424908,2433.741092130076
relu,auto,31,gini,1,1,1,1,1,1,1,1,21,constant,33,auto,11,24,nnClassifier,5,7,adam,distance,0.5152625152625152,2433.741128700087
relu,auto,28,gini,1,1,1,1,1,1,1,1,23,constant,54,auto,14,21,nnClassifier,5,6,adam,distance,0.518925518925519,2433.741169659188
relu,auto,26,gini,1,1,1,1,1,1,1,1,18,constant,44,auto,11,30,nnClassifier,7,5,adam,distance,0.5164835164835165,2433.741207029205
relu,auto,21,gini,1,1,1,1,1,1,1,1,33,constant,60,auto,16,24,nnClassifier,4,5,adam,distance,0.48717948717948717,2433.7412434881553
relu,auto,27,gini,1,1,1,1,1,1,1,1,30,constant,38,auto,9,14,nnClassifier,6,7,adam,distance,0.5054945054945055,2433.7412803380284
relu,auto,22,gini,1,1,1,1,1,1,1,1,24,constant,65,auto,15,28,nnClassifier,7,7,adam,distance,0.5164835164835165,2433.7413169872016
relu,auto,24,gini,1,1,1,1,1,1,1,1,23,constant,26,auto,13,34,nnClassifier,5,6,adam,distance,0.4908424908424908,2433.741353537189
