activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,28,gini,0,1,1,1,1,1,0,0,3,adaptive,71,log2,3,6,kneighborsClassifier,7,3,adam,uniform,0.5824175824175825,134.28575583803467
relu,auto,16,gini,1,1,1,1,0,1,0,0,13,adaptive,87,sqrt,11,32,kneighborsClassifier,2,3,adam,uniform,0.6666666666666666,134.28580811689608
relu,auto,19,gini,0,1,1,1,0,1,1,1,13,invscaling,85,auto,9,10,nnClassifier,10,2,adam,uniform,0.4993894993894994,134.2858467870392
relu,kd_tree,11,gini,1,1,1,1,0,1,0,1,15,adaptive,58,auto,5,33,nnClassifier,7,3,adam,uniform,0.5091575091575091,134.28588519594632
relu,auto,28,gini,1,1,1,1,0,0,1,1,6,adaptive,94,sqrt,11,6,nnClassifier,6,4,adam,distance,0.5042735042735043,134.2859232958872
relu,kd_tree,8,gini,1,1,1,1,1,0,0,0,6,invscaling,82,log2,8,21,nnClassifier,8,3,adam,distance,0.48717948717948717,134.28596000606194
relu,ball_tree,21,gini,0,1,1,1,1,1,0,1,3,constant,46,auto,4,14,nnClassifier,7,3,adam,uniform,0.47496947496947495,134.28599742497317
relu,kd_tree,11,gini,1,1,1,1,1,1,0,0,32,constant,26,log2,15,33,kneighborsClassifier,4,3,adam,distance,0.796092796092796,134.28603429510258
relu,auto,15,gini,0,1,1,1,1,1,1,0,27,invscaling,28,log2,8,32,kneighborsClassifier,7,3,adam,uniform,0.6617826617826618,134.28607121505775
relu,ball_tree,8,gini,1,1,1,1,1,1,0,1,16,invscaling,61,log2,12,28,nnClassifier,8,9,adam,distance,0.4700854700854701,134.28610848402604
relu,kd_tree,8,gini,0,1,1,1,0,0,0,0,3,adaptive,52,log2,4,32,kneighborsClassifier,8,3,adam,uniform,0.7997557997557998,134.28615516400896
relu,kd_tree,8,gini,1,1,1,1,1,1,1,0,31,constant,51,auto,12,21,kneighborsClassifier,8,3,adam,distance,0.5079365079365079,134.28619194310158
relu,kd_tree,18,gini,0,1,1,1,1,1,1,0,8,constant,80,sqrt,19,24,kneighborsClassifier,9,2,adam,distance,0.6324786324786325,134.2862287031021
relu,kd_tree,13,gini,0,1,1,1,1,1,1,0,14,constant,10,sqrt,14,12,kneighborsClassifier,9,4,adam,distance,0.6605616605616605,134.28626512293704
relu,kd_tree,25,gini,1,1,1,1,0,1,1,0,13,invscaling,13,sqrt,6,22,kneighborsClassifier,8,4,adam,distance,0.6654456654456654,134.28630142193288
relu,auto,19,gini,1,1,1,1,0,1,0,0,21,adaptive,75,auto,16,36,kneighborsClassifier,9,5,adam,distance,0.7973137973137974,134.28633760195225
relu,ball_tree,8,gini,1,1,1,1,1,1,1,1,35,invscaling,29,sqrt,6,32,kneighborsClassifier,7,4,adam,uniform,0.7521367521367521,134.2863735218998
relu,auto,20,gini,0,1,1,1,1,1,1,1,17,invscaling,24,log2,7,6,kneighborsClassifier,3,2,adam,uniform,0.4981684981684982,134.28640956105664
relu,auto,9,gini,0,1,1,1,1,1,1,1,30,constant,68,log2,6,32,kneighborsClassifier,7,3,adam,uniform,0.6813186813186813,134.2864461611025
relu,ball_tree,27,gini,1,1,1,1,0,1,0,1,9,constant,30,sqrt,11,32,kneighborsClassifier,8,5,adam,uniform,0.7985347985347986,134.28648239094764
relu,auto,24,gini,1,1,1,1,1,1,1,1,3,constant,67,auto,3,10,nnClassifier,10,3,adam,distance,0.7716727716727717,573.7597946450114
relu,auto,12,gini,1,1,1,1,1,1,1,1,9,constant,83,auto,7,30,nnClassifier,6,1,adam,distance,0.778998778998779,573.7598478840664
relu,auto,20,gini,1,1,1,1,1,1,1,1,9,constant,81,auto,6,14,nnClassifier,9,2,adam,distance,0.47619047619047616,573.7598863639869
