activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,30,gini,1,1,1,1,1,1,1,1,39,constant,92,auto,16,17,nnClassifier,2,1,adam,distance,0.5213675213675214,289.57491173013113
relu,auto,17,gini,1,1,1,1,1,1,1,1,11,constant,17,auto,18,32,nnClassifier,3,3,adam,distance,0.5091575091575091,289.5749482891988
relu,auto,26,gini,1,1,1,1,1,1,1,1,37,constant,93,auto,11,20,nnClassifier,7,3,adam,distance,0.8424908424908425,289.5749976481311
relu,auto,20,gini,1,1,1,1,1,1,1,1,35,constant,47,auto,11,15,nnClassifier,4,6,adam,distance,0.5238095238095238,289.5750344682019
relu,auto,27,gini,1,1,1,1,1,1,1,1,39,constant,82,auto,7,13,nnClassifier,2,3,adam,distance,0.8351648351648352,289.57507131714374
relu,auto,26,gini,1,1,1,1,1,1,1,1,17,constant,17,auto,15,18,nnClassifier,3,4,adam,distance,0.5213675213675214,289.57510844711214
relu,auto,28,gini,1,1,1,1,1,1,1,1,11,constant,9,auto,11,27,nnClassifier,6,2,adam,distance,0.3052503052503053,289.5751450061798
relu,auto,26,gini,1,1,1,1,1,1,1,1,12,constant,15,auto,16,13,nnClassifier,6,1,adam,distance,0.8400488400488401,289.57518190611154
relu,auto,26,gini,1,1,1,1,1,1,1,1,36,constant,49,auto,18,27,nnClassifier,3,4,adam,distance,0.8095238095238095,289.57521842513233
relu,auto,26,gini,1,1,1,1,1,1,1,1,37,constant,75,auto,16,14,nnClassifier,4,5,adam,distance,0.5286935286935287,999.0320574201178
relu,auto,28,gini,1,1,1,1,1,1,1,1,20,constant,31,auto,6,15,nnClassifier,3,7,adam,distance,0.5164835164835165,999.0321154200938
relu,auto,25,gini,1,1,1,1,1,1,1,1,39,constant,15,auto,9,19,nnClassifier,5,5,adam,distance,0.525030525030525,999.0321539090946
relu,auto,16,gini,1,1,1,1,1,1,1,1,40,constant,63,auto,13,18,nnClassifier,4,9,adam,distance,0.518925518925519,999.0321914881933
relu,auto,28,gini,1,1,1,1,1,1,1,1,30,constant,52,auto,9,13,nnClassifier,3,2,adam,distance,0.5347985347985348,999.0322286682203
relu,auto,27,gini,1,1,1,1,1,1,1,1,40,constant,83,auto,18,20,nnClassifier,4,4,adam,distance,0.525030525030525,999.0322658771183
relu,auto,28,gini,1,1,1,1,1,1,1,1,33,constant,25,auto,5,8,nnClassifier,3,2,adam,distance,0.525030525030525,999.0323032771703
relu,auto,26,gini,1,1,1,1,1,1,1,1,40,constant,28,auto,8,19,nnClassifier,3,3,adam,distance,0.525030525030525,999.0323400760535
relu,auto,28,gini,1,1,1,1,1,1,1,1,39,constant,29,auto,10,17,nnClassifier,2,3,adam,distance,0.5115995115995116,999.0323770460673
relu,auto,21,gini,1,1,1,1,1,1,1,1,14,constant,23,auto,17,28,nnClassifier,4,1,adam,distance,0.503052503052503,999.032413855195
relu,auto,21,gini,1,1,1,1,1,1,1,1,17,constant,22,auto,11,17,nnClassifier,4,3,adam,distance,0.5152625152625152,999.0324507851619
relu,auto,26,gini,1,1,1,1,1,1,1,1,39,constant,88,auto,12,18,nnClassifier,6,3,adam,distance,0.514041514041514,999.0324878140818
relu,auto,21,gini,1,1,1,1,1,1,1,1,15,constant,21,auto,14,28,nnClassifier,3,3,adam,distance,0.5286935286935287,999.032524474198
relu,auto,29,gini,1,1,1,1,1,1,1,1,39,constant,89,auto,8,20,nnClassifier,3,2,adam,distance,0.5274725274725275,999.0325614430476
relu,auto,20,gini,1,1,1,1,1,1,1,1,39,constant,43,auto,8,19,nnClassifier,3,2,adam,distance,0.5225885225885226,999.0325980731286
relu,auto,25,gini,1,1,1,1,1,1,1,1,39,constant,78,auto,4,9,nnClassifier,4,2,adam,distance,0.5177045177045178,999.0326348321978
relu,auto,28,gini,1,1,1,1,1,1,1,1,21,constant,21,auto,11,20,nnClassifier,1,3,adam,distance,0.525030525030525,999.0326716520358
relu,auto,28,gini,1,1,1,1,1,1,1,1,15,constant,13,auto,11,23,nnClassifier,8,2,adam,distance,0.5238095238095238,999.0327086912002
relu,auto,26,gini,1,1,1,1,1,1,1,1,16,constant,19,auto,12,17,nnClassifier,2,1,adam,distance,0.5262515262515263,999.0327456311788
relu,auto,26,gini,1,1,1,1,1,1,1,1,35,constant,45,auto,14,29,nnClassifier,4,4,adam,distance,0.525030525030525,999.0327819501981
relu,auto,28,gini,1,1,1,1,1,1,1,1,35,constant,71,auto,12,10,nnClassifier,8,4,adam,distance,0.525030525030525,1685.1572323781438
relu,auto,28,gini,1,1,1,1,1,1,1,1,22,constant,28,auto,9,16,nnClassifier,4,3,adam,distance,0.5323565323565324,1685.157287697075
relu,auto,28,gini,1,1,1,1,1,1,1,1,39,constant,11,auto,9,20,nnClassifier,4,7,adam,distance,0.514041514041514,1685.1573267071508
relu,auto,20,gini,1,1,1,1,1,1,1,1,40,constant,59,auto,17,16,nnClassifier,3,6,adam,distance,0.5177045177045178,1685.1573641761206
relu,auto,25,gini,1,1,1,1,1,1,1,1,34,constant,48,auto,9,17,nnClassifier,3,3,adam,distance,0.5323565323565324,1685.1574015161023
relu,auto,27,gini,1,1,1,1,1,1,1,1,40,constant,79,auto,14,16,nnClassifier,4,3,adam,distance,0.5164835164835165,1685.1574387950823
relu,auto,29,gini,1,1,1,1,1,1,1,1,37,constant,28,auto,9,12,nnClassifier,3,1,adam,distance,0.5323565323565324,1685.15747663402
relu,auto,30,gini,1,1,1,1,1,1,1,1,40,constant,25,auto,8,18,nnClassifier,5,4,adam,distance,0.525030525030525,1685.1575135241728
relu,auto,29,gini,1,1,1,1,1,1,1,1,35,constant,29,auto,14,13,nnClassifier,2,3,adam,distance,0.525030525030525,1685.157550433185
relu,auto,17,gini,1,1,1,1,1,1,1,1,15,constant,23,auto,13,32,nnClassifier,4,3,adam,distance,0.5225885225885226,1685.1575874132104
relu,auto,19,gini,1,1,1,1,1,1,1,1,21,constant,19,auto,15,19,nnClassifier,5,7,adam,distance,0.5225885225885226,1685.1576242221054
relu,auto,24,gini,1,1,1,1,1,1,1,1,40,constant,84,auto,8,18,nnClassifier,4,4,adam,distance,0.5262515262515263,1685.1576611420605
relu,auto,25,gini,1,1,1,1,1,1,1,1,19,constant,25,auto,11,24,nnClassifier,4,3,adam,distance,0.5335775335775336,1685.1576982010156
relu,auto,29,gini,1,1,1,1,1,1,1,1,39,constant,85,auto,10,20,nnClassifier,3,4,adam,distance,0.525030525030525,1685.1577355610207
relu,auto,24,gini,1,1,1,1,1,1,1,1,40,constant,39,auto,8,19,nnClassifier,3,2,adam,distance,0.5372405372405372,1685.157772280043
relu,auto,25,gini,1,1,1,1,1,1,1,1,38,constant,74,auto,8,12,nnClassifier,8,2,adam,distance,0.5079365079365079,1685.1578091201372
relu,auto,28,gini,1,1,1,1,1,1,1,1,24,constant,24,auto,12,20,nnClassifier,2,3,adam,distance,0.525030525030525,1685.1578461390454
relu,auto,28,gini,1,1,1,1,1,1,1,1,19,constant,17,auto,7,20,nnClassifier,4,4,adam,distance,0.5372405372405372,1685.1578826291952
relu,auto,22,gini,1,1,1,1,1,1,1,1,20,constant,22,auto,12,15,nnClassifier,6,2,adam,distance,0.5213675213675214,1685.157919298159
relu,auto,28,gini,1,1,1,1,1,1,1,1,34,constant,41,auto,13,25,nnClassifier,3,5,adam,distance,0.525030525030525,1685.1579557780642
relu,auto,29,gini,1,1,1,1,1,1,1,1,33,constant,67,auto,9,12,nnClassifier,7,3,adam,distance,0.5372405372405372,2361.4668000182137
relu,auto,29,gini,1,1,1,1,1,1,1,1,26,constant,25,auto,6,14,nnClassifier,5,2,adam,distance,0.5164835164835165,2361.4668591881637
relu,auto,29,gini,1,1,1,1,1,1,1,1,39,constant,15,auto,9,17,nnClassifier,3,3,adam,distance,0.5164835164835165,2361.466897987062
relu,auto,24,gini,1,1,1,1,1,1,1,1,40,constant,55,auto,13,19,nnClassifier,4,6,adam,distance,0.5372405372405372,2361.466935757082
relu,auto,29,gini,1,1,1,1,1,1,1,1,33,constant,44,auto,7,13,nnClassifier,5,3,adam,distance,0.5323565323565324,2361.4669824361335
relu,auto,30,gini,1,1,1,1,1,1,1,1,40,constant,75,auto,13,15,nnClassifier,4,4,adam,distance,0.5164835164835165,2361.467020435026
relu,auto,27,gini,1,1,1,1,1,1,1,1,37,constant,29,auto,6,16,nnClassifier,3,5,adam,distance,0.525030525030525,2361.4670577850193
relu,auto,28,gini,1,1,1,1,1,1,1,1,40,constant,26,auto,10,17,nnClassifier,3,3,adam,distance,0.5164835164835165,2361.467094844207
relu,auto,29,gini,1,1,1,1,1,1,1,1,39,constant,33,auto,18,14,nnClassifier,4,5,adam,distance,0.5128205128205128,2361.4671321641654
relu,auto,21,gini,1,1,1,1,1,1,1,1,19,constant,27,auto,9,34,nnClassifier,4,4,adam,distance,0.503052503052503,2361.4671699230094
relu,auto,23,gini,1,1,1,1,1,1,1,1,25,constant,23,auto,11,17,nnClassifier,5,3,adam,distance,0.5115995115995116,2361.467207113048
relu,auto,28,gini,1,1,1,1,1,1,1,1,40,constant,80,auto,12,18,nnClassifier,5,2,adam,distance,0.5201465201465202,2361.467244392028
relu,auto,26,gini,1,1,1,1,1,1,1,1,23,constant,25,auto,9,20,nnClassifier,4,3,adam,distance,0.5079365079365079,2361.467281492194
relu,auto,28,gini,1,1,1,1,1,1,1,1,39,constant,81,auto,11,24,nnClassifier,6,4,adam,distance,0.525030525030525,2361.467318531126
relu,auto,22,gini,1,1,1,1,1,1,1,1,39,constant,35,auto,8,18,nnClassifier,3,2,adam,distance,0.5347985347985348,2361.46735556121
relu,auto,28,gini,1,1,1,1,1,1,1,1,40,constant,70,auto,4,11,nnClassifier,4,3,adam,distance,0.5201465201465202,2361.467395210173
relu,auto,26,gini,1,1,1,1,1,1,1,1,28,constant,21,auto,9,17,nnClassifier,6,4,adam,distance,0.525030525030525,2361.4674346591346
relu,auto,28,gini,1,1,1,1,1,1,1,1,23,constant,17,auto,11,22,nnClassifier,3,1,adam,distance,0.5164835164835165,2361.4674714691937
relu,auto,26,gini,1,1,1,1,1,1,1,1,16,constant,26,auto,16,14,nnClassifier,6,5,adam,distance,0.5262515262515263,2361.4675082780886
relu,auto,29,gini,1,1,1,1,1,1,1,1,33,constant,37,auto,17,24,nnClassifier,3,3,adam,distance,0.5323565323565324,2361.467545258114
