activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,18,gini,1,1,1,1,1,1,1,1,23,constant,30,auto,16,10,nnClassifier,9,10,adam,distance,0.5006105006105006,520.7853836789727
relu,auto,13,gini,1,1,1,1,1,1,1,1,11,constant,54,auto,16,23,nnClassifier,6,10,adam,distance,0.8229548229548229,520.7854196389671
relu,auto,22,gini,1,1,1,1,1,1,1,1,15,constant,59,auto,12,26,nnClassifier,1,10,adam,distance,0.8449328449328449,520.7854559279513
relu,auto,15,gini,1,1,1,1,1,1,1,1,9,constant,56,auto,15,25,nnClassifier,1,9,adam,distance,0.5018315018315018,1696.5951350869145
relu,auto,10,gini,1,1,1,1,1,1,1,1,18,constant,20,auto,16,30,nnClassifier,2,10,adam,distance,0.4908424908424908,1696.5951975360513
relu,auto,9,gini,1,1,1,1,1,1,1,1,11,constant,72,auto,17,27,nnClassifier,1,10,adam,distance,0.49572649572649574,1696.5952359749936
relu,auto,11,gini,1,1,1,1,1,1,1,1,12,constant,63,auto,8,24,nnClassifier,1,8,adam,distance,0.4908424908424908,1696.5952732949518
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,34,auto,16,27,nnClassifier,1,10,adam,distance,0.4908424908424908,1696.5953099739272
relu,auto,14,gini,1,1,1,1,1,1,1,1,19,constant,72,auto,15,24,nnClassifier,6,10,adam,distance,0.49572649572649574,1696.5953467029613
relu,auto,10,gini,1,1,1,1,1,1,1,1,15,constant,44,auto,13,22,nnClassifier,1,9,adam,distance,0.4945054945054945,1696.5953834329266
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,85,auto,15,25,nnClassifier,1,10,adam,distance,0.49572649572649574,1696.595419822028
relu,auto,13,gini,1,1,1,1,1,1,1,1,27,constant,14,auto,10,16,nnClassifier,1,10,adam,distance,0.4932844932844933,1696.5954560618848
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,22,auto,16,23,nnClassifier,1,10,adam,distance,0.4981684981684982,1696.595492600929
relu,auto,17,gini,1,1,1,1,1,1,1,1,12,constant,45,auto,13,30,nnClassifier,6,10,adam,distance,0.49206349206349204,1696.5955286500975
relu,auto,19,gini,1,1,1,1,1,1,1,1,16,constant,19,auto,15,27,nnClassifier,1,8,adam,distance,0.4945054945054945,1696.5955654699355
relu,auto,20,gini,1,1,1,1,1,1,1,1,29,constant,83,auto,16,10,nnClassifier,4,6,adam,distance,0.4981684981684982,1696.595601449022
relu,auto,12,gini,1,1,1,1,1,1,1,1,16,constant,62,auto,15,22,nnClassifier,1,5,adam,distance,0.4932844932844933,1696.5956378090195
relu,auto,16,gini,1,1,1,1,1,1,1,1,9,constant,51,auto,16,23,nnClassifier,2,10,adam,distance,0.5152625152625152,1696.5956738579553
relu,auto,14,gini,1,1,1,1,1,1,1,1,12,constant,82,auto,19,27,nnClassifier,1,10,adam,distance,0.5018315018315018,1696.595710447058
relu,auto,10,gini,1,1,1,1,1,1,1,1,24,constant,66,auto,12,28,nnClassifier,1,10,adam,distance,0.4908424908424908,1696.5957463369705
relu,auto,14,gini,1,1,1,1,1,1,1,1,19,constant,31,auto,16,14,nnClassifier,5,10,adam,distance,0.4884004884004884,1696.5957832559943
relu,auto,15,gini,1,1,1,1,1,1,1,1,15,constant,50,auto,17,22,nnClassifier,2,10,adam,distance,0.5201465201465202,1696.5958196159918
relu,auto,18,gini,1,1,1,1,1,1,1,1,11,constant,55,auto,16,26,nnClassifier,1,10,adam,distance,0.4981684981684982,1696.5958558050916
relu,auto,11,gini,1,1,1,1,1,1,1,1,12,constant,60,auto,11,29,nnClassifier,1,9,adam,distance,0.4932844932844933,2958.340307625942
relu,auto,14,gini,1,1,1,1,1,1,1,1,20,constant,24,auto,16,27,nnClassifier,5,10,adam,distance,0.5006105006105006,2958.3403719449416
relu,auto,11,gini,1,1,1,1,1,1,1,1,11,constant,68,auto,15,28,nnClassifier,1,10,adam,distance,0.49572649572649574,2958.340410633944
relu,auto,13,gini,1,1,1,1,1,1,1,1,15,constant,59,auto,8,26,nnClassifier,1,4,adam,distance,0.4993894993894994,2958.3404483539052
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,34,auto,16,27,nnClassifier,1,10,adam,distance,0.4908424908424908,2958.340485353023
relu,auto,10,gini,1,1,1,1,1,1,1,1,15,constant,74,auto,11,27,nnClassifier,2,10,adam,distance,0.5274725274725275,2958.3405218119733
relu,auto,11,gini,1,1,1,1,1,1,1,1,12,constant,40,auto,13,26,nnClassifier,1,8,adam,distance,0.4908424908424908,2958.3405587219168
relu,auto,11,gini,1,1,1,1,1,1,1,1,15,constant,81,auto,15,29,nnClassifier,1,10,adam,distance,0.4945054945054945,2958.340595511021
relu,auto,9,gini,1,1,1,1,1,1,1,1,23,constant,12,auto,10,20,nnClassifier,1,10,adam,distance,0.47985347985347987,2958.340631711064
relu,auto,14,gini,1,1,1,1,1,1,1,1,14,constant,18,auto,14,26,nnClassifier,1,10,adam,distance,0.4908424908424908,2958.3406681399792
relu,auto,13,gini,1,1,1,1,1,1,1,1,13,constant,41,auto,15,27,nnClassifier,6,10,adam,distance,0.5177045177045178,2958.3407043199986
relu,auto,15,gini,1,1,1,1,1,1,1,1,12,constant,23,auto,17,27,nnClassifier,1,10,adam,distance,0.49694749694749696,2958.340740449028
relu,auto,21,gini,1,1,1,1,1,1,1,1,25,constant,79,auto,16,14,nnClassifier,1,10,adam,distance,0.5128205128205128,2958.3407768090256
relu,auto,15,gini,1,1,1,1,1,1,1,1,16,constant,58,auto,11,18,nnClassifier,5,6,adam,distance,0.4932844932844933,2958.340812607901
relu,auto,16,gini,1,1,1,1,1,1,1,1,13,constant,47,auto,17,27,nnClassifier,6,10,adam,distance,0.5006105006105006,2958.3408484370448
relu,auto,12,gini,1,1,1,1,1,1,1,1,16,constant,78,auto,19,28,nnClassifier,1,10,adam,distance,0.4981684981684982,2958.3408842470963
relu,auto,10,gini,1,1,1,1,1,1,1,1,22,constant,62,auto,14,24,nnClassifier,1,7,adam,distance,0.4908424908424908,2958.3409201758914
relu,auto,18,gini,1,1,1,1,1,1,1,1,15,constant,35,auto,12,18,nnClassifier,6,6,adam,distance,0.48717948717948717,2958.3409560960717
relu,auto,11,gini,1,1,1,1,1,1,1,1,19,constant,46,auto,13,18,nnClassifier,4,7,adam,distance,0.49694749694749696,2958.340992054902
relu,auto,20,gini,1,1,1,1,1,1,1,1,15,constant,51,auto,12,30,nnClassifier,1,10,adam,distance,0.5018315018315018,2958.3410280849785
relu,auto,15,gini,1,1,1,1,1,1,1,1,11,constant,61,auto,15,28,nnClassifier,1,7,adam,distance,0.4993894993894994,4200.458484617993
relu,auto,12,gini,1,1,1,1,1,1,1,1,17,constant,23,auto,16,27,nnClassifier,5,10,adam,distance,0.48717948717948717,4200.458552646916
relu,auto,11,gini,1,1,1,1,1,1,1,1,12,constant,64,auto,16,26,nnClassifier,1,10,adam,distance,0.4993894993894994,4200.458591636037
relu,auto,15,gini,1,1,1,1,1,1,1,1,12,constant,59,auto,11,27,nnClassifier,1,6,adam,distance,0.47985347985347987,4200.458629145054
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,34,auto,16,27,nnClassifier,1,10,adam,distance,0.4908424908424908,4200.458666024962
relu,auto,14,gini,1,1,1,1,1,1,1,1,15,constant,70,auto,13,26,nnClassifier,1,10,adam,distance,0.5006105006105006,4200.458703164011
relu,auto,9,gini,1,1,1,1,1,1,1,1,16,constant,44,auto,13,23,nnClassifier,5,10,adam,distance,0.4993894993894994,4200.458739764057
relu,auto,10,gini,1,1,1,1,1,1,1,1,16,constant,77,auto,15,29,nnClassifier,1,10,adam,distance,0.4993894993894994,4200.458777473075
relu,auto,13,gini,1,1,1,1,1,1,1,1,19,constant,16,auto,14,22,nnClassifier,1,10,adam,distance,0.49572649572649574,4200.4588142219
relu,auto,14,gini,1,1,1,1,1,1,1,1,12,constant,22,auto,14,24,nnClassifier,1,10,adam,distance,0.4981684981684982,4200.458854181925
relu,auto,11,gini,1,1,1,1,1,1,1,1,13,constant,37,auto,17,26,nnClassifier,6,10,adam,distance,0.5201465201465202,4200.458893820876
relu,auto,11,gini,1,1,1,1,1,1,1,1,16,constant,27,auto,15,27,nnClassifier,1,8,adam,distance,0.4932844932844933,4200.458930569934
relu,auto,19,gini,1,1,1,1,1,1,1,1,21,constant,75,auto,16,18,nnClassifier,3,10,adam,distance,0.48717948717948717,4200.458967159968
relu,auto,11,gini,1,1,1,1,1,1,1,1,20,constant,54,auto,11,14,nnClassifier,1,8,adam,distance,0.4993894993894994,4200.459004428936
relu,auto,12,gini,1,1,1,1,1,1,1,1,12,constant,43,auto,18,23,nnClassifier,4,10,adam,distance,0.5091575091575091,4200.459041028982
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,82,auto,15,27,nnClassifier,1,10,adam,distance,0.4932844932844933,4200.459271725034
relu,auto,10,gini,1,1,1,1,1,1,1,1,18,constant,66,auto,12,26,nnClassifier,1,9,adam,distance,0.4908424908424908,4200.459308434045
relu,auto,14,gini,1,1,1,1,1,1,1,1,12,constant,37,auto,12,20,nnClassifier,2,5,adam,distance,0.514041514041514,4200.459344933974
relu,auto,9,gini,1,1,1,1,1,1,1,1,15,constant,50,auto,13,18,nnClassifier,5,9,adam,distance,0.5006105006105006,4200.459381552879
relu,auto,16,gini,1,1,1,1,1,1,1,1,18,constant,47,auto,10,27,nnClassifier,1,9,adam,distance,0.4981684981684982,4200.459418671904
