activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,20,gini,1,1,1,1,1,1,1,1,31,constant,8,auto,19,31,kneighborsClassifier,5,5,adam,distance,0.5506715506715507,139.16287922905758
relu,ball_tree,28,gini,1,1,1,1,1,1,0,1,34,constant,37,sqrt,18,34,kneighborsClassifier,6,7,sgd,distance,0.6251526251526252,139.16293353796937
tanh,auto,16,gini,1,1,1,1,1,1,0,1,22,constant,77,sqrt,7,23,kneighborsClassifier,5,10,adam,distance,0.6251526251526252,139.16297179809771
tanh,auto,20,gini,1,1,1,1,1,1,0,1,28,constant,41,sqrt,12,14,kneighborsClassifier,6,7,sgd,distance,0.8351648351648352,139.1630088670645
relu,auto,20,gini,1,1,1,1,1,1,1,1,23,constant,73,auto,12,15,nnClassifier,6,10,sgd,distance,0.5018315018315018,139.16306238691323
tanh,ball_tree,20,gini,1,1,1,1,1,1,0,1,10,constant,43,auto,15,36,kneighborsClassifier,7,10,sgd,distance,0.6605616605616605,139.16309992596507
tanh,auto,20,gini,1,1,1,1,1,1,1,1,23,constant,53,sqrt,12,8,nnClassifier,5,10,sgd,distance,0.4627594627594628,139.16313758608885
tanh,ball_tree,15,gini,1,1,1,1,1,1,1,1,7,constant,22,sqrt,13,32,kneighborsClassifier,6,9,sgd,distance,0.6874236874236874,139.16317472606897
relu,ball_tree,21,gini,1,1,1,1,1,1,0,1,11,constant,94,auto,6,20,kneighborsClassifier,4,5,adam,distance,0.757020757020757,139.16321221506223
tanh,auto,20,gini,1,1,1,1,1,1,0,1,19,constant,19,sqrt,18,20,randomForestClassifier,3,7,sgd,distance,0.5409035409035409,139.1632492749486
tanh,ball_tree,21,gini,1,1,1,1,1,1,1,1,18,constant,58,sqrt,19,10,randomForestClassifier,6,8,adam,distance,0.49206349206349204,139.16328557394445
tanh,ball_tree,21,gini,1,1,1,1,1,1,0,1,26,constant,35,sqrt,14,9,kneighborsClassifier,5,8,sgd,distance,0.7057387057387058,139.16332225408405
tanh,ball_tree,25,gini,1,1,1,1,1,1,1,1,32,constant,36,sqrt,20,16,nnClassifier,7,6,adam,distance,0.4542124542124542,139.16335859405808
tanh,ball_tree,20,gini,1,1,1,1,1,1,0,1,19,constant,53,sqrt,18,17,randomForestClassifier,5,10,sgd,distance,0.8522588522588522,139.16339528304525
relu,ball_tree,20,gini,1,1,1,1,1,1,1,1,26,constant,32,sqrt,18,18,randomForestClassifier,5,10,sgd,distance,0.48595848595848595,139.1634316430427
tanh,ball_tree,24,gini,1,1,1,1,1,1,1,1,36,constant,89,sqrt,9,17,nnClassifier,5,5,adam,distance,0.4810744810744811,139.16346811200492
tanh,ball_tree,20,gini,1,1,1,1,1,1,1,1,26,constant,87,sqrt,8,16,nnClassifier,7,7,adam,distance,0.4810744810744811,139.16350451204926
tanh,ball_tree,21,gini,1,1,1,1,1,1,1,1,16,constant,68,sqrt,10,17,kneighborsClassifier,6,10,adam,distance,0.49694749694749696,139.1635407418944
tanh,ball_tree,17,gini,1,1,1,1,1,1,0,1,16,constant,66,sqrt,17,25,nnClassifier,6,10,sgd,distance,0.4627594627594628,139.16357716103084
relu,ball_tree,15,gini,1,1,1,1,1,1,1,1,24,constant,55,auto,18,34,nnClassifier,5,10,sgd,distance,0.4896214896214896,139.16361425095238
relu,auto,19,gini,1,1,1,1,1,1,1,1,27,constant,12,auto,17,27,nnClassifier,6,9,adam,distance,0.8241758241758241,439.3698294260539
relu,auto,24,gini,1,1,1,1,1,1,1,1,30,constant,41,auto,20,30,nnClassifier,4,10,adam,distance,0.8083028083028083,439.36988975596614
relu,auto,20,gini,1,1,1,1,1,1,1,1,18,constant,73,auto,11,19,nnClassifier,5,10,adam,distance,0.8266178266178266,439.36992939491756
relu,auto,20,gini,1,1,1,1,1,1,1,1,25,constant,45,auto,11,13,nnClassifier,4,10,adam,distance,0.8083028083028083,439.3699665549211
