activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,16,mse,0,0,0,1,0,0,0,1,0,1,1,1,20,adaptive,2,sqrt,13,15,nnRegressor,8,5,lbfgs,uniform,0.46350218100698826
tanh,kd_tree,23,poisson,1,1,0,1,1,1,1,0,0,1,1,0,17,adaptive,5,auto,7,27,nnRegressor,1,3,sgd,distance,0.4321589916783771
identity,auto,32,poisson,1,0,1,1,0,1,0,1,0,1,0,0,25,adaptive,50,log2,4,19,kneighborsRegressor,1,3,adam,distance,0.6311646300539527
tanh,kd_tree,20,mse,1,0,1,0,1,0,1,0,0,1,1,0,35,adaptive,89,auto,17,35,kneighborsRegressor,3,6,sgd,uniform,0.49376784421030573
identity,ball_tree,28,poisson,0,1,1,0,1,1,0,0,1,1,0,0,36,adaptive,93,log2,3,38,nnRegressor,1,7,adam,distance,0.99999999727394
logistic,brute,17,mse,0,0,1,1,0,1,1,0,1,1,1,0,36,adaptive,2,log2,19,24,nnRegressor,9,3,lbfgs,distance,0.9991206257512478
relu,auto,11,mse,0,0,0,0,0,0,1,1,0,1,0,0,33,constant,46,log2,5,25,randomForestRegressor,10,9,adam,distance,0.5067658261934884
tanh,kd_tree,25,mse,0,0,0,1,1,1,1,1,1,1,1,0,30,adaptive,22,auto,16,32,nnRegressor,9,1,sgd,distance,0.4247476208946386
relu,auto,14,mae,1,0,0,1,0,0,0,0,1,1,1,0,38,constant,24,sqrt,18,19,nnRegressor,4,2,adam,distance,0.4874500812927045
identity,brute,29,poisson,0,0,1,0,0,0,0,0,1,0,0,0,34,constant,39,sqrt,7,22,kneighborsRegressor,8,5,adam,distance,0.2387374777253024
relu,kd_tree,30,poisson,0,0,1,1,0,1,0,1,1,0,0,0,2,invscaling,73,log2,10,24,kneighborsRegressor,5,3,adam,distance,0.6250335295170194
tanh,kd_tree,27,poisson,1,1,1,1,1,1,0,1,0,1,0,1,14,adaptive,5,auto,13,27,randomForestRegressor,4,10,adam,uniform,0.09099528128697432
identity,brute,20,mae,1,1,0,1,0,0,1,0,1,0,1,1,10,constant,11,log2,15,18,randomForestRegressor,7,5,sgd,uniform,0.6414610715134949
logistic,brute,26,poisson,1,0,0,1,0,1,0,1,1,0,0,1,19,invscaling,43,auto,14,6,nnRegressor,2,4,sgd,distance,0.0009717070586117149
tanh,brute,30,mse,1,0,1,0,0,1,1,0,0,0,0,1,31,adaptive,26,auto,5,4,nnRegressor,4,6,lbfgs,distance,0.9996487971452517
identity,brute,17,mse,1,0,0,0,1,1,1,0,0,0,0,0,18,adaptive,45,auto,14,40,kneighborsRegressor,6,9,adam,uniform,0.5494020804225217
tanh,ball_tree,23,mae,1,0,1,0,1,1,1,1,0,0,0,0,10,constant,71,log2,17,37,nnRegressor,4,7,lbfgs,distance,0.9996126733927067
tanh,ball_tree,30,mae,1,0,1,1,0,1,1,0,1,0,1,1,28,constant,21,log2,19,36,kneighborsRegressor,6,3,sgd,uniform,0.5648364941685935
logistic,ball_tree,10,poisson,1,1,0,0,0,1,0,0,1,1,1,1,4,adaptive,61,auto,17,6,nnRegressor,2,10,sgd,uniform,0.3879916965370066
relu,kd_tree,31,poisson,0,0,1,0,0,1,1,1,1,1,0,1,25,adaptive,90,auto,5,27,nnRegressor,6,8,lbfgs,uniform,0.9993941176705622
identity,auto,28,mae,0,1,0,1,0,1,1,1,1,0,0,0,9,invscaling,25,log2,14,3,kneighborsRegressor,7,2,sgd,distance,0.4856325754878046
identity,brute,20,mae,0,1,0,0,1,1,0,0,0,1,1,0,23,constant,65,auto,9,18,kneighborsRegressor,8,10,lbfgs,uniform,0.5730211523426867
identity,brute,31,poisson,0,0,1,0,0,0,0,1,0,0,1,0,20,invscaling,53,sqrt,15,17,kneighborsRegressor,3,10,sgd,distance,0.3153065424124346
tanh,auto,10,poisson,1,0,1,0,0,1,0,0,1,0,1,1,2,adaptive,18,sqrt,3,18,randomForestRegressor,3,2,adam,distance,0.4930831820086634
logistic,ball_tree,12,mae,1,0,0,0,1,0,0,0,1,1,0,1,20,invscaling,72,auto,19,6,nnRegressor,9,1,lbfgs,distance,0.5261478579800467
tanh,ball_tree,23,mae,0,0,1,1,1,0,0,0,1,0,1,1,30,adaptive,20,log2,12,29,kneighborsRegressor,2,6,sgd,distance,0.5658989635203608
identity,auto,31,poisson,0,0,1,1,0,1,1,1,0,1,0,1,35,invscaling,21,auto,15,13,kneighborsRegressor,6,8,lbfgs,distance,0.6757975224478641
logistic,ball_tree,26,poisson,1,0,0,1,0,1,1,1,1,1,1,1,16,invscaling,53,log2,5,28,kneighborsRegressor,3,3,adam,distance,0.6496515296203682
relu,auto,20,mae,0,1,0,1,1,0,1,0,0,1,1,0,21,invscaling,56,log2,13,5,kneighborsRegressor,4,3,adam,distance,0.4908646587589711
logistic,kd_tree,11,mae,1,0,1,0,0,1,0,0,0,1,0,1,22,constant,72,sqrt,14,26,nnRegressor,1,3,adam,distance,0.994403565743453
tanh,brute,20,mae,1,1,1,0,1,1,1,0,1,0,1,1,36,constant,51,sqrt,9,28,randomForestRegressor,4,4,adam,distance,0.9916300033312804
logistic,kd_tree,16,mae,0,1,1,0,1,1,1,1,0,0,0,1,18,constant,4,auto,16,10,nnRegressor,6,6,adam,uniform,0.9998131731402512
logistic,kd_tree,22,mae,0,1,1,0,0,1,1,0,1,1,1,0,19,constant,51,log2,14,20,nnRegressor,1,1,lbfgs,uniform,-1.3662663314484291e-05
relu,kd_tree,30,mse,1,0,1,1,1,1,0,0,0,0,0,0,21,invscaling,46,auto,14,39,kneighborsRegressor,6,4,lbfgs,uniform,0.5393083871644825
relu,brute,30,mae,0,1,1,0,0,0,1,0,1,0,1,0,18,constant,81,log2,14,26,randomForestRegressor,3,6,sgd,uniform,0.9932370587077249
identity,brute,17,poisson,1,0,0,1,0,1,0,1,0,0,1,0,34,constant,81,sqrt,16,23,randomForestRegressor,5,1,adam,uniform,0.5048417774731866
tanh,brute,12,poisson,0,1,1,0,1,1,1,1,1,0,0,0,26,constant,83,sqrt,18,24,kneighborsRegressor,10,10,sgd,uniform,0.5588374578351825
relu,kd_tree,12,poisson,0,0,1,1,0,1,0,1,0,1,1,1,33,invscaling,46,log2,17,14,kneighborsRegressor,2,9,sgd,uniform,0.6553236062377159
tanh,auto,29,mae,0,1,0,0,1,0,0,1,1,0,1,0,27,invscaling,27,log2,8,3,randomForestRegressor,3,5,lbfgs,distance,0.735368198568747
tanh,ball_tree,14,poisson,0,0,1,0,1,0,0,0,0,0,0,0,37,constant,92,sqrt,5,35,randomForestRegressor,3,1,lbfgs,uniform,0.8000863271861463
relu,ball_tree,14,mse,0,1,1,1,0,1,0,0,1,0,0,1,27,invscaling,96,sqrt,13,24,nnRegressor,2,10,adam,uniform,0.9997520941942181
logistic,auto,26,mae,1,1,0,1,0,1,0,1,0,1,1,1,37,invscaling,4,log2,6,27,nnRegressor,7,4,adam,distance,0.5535277453438627
identity,brute,10,poisson,1,1,0,1,1,1,0,1,0,1,1,1,2,constant,96,sqrt,10,31,kneighborsRegressor,4,6,adam,distance,0.5945980183211198
identity,ball_tree,9,poisson,0,1,0,1,1,0,1,1,1,0,0,1,20,adaptive,39,auto,14,7,randomForestRegressor,6,5,lbfgs,distance,0.4904165224406065
