activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,11,mse,0,1,1,0,1,0,1,1,0,1,0,1,14,constant,96,auto,14,16,kneighborsRegressor,8,4,lbfgs,uniform,0.5752497545896889
relu,auto,19,mse,1,1,1,0,0,1,0,0,0,0,1,0,20,adaptive,74,sqrt,18,24,randomForestRegressor,4,1,sgd,distance,0.9938625607004608
tanh,brute,23,mae,0,0,0,1,0,1,1,0,0,0,0,1,8,invscaling,96,auto,11,17,kneighborsRegressor,2,3,sgd,distance,0.3888932239661266
identity,auto,8,mse,0,1,1,1,0,0,1,1,0,1,1,1,38,constant,72,log2,18,25,randomForestRegressor,6,9,adam,uniform,0.9934579818115088
logistic,auto,32,mae,1,1,0,0,0,0,1,1,1,0,1,1,2,invscaling,27,sqrt,10,24,kneighborsRegressor,10,6,sgd,uniform,0.5082881657969524
logistic,auto,9,mae,0,1,0,0,1,1,0,1,1,0,0,1,26,constant,9,sqrt,14,5,nnRegressor,9,9,sgd,distance,0.3981317586722317
tanh,kd_tree,16,mae,1,1,0,0,0,0,1,0,0,1,1,1,11,constant,95,sqrt,13,26,kneighborsRegressor,1,1,adam,distance,-0.014352111556024338
tanh,kd_tree,23,mae,0,0,0,1,1,0,1,1,0,0,1,0,6,constant,93,auto,6,3,nnRegressor,7,4,lbfgs,uniform,0.44106736354541043
logistic,brute,30,mse,1,0,1,0,1,0,1,1,0,0,1,0,5,invscaling,93,log2,5,4,kneighborsRegressor,9,9,lbfgs,distance,0.4830946406535359
tanh,ball_tree,9,mae,0,0,1,1,1,1,1,0,0,0,1,0,37,invscaling,24,auto,15,18,randomForestRegressor,5,6,sgd,distance,0.9997535312092947
identity,auto,32,poisson,1,0,0,1,0,0,0,0,0,1,1,0,34,constant,91,auto,14,23,randomForestRegressor,4,4,sgd,uniform,0.46221415335056026
relu,brute,12,mse,0,1,1,0,1,1,0,1,0,0,0,0,35,adaptive,37,auto,10,37,nnRegressor,9,10,sgd,uniform,0.9991291423899936
logistic,kd_tree,28,poisson,0,0,1,1,1,1,1,0,1,0,1,1,37,invscaling,16,sqrt,15,38,randomForestRegressor,10,3,lbfgs,uniform,0.5165634552421239
relu,ball_tree,32,mse,0,0,0,0,0,1,1,0,0,0,1,1,35,adaptive,51,sqrt,12,25,kneighborsRegressor,4,4,lbfgs,distance,0.24297291722224568
relu,ball_tree,8,mse,0,1,1,1,1,1,1,0,1,0,1,1,28,constant,69,auto,6,22,kneighborsRegressor,5,1,sgd,distance,0.3435876653128258
relu,auto,10,mse,1,1,1,1,1,0,1,0,1,0,1,0,23,constant,26,log2,14,9,kneighborsRegressor,2,10,sgd,distance,0.5151884409184012
logistic,brute,10,poisson,1,0,1,0,1,0,0,1,1,1,1,1,40,adaptive,50,log2,2,25,kneighborsRegressor,3,7,adam,distance,0.5365853418269784
logistic,ball_tree,31,poisson,1,0,1,0,0,1,0,0,0,0,0,1,31,invscaling,81,auto,4,20,kneighborsRegressor,7,1,sgd,uniform,-0.27343585626531963
identity,auto,17,poisson,1,1,0,0,1,0,1,0,1,0,1,0,23,constant,46,auto,8,13,kneighborsRegressor,4,1,sgd,distance,0.10964997017006572
logistic,ball_tree,31,mae,0,0,0,0,1,1,0,1,0,1,0,1,40,constant,71,log2,7,26,randomForestRegressor,9,7,adam,distance,0.7254720010140316
tanh,auto,28,mse,0,0,1,0,0,1,0,0,1,1,0,0,15,invscaling,51,auto,15,19,kneighborsRegressor,3,9,sgd,distance,0.5008152478227372
relu,ball_tree,19,mae,0,1,1,0,1,0,0,0,1,0,1,0,30,adaptive,13,log2,15,29,randomForestRegressor,5,9,adam,uniform,0.9919862833746511
logistic,ball_tree,11,mae,0,1,0,1,1,1,1,1,1,0,0,1,12,constant,61,sqrt,8,13,kneighborsRegressor,6,8,lbfgs,distance,0.5805692867491246
logistic,brute,21,mse,0,0,0,0,0,1,0,0,0,1,1,0,7,adaptive,94,auto,2,12,randomForestRegressor,2,1,adam,distance,0.455913342264439
logistic,brute,27,poisson,1,1,1,1,1,0,1,1,1,0,0,1,21,adaptive,75,log2,14,11,randomForestRegressor,6,5,adam,uniform,0.897364261810441
relu,ball_tree,21,poisson,0,0,1,0,0,0,0,1,1,1,1,0,4,adaptive,77,sqrt,10,15,randomForestRegressor,9,9,adam,distance,0.8539417541298376
relu,ball_tree,19,mae,0,1,0,0,0,1,1,1,0,0,0,0,10,constant,20,log2,20,38,randomForestRegressor,10,10,adam,distance,0.7109442901353995
identity,brute,9,poisson,1,0,1,0,0,1,0,0,1,0,1,0,17,adaptive,35,sqrt,14,14,nnRegressor,2,1,adam,distance,0.999998913641299
tanh,kd_tree,25,mse,0,1,1,1,0,1,1,1,1,1,1,0,13,constant,53,sqrt,18,28,randomForestRegressor,4,8,lbfgs,distance,0.9902025498580882
logistic,ball_tree,12,poisson,1,0,1,1,1,1,0,1,1,1,0,0,32,adaptive,11,sqrt,7,34,nnRegressor,3,4,lbfgs,distance,0.9989952388106141
relu,kd_tree,19,mse,1,1,0,1,0,0,0,0,1,0,0,1,25,constant,38,log2,13,37,randomForestRegressor,10,2,sgd,uniform,0.6109247151516495
identity,brute,24,mse,1,0,1,1,0,0,0,0,0,1,0,1,32,invscaling,15,auto,5,5,kneighborsRegressor,6,10,lbfgs,uniform,0.4285373471131524
logistic,auto,10,mse,0,0,1,0,1,0,0,1,0,0,0,0,20,constant,76,auto,5,20,randomForestRegressor,6,10,sgd,uniform,0.9999101441604291
logistic,brute,12,mae,0,1,0,1,0,1,1,1,0,1,1,1,4,constant,61,sqrt,2,7,kneighborsRegressor,7,7,adam,distance,0.5766891628379875
identity,ball_tree,19,mae,1,1,1,0,1,0,1,0,1,0,0,1,19,invscaling,43,auto,8,5,kneighborsRegressor,6,10,lbfgs,distance,0.5070854510859859
logistic,kd_tree,28,poisson,1,1,1,0,0,0,0,0,1,0,1,1,32,constant,2,sqrt,17,37,kneighborsRegressor,1,2,adam,uniform,0.24228958955835267
tanh,ball_tree,10,mse,0,0,0,1,1,0,1,1,1,1,1,1,40,invscaling,16,sqrt,20,13,randomForestRegressor,6,7,lbfgs,uniform,0.6930864181268875
tanh,ball_tree,20,mae,1,1,0,0,1,1,1,0,1,1,0,0,32,invscaling,13,auto,7,26,nnRegressor,3,3,lbfgs,distance,0.5531960196138707
identity,ball_tree,15,poisson,1,0,1,1,0,1,0,1,0,1,0,0,34,constant,1,auto,17,27,randomForestRegressor,1,10,lbfgs,uniform,0.9997803993650519
logistic,auto,24,mse,1,1,0,1,1,0,1,1,0,0,0,0,32,invscaling,76,auto,3,30,randomForestRegressor,6,8,sgd,distance,0.7759363533724608
identity,ball_tree,25,mae,0,1,1,1,1,1,1,0,0,0,1,0,27,constant,82,sqrt,9,12,randomForestRegressor,10,5,sgd,uniform,0.9886098785906111
relu,brute,19,mse,0,1,0,1,0,1,1,1,0,0,0,1,8,constant,50,auto,6,2,nnRegressor,5,8,lbfgs,distance,0.5287702491646882
identity,kd_tree,27,mse,1,1,0,0,0,1,1,1,0,0,0,0,22,adaptive,53,log2,19,7,kneighborsRegressor,10,4,adam,distance,0.4939982906495328
logistic,ball_tree,9,mse,0,1,0,0,0,0,0,0,1,0,0,0,13,adaptive,54,sqrt,12,17,randomForestRegressor,5,3,sgd,uniform,0.4888159582591566
identity,ball_tree,27,mae,1,1,1,1,1,1,0,0,0,1,1,1,33,invscaling,51,log2,5,4,nnRegressor,9,4,sgd,uniform,0.9999174082830296
identity,auto,32,mae,1,0,1,0,1,1,0,1,0,1,0,0,37,adaptive,95,log2,5,29,randomForestRegressor,3,10,lbfgs,uniform,0.9903399835225979
relu,auto,29,poisson,1,0,0,1,0,1,1,1,1,1,1,0,13,adaptive,45,sqrt,20,3,randomForestRegressor,4,3,lbfgs,distance,0.5467830057533396
relu,ball_tree,25,mse,1,1,0,0,0,1,1,1,1,0,0,0,30,adaptive,27,auto,6,2,randomForestRegressor,4,6,adam,uniform,0.7987238643897323
identity,auto,18,mae,1,0,0,1,0,0,1,0,0,1,0,0,38,constant,50,sqrt,15,37,nnRegressor,8,8,adam,uniform,0.042583814822450106
logistic,brute,15,mse,1,0,1,1,0,0,1,1,0,0,1,1,34,invscaling,96,log2,15,16,randomForestRegressor,6,8,adam,uniform,0.9864626277724922
relu,kd_tree,26,mse,1,0,1,0,1,0,0,1,0,1,0,1,38,constant,33,sqrt,15,32,randomForestRegressor,8,7,lbfgs,uniform,0.9915521042791283
tanh,ball_tree,25,mse,0,0,0,1,0,0,1,0,0,0,1,1,39,constant,17,auto,8,30,randomForestRegressor,10,7,sgd,distance,0.551313044457548
identity,brute,20,mse,1,0,0,1,1,1,1,1,1,0,0,1,10,adaptive,91,sqrt,15,33,kneighborsRegressor,6,5,adam,uniform,0.671260293033223
logistic,auto,10,mae,0,1,1,1,0,1,1,1,1,0,0,1,40,adaptive,30,log2,16,28,randomForestRegressor,8,5,sgd,distance,0.9913440024960324
relu,ball_tree,13,poisson,1,0,0,0,0,1,1,1,1,0,0,0,35,adaptive,18,auto,20,12,kneighborsRegressor,1,3,lbfgs,distance,0.4503260816204806
tanh,brute,14,poisson,0,1,0,1,1,0,1,1,1,0,0,0,22,invscaling,5,sqrt,8,3,kneighborsRegressor,1,10,adam,distance,0.5587929541987134
