activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,28,poisson,0,1,1,0,1,0,1,1,1,1,0,1,13,constant,98,auto,5,36,kneighborsRegressor,2,8,lbfgs,distance,0.555607466477382
relu,kd_tree,30,mse,0,1,0,0,1,1,1,1,1,0,0,0,15,invscaling,1,auto,12,27,nnRegressor,4,3,sgd,distance,0.21607167005189187
logistic,brute,18,poisson,1,1,0,0,1,1,1,0,1,1,0,0,21,constant,94,sqrt,12,2,randomForestRegressor,8,9,adam,distance,0.6523884341446253
tanh,brute,11,poisson,0,0,1,0,1,1,0,0,1,1,0,0,11,invscaling,42,sqrt,3,29,nnRegressor,5,10,lbfgs,uniform,0.9996041669123533
logistic,brute,29,mse,1,0,1,1,1,0,0,1,1,1,1,1,4,invscaling,65,sqrt,15,34,nnRegressor,10,4,adam,distance,0.9998754875526551
logistic,kd_tree,30,mae,0,1,0,0,0,0,0,0,1,0,1,1,16,invscaling,40,sqrt,17,6,kneighborsRegressor,8,5,adam,distance,0.2551572710255655
tanh,brute,15,poisson,0,0,0,0,1,1,1,1,0,1,0,1,33,invscaling,67,auto,10,18,randomForestRegressor,10,5,adam,distance,0.5523238091642572
relu,brute,16,mse,1,1,0,0,0,0,1,1,0,1,1,0,13,invscaling,70,log2,18,8,kneighborsRegressor,10,5,sgd,uniform,0.45863798406517375
identity,auto,18,poisson,0,0,1,1,0,1,1,1,0,0,1,1,23,constant,64,log2,16,26,kneighborsRegressor,2,4,adam,distance,0.5385707201592472
identity,ball_tree,11,mae,0,1,1,1,0,1,0,0,0,1,1,0,19,constant,60,auto,5,22,kneighborsRegressor,1,10,lbfgs,uniform,0.5063162866050992
relu,brute,23,poisson,0,0,1,1,1,0,0,1,0,0,0,1,38,invscaling,72,log2,18,31,randomForestRegressor,6,1,sgd,distance,0.8414131519156313
identity,ball_tree,10,poisson,0,1,1,0,0,1,1,1,0,1,0,0,14,invscaling,20,log2,18,2,randomForestRegressor,10,9,sgd,distance,0.567190948801218
tanh,auto,20,mse,0,1,1,1,0,1,0,0,0,1,0,1,30,constant,29,auto,15,34,nnRegressor,1,2,sgd,uniform,0.9969657863160672
logistic,auto,9,poisson,1,0,0,0,0,0,1,0,1,0,1,1,30,invscaling,4,log2,5,24,nnRegressor,4,1,lbfgs,distance,0.41543291220818435
identity,brute,28,mae,0,1,1,1,0,1,1,0,0,1,1,0,26,adaptive,42,auto,6,28,nnRegressor,6,2,sgd,distance,0.9999999999134757
logistic,ball_tree,15,mse,1,1,1,1,0,1,1,1,1,1,0,1,35,invscaling,32,log2,4,3,nnRegressor,2,2,lbfgs,distance,0.9994576122178092
logistic,kd_tree,26,mae,1,0,1,0,0,0,1,1,1,1,1,1,37,constant,99,log2,2,26,nnRegressor,7,3,adam,distance,0.9999193260996205
identity,kd_tree,11,mae,1,1,1,0,0,0,1,0,0,1,1,1,5,adaptive,83,auto,17,40,kneighborsRegressor,1,9,adam,uniform,0.42665868670872265
tanh,kd_tree,27,mae,0,0,0,0,0,0,0,0,1,1,1,0,11,adaptive,41,sqrt,19,17,randomForestRegressor,5,2,lbfgs,distance,0.40575444144298
logistic,brute,17,mse,1,0,0,0,0,0,0,0,1,1,1,1,21,adaptive,61,auto,20,13,kneighborsRegressor,5,3,lbfgs,uniform,0.22988603066447888
relu,ball_tree,22,mse,0,0,1,1,0,1,0,1,1,0,0,1,10,constant,27,auto,8,19,randomForestRegressor,7,2,sgd,uniform,0.9999935472335362
relu,ball_tree,8,mae,1,1,1,1,0,1,1,0,0,1,0,0,6,invscaling,15,auto,18,36,kneighborsRegressor,6,1,lbfgs,distance,0.2884044267612157
identity,brute,25,mae,0,1,0,0,0,1,1,1,0,0,1,0,5,adaptive,11,auto,9,33,kneighborsRegressor,8,10,lbfgs,distance,0.49764136403375425
relu,brute,22,poisson,0,1,1,1,0,1,0,1,0,1,1,1,15,adaptive,79,log2,2,19,nnRegressor,5,10,lbfgs,uniform,0.9994637150792054
tanh,auto,11,mae,1,1,0,0,1,1,0,1,1,0,1,0,28,constant,69,auto,18,23,kneighborsRegressor,4,5,sgd,uniform,0.5640683324859108
logistic,auto,27,poisson,1,1,1,1,0,1,1,0,0,1,1,0,10,adaptive,32,log2,7,15,kneighborsRegressor,4,1,sgd,uniform,0.2884044267612158
tanh,kd_tree,25,poisson,1,1,1,0,0,0,1,1,0,0,0,0,33,constant,65,auto,20,36,randomForestRegressor,1,6,sgd,uniform,0.7310104346134974
logistic,brute,29,mse,1,1,0,1,0,0,0,1,1,0,1,1,5,adaptive,23,log2,14,30,randomForestRegressor,5,10,lbfgs,distance,0.6947053205753472
relu,brute,8,mae,1,1,1,0,1,0,1,1,0,1,1,1,10,adaptive,12,log2,14,36,randomForestRegressor,4,4,adam,uniform,0.9880358519041018
tanh,ball_tree,15,mse,0,1,0,0,1,1,1,1,1,0,0,0,21,constant,85,auto,12,7,nnRegressor,7,2,sgd,uniform,0.4754646929112982
identity,brute,14,mae,0,1,0,0,0,0,0,1,1,0,1,1,34,adaptive,53,sqrt,15,26,kneighborsRegressor,7,4,adam,uniform,0.4285183619941145
tanh,ball_tree,13,poisson,1,1,1,1,1,1,1,1,1,1,0,1,26,invscaling,89,log2,10,13,kneighborsRegressor,4,7,sgd,uniform,0.5463003646792512
logistic,kd_tree,27,poisson,1,1,0,1,0,0,1,0,1,1,1,1,3,invscaling,71,log2,9,7,nnRegressor,2,9,adam,distance,0.4688425237544921
