activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,11,mae,0,0,0,0,1,0,0,1,0,1,0,0,6,constant,52,auto,8,27,randomForestRegressor,5,1,sgd,uniform,0.5114786434490513
relu,kd_tree,24,mae,0,1,1,1,0,1,1,0,1,0,1,0,8,constant,82,sqrt,8,39,nnRegressor,6,8,lbfgs,distance,0.9995171016306182
identity,auto,13,poisson,0,1,0,0,0,1,1,1,0,1,1,0,13,adaptive,38,sqrt,18,20,kneighborsRegressor,6,9,sgd,distance,0.562782873136078
tanh,brute,19,mae,1,0,1,1,0,0,0,1,0,0,0,0,34,adaptive,43,auto,7,10,nnRegressor,3,10,adam,uniform,0.9984239722499995
tanh,kd_tree,24,mse,0,1,0,0,1,0,1,0,0,0,0,0,18,adaptive,51,auto,10,3,nnRegressor,10,1,lbfgs,uniform,0.4523216186265183
logistic,ball_tree,27,poisson,0,0,1,0,1,0,1,0,0,0,1,0,34,invscaling,20,auto,13,37,kneighborsRegressor,5,8,lbfgs,distance,0.40363654330139
tanh,brute,15,mae,0,0,0,0,1,1,0,1,1,0,1,1,34,adaptive,64,auto,9,10,kneighborsRegressor,4,3,adam,distance,0.611275231820078
identity,ball_tree,8,mae,0,1,0,1,1,1,0,0,1,0,1,1,7,constant,39,auto,9,4,randomForestRegressor,1,6,lbfgs,uniform,0.7830048607622799
tanh,auto,23,poisson,0,0,0,1,0,1,1,0,1,1,1,0,4,constant,58,sqrt,3,16,kneighborsRegressor,8,5,lbfgs,distance,0.6509659489402038
tanh,brute,17,mse,0,1,0,0,0,1,0,0,1,0,0,1,27,constant,92,auto,14,37,randomForestRegressor,9,4,lbfgs,distance,0.6089612415154297
logistic,auto,23,mse,1,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,49,log2,15,19,nnRegressor,5,4,lbfgs,distance,0.43828952636013163
identity,ball_tree,14,mae,0,1,1,0,0,1,0,1,0,0,1,1,39,invscaling,95,log2,12,17,kneighborsRegressor,10,4,adam,uniform,0.5045153099579871
tanh,ball_tree,21,mae,1,0,1,0,0,1,0,1,1,0,1,0,11,invscaling,45,log2,3,6,kneighborsRegressor,8,3,sgd,distance,0.37492332206466306
logistic,ball_tree,12,mse,1,1,1,0,0,0,0,0,1,0,1,1,36,constant,75,sqrt,18,34,nnRegressor,6,5,sgd,distance,0.9981190740486693
relu,auto,9,mae,1,0,0,0,1,1,1,0,0,1,1,1,4,constant,41,sqrt,13,15,randomForestRegressor,1,10,sgd,distance,0.7252104274410678
logistic,kd_tree,8,mae,1,1,1,1,1,1,0,1,1,1,0,1,18,constant,86,auto,13,2,randomForestRegressor,2,6,adam,uniform,0.9997824617168459
logistic,brute,26,mse,1,0,1,1,1,1,0,1,0,0,0,1,36,constant,68,auto,15,38,kneighborsRegressor,5,2,sgd,distance,0.4607915581293265
logistic,kd_tree,29,mse,0,0,1,1,0,0,0,1,1,0,0,0,22,constant,77,sqrt,13,23,randomForestRegressor,1,6,lbfgs,uniform,0.9978053840262705
relu,brute,23,mse,0,0,0,0,0,1,1,1,1,0,1,0,40,invscaling,83,sqrt,17,28,randomForestRegressor,2,1,lbfgs,uniform,0.5633206974891964
logistic,kd_tree,21,poisson,0,1,0,0,0,0,0,0,1,0,1,1,30,adaptive,77,sqrt,6,11,randomForestRegressor,3,10,lbfgs,uniform,0.496180844295275
logistic,kd_tree,23,mae,1,0,1,0,0,0,1,0,0,1,0,1,11,invscaling,56,auto,5,38,randomForestRegressor,2,3,adam,distance,0.9996576089311091
logistic,auto,30,mse,0,0,0,0,0,1,1,1,1,1,1,1,20,invscaling,76,auto,5,32,kneighborsRegressor,5,4,lbfgs,uniform,0.47686292621779114
logistic,kd_tree,23,mse,0,0,0,0,1,0,0,1,1,1,0,0,38,constant,74,sqrt,13,13,kneighborsRegressor,1,3,sgd,uniform,0.42401641684669056
tanh,brute,28,poisson,0,1,0,1,0,0,1,1,1,1,1,1,7,adaptive,94,auto,7,2,randomForestRegressor,1,3,sgd,distance,0.6376603677410135
relu,brute,12,mse,1,1,0,1,0,1,1,0,0,1,0,1,18,adaptive,45,sqrt,7,39,nnRegressor,5,10,sgd,distance,0.5578292338208846
logistic,kd_tree,8,poisson,1,1,0,0,1,0,0,1,0,0,1,0,21,adaptive,47,sqrt,8,19,nnRegressor,9,8,sgd,uniform,0.3533452310095728
relu,brute,23,mae,1,0,1,0,0,0,0,1,0,0,1,0,13,invscaling,59,auto,6,39,nnRegressor,2,10,lbfgs,distance,0.9996178610398682
tanh,ball_tree,11,poisson,1,1,0,0,0,1,1,1,0,0,0,0,32,constant,87,sqrt,16,18,kneighborsRegressor,10,2,lbfgs,distance,0.4085623367702975
logistic,auto,8,mae,0,1,1,1,1,1,1,1,1,1,0,0,10,invscaling,27,auto,20,26,randomForestRegressor,9,6,sgd,distance,0.9996145075569385
relu,brute,26,mse,1,0,0,1,1,1,1,0,0,1,0,0,32,adaptive,18,log2,4,9,nnRegressor,3,6,lbfgs,distance,0.45918787403836625
logistic,kd_tree,8,mae,0,1,1,1,1,0,1,1,1,0,1,0,7,adaptive,46,log2,5,22,nnRegressor,9,5,adam,uniform,0.9997270552917855
tanh,ball_tree,15,poisson,1,1,1,1,1,0,0,0,1,1,1,1,2,adaptive,8,sqrt,4,14,nnRegressor,3,4,sgd,uniform,0.9966753876039857
relu,brute,24,poisson,1,0,0,1,1,1,0,0,1,1,1,0,31,adaptive,46,log2,9,31,nnRegressor,7,10,adam,uniform,0.5066775166294296
tanh,kd_tree,12,poisson,0,1,0,1,0,0,1,0,1,0,1,0,4,constant,45,sqrt,16,24,nnRegressor,9,2,adam,distance,0.4762417190658804
identity,brute,25,mse,0,0,1,0,0,0,1,1,1,0,1,1,22,adaptive,13,auto,6,26,randomForestRegressor,9,5,sgd,distance,0.9999123612831186
tanh,brute,28,mse,1,0,0,0,0,1,1,0,1,0,1,0,6,constant,10,auto,13,37,nnRegressor,8,7,sgd,uniform,0.34970341896535395
logistic,ball_tree,20,mae,1,0,1,0,1,1,1,0,1,1,0,0,24,adaptive,48,sqrt,5,15,kneighborsRegressor,9,8,adam,distance,0.6841974365198389
tanh,brute,22,poisson,0,0,0,1,0,0,1,1,1,1,0,0,31,constant,77,log2,18,17,randomForestRegressor,8,8,sgd,uniform,0.4757306880093608
tanh,ball_tree,13,poisson,0,0,0,0,1,1,0,0,0,0,1,0,4,adaptive,83,auto,3,9,kneighborsRegressor,7,8,lbfgs,distance,0.4500885153616587
tanh,auto,12,mse,1,0,0,0,0,1,1,0,1,0,0,0,21,constant,68,auto,13,8,nnRegressor,3,10,sgd,uniform,0.3382184801946606
tanh,ball_tree,8,mae,1,1,0,0,1,0,1,0,1,0,1,1,31,invscaling,2,log2,12,7,nnRegressor,1,7,sgd,uniform,0.08359403259101184
identity,ball_tree,30,poisson,0,0,0,0,0,1,1,0,0,1,1,0,7,constant,88,auto,7,38,nnRegressor,4,7,adam,distance,0.02674419792749594
tanh,kd_tree,12,poisson,1,1,0,0,0,0,0,0,1,0,1,0,8,invscaling,83,auto,15,23,randomForestRegressor,1,1,lbfgs,distance,0.466621034799955
logistic,ball_tree,32,mse,1,0,1,0,1,1,0,0,0,1,0,1,3,adaptive,58,auto,16,24,kneighborsRegressor,8,1,sgd,distance,0.30749853177912756
logistic,ball_tree,22,mse,0,0,1,1,0,1,0,0,1,1,0,0,23,constant,18,log2,10,19,nnRegressor,5,4,sgd,uniform,0.9975739107234265
relu,ball_tree,22,poisson,0,1,1,1,0,1,1,1,0,1,0,0,9,invscaling,36,log2,4,16,kneighborsRegressor,7,9,sgd,distance,0.5684370481695016
relu,auto,19,mse,0,1,0,1,1,1,1,1,0,0,1,1,14,invscaling,27,log2,4,36,nnRegressor,6,9,adam,distance,0.5768958832719902
logistic,kd_tree,30,poisson,0,0,1,0,1,1,1,1,0,0,0,0,17,invscaling,58,auto,16,26,randomForestRegressor,7,1,sgd,distance,0.6311716609381499
relu,ball_tree,11,mae,0,0,1,1,0,1,0,0,0,0,0,0,6,invscaling,11,log2,19,19,randomForestRegressor,9,8,lbfgs,distance,0.9722766948778987
identity,ball_tree,23,mse,1,0,1,1,0,1,0,0,0,0,0,0,20,adaptive,90,sqrt,10,19,randomForestRegressor,9,8,lbfgs,uniform,0.9974924129600765
tanh,ball_tree,31,poisson,1,1,0,1,1,0,1,1,0,1,0,1,31,invscaling,90,sqrt,2,17,randomForestRegressor,9,3,adam,uniform,0.666348036893103
logistic,kd_tree,12,mae,0,1,1,0,0,1,0,1,1,0,0,1,32,adaptive,73,auto,10,8,nnRegressor,6,5,lbfgs,uniform,0.9993292032402215
relu,brute,32,poisson,1,1,0,0,1,1,0,1,0,0,0,0,27,adaptive,32,log2,11,27,nnRegressor,8,5,sgd,uniform,0.5304102773457263
