activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,27,entropy,1,1,1,1,0,1,1,16,invscaling,33,auto,10,36,kneighborsClassifier,8,7,adam,uniform,0.5518590998043053
relu,ball_tree,16,gini,1,0,1,0,1,1,0,15,invscaling,86,auto,10,40,kneighborsClassifier,3,8,lbfgs,uniform,0.5929549902152642
tanh,brute,20,gini,0,1,1,0,0,0,0,19,invscaling,16,sqrt,7,15,randomForestClassifier,5,1,adam,uniform,0.3610567514677104
logistic,ball_tree,31,gini,0,0,1,1,1,1,1,19,invscaling,61,log2,18,3,nnClassifier,1,8,adam,uniform,0.0
tanh,kd_tree,24,gini,1,1,0,0,1,0,0,39,adaptive,40,sqrt,11,22,nnClassifier,7,6,adam,uniform,0.029354207436399216
logistic,auto,24,gini,0,0,1,1,1,1,1,14,invscaling,62,sqrt,4,3,kneighborsClassifier,10,3,adam,distance,0.9050880626223092
logistic,kd_tree,26,entropy,1,1,0,1,0,1,0,15,adaptive,37,sqrt,16,39,nnClassifier,7,10,sgd,uniform,0.0
relu,ball_tree,12,entropy,0,1,0,0,1,0,1,12,adaptive,61,log2,20,23,randomForestClassifier,5,6,sgd,distance,0.45792563600782776
tanh,kd_tree,27,entropy,1,1,1,1,0,1,0,36,invscaling,97,log2,4,14,randomForestClassifier,4,8,sgd,uniform,0.6682974559686888
identity,brute,12,gini,1,1,1,1,0,1,0,3,constant,1,log2,14,3,kneighborsClassifier,7,1,sgd,distance,0.7925636007827789
identity,ball_tree,25,entropy,0,1,1,0,0,0,0,13,adaptive,9,log2,3,16,kneighborsClassifier,6,6,adam,uniform,0.33072407045009783
tanh,auto,29,gini,1,1,1,0,0,1,0,13,constant,90,auto,16,5,kneighborsClassifier,10,4,sgd,distance,0.776908023483366
relu,ball_tree,26,gini,0,1,0,0,0,1,0,20,invscaling,53,auto,4,11,kneighborsClassifier,3,3,adam,distance,0.4041095890410959
