activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,35,constant,69,auto,15,29,kneighborsClassifier,8,7,sgd,distance,0.8054298642533937,44.44898998900317
tanh,auto,28,gini,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,28,constant,86,auto,17,7,nnClassifier,4,9,sgd,distance,0.5167420814479639,44.449053236981854
tanh,auto,25,gini,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,7,constant,35,auto,17,16,kneighborsClassifier,8,8,sgd,distance,0.9131221719457013,44.44911819580011
tanh,auto,24,entropy,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,11,constant,85,auto,18,28,kneighborsClassifier,8,4,sgd,distance,0.9239819004524887,44.44918431388214
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,19,auto,13,13,nnClassifier,10,6,adam,distance,0.9393665158371041,245.48177892179228
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,48,auto,10,12,nnClassifier,6,9,adam,distance,0.9475113122171945,245.4818666598294
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,66,auto,13,27,nnClassifier,10,6,adam,distance,0.9547511312217195,245.48193004890345
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,25,auto,18,28,nnClassifier,10,6,adam,distance,0.9411764705882353,245.48199415788986
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,23,auto,15,29,nnClassifier,10,8,adam,distance,0.9294117647058824,245.48205633694306
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,16,auto,14,28,nnClassifier,7,5,adam,distance,0.9457013574660633,245.48211770597845
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,56,auto,17,31,nnClassifier,8,10,adam,distance,0.5104072398190045,245.4821793048177
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,35,auto,11,21,nnClassifier,10,8,adam,distance,0.9466063348416289,245.48224110295996
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,71,auto,14,15,nnClassifier,9,6,adam,distance,0.9484162895927601,245.4823034319561
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,48,auto,18,14,nnClassifier,8,8,adam,distance,0.9438914027149321,245.48236548085697
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,72,auto,13,17,nnClassifier,9,9,adam,distance,0.9393665158371041,245.48242839984596
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,79,auto,15,22,nnClassifier,10,8,adam,distance,0.9565610859728507,245.48250720789656
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,57,auto,15,15,nnClassifier,7,6,adam,distance,0.5095022624434389,245.48256982699968
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,86,auto,14,20,nnClassifier,7,8,adam,distance,0.9475113122171945,245.48263151594438
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,34,auto,15,14,nnClassifier,8,6,adam,distance,0.9402714932126697,245.4826925448142
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,25,auto,11,15,nnClassifier,6,7,adam,distance,0.5049773755656108,245.48275537393056
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,67,auto,17,29,nnClassifier,8,9,adam,distance,0.9574660633484163,245.48281678184867
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,88,auto,13,11,nnClassifier,8,5,adam,distance,0.5076923076923077,245.48287784098648
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,33,auto,14,20,nnClassifier,8,7,adam,distance,0.9402714932126697,245.48293920001015
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,81,auto,14,28,nnClassifier,10,8,adam,distance,0.9475113122171945,245.48299990897067
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,23,auto,15,15,nnClassifier,6,6,adam,distance,0.5085972850678733,959.127990179928
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,52,auto,14,11,nnClassifier,9,7,adam,distance,0.5104072398190045,959.1280771479942
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,68,auto,17,31,nnClassifier,9,7,adam,distance,0.5122171945701357,959.1281424569897
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,29,auto,15,30,nnClassifier,10,5,adam,distance,0.5067873303167421,959.1282058758661
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,27,auto,12,33,nnClassifier,6,7,adam,distance,0.5122171945701357,959.1282870038413
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,20,auto,15,30,nnClassifier,7,6,adam,distance,0.5122171945701357,959.1283511028159
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,60,auto,15,35,nnClassifier,8,6,adam,distance,0.5085972850678733,959.1284145009704
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,39,auto,15,25,nnClassifier,6,6,adam,distance,0.5067873303167421,959.12848707987
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,73,auto,13,16,nnClassifier,8,6,adam,distance,0.5113122171945701,959.1285500989761
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,52,auto,14,18,nnClassifier,5,8,adam,distance,0.5085972850678733,959.128613086883
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,75,auto,10,21,nnClassifier,9,5,adam,distance,0.5076923076923077,959.128676295979
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,75,auto,15,26,nnClassifier,8,8,adam,distance,0.5122171945701357,959.1287391749211
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,61,auto,18,19,nnClassifier,8,10,adam,distance,0.5095022624434389,959.1288024138194
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,82,auto,10,24,nnClassifier,6,5,adam,distance,0.5095022624434389,959.1288653719239
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,38,auto,16,18,nnClassifier,8,10,adam,distance,0.5104072398190045,959.1289282408543
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,29,auto,15,17,nnClassifier,7,6,adam,distance,0.5131221719457013,959.128991169855
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,71,auto,13,29,nnClassifier,8,7,adam,distance,0.5085972850678733,959.1290540390182
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,84,auto,17,8,nnClassifier,4,4,adam,distance,0.5113122171945701,959.1291164669674
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,37,auto,16,24,nnClassifier,8,8,adam,distance,0.5167420814479639,959.1291789358947
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,77,auto,12,30,nnClassifier,6,4,adam,distance,0.5122171945701357,959.1292415650096
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,27,auto,19,19,nnClassifier,8,9,adam,distance,0.5095022624434389,1616.3460974888876
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,56,auto,11,15,nnClassifier,5,6,adam,distance,0.5076923076923077,1616.3461835579947
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,66,auto,17,30,nnClassifier,6,8,adam,distance,0.5113122171945701,1616.3462480059825
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,29,auto,17,29,nnClassifier,6,9,adam,distance,0.5067873303167421,1616.346311344998
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,16,31,nnClassifier,8,8,adam,distance,0.5104072398190045,1616.3463750239462
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,23,auto,16,29,nnClassifier,4,4,adam,distance,0.5076923076923077,1616.3464379529469
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,59,auto,14,32,nnClassifier,10,8,adam,distance,0.5058823529411764,1616.3465165409725
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,43,auto,11,29,nnClassifier,8,9,adam,distance,0.5058823529411764,1616.3465794299264
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,75,auto,15,20,nnClassifier,7,3,adam,distance,0.5085972850678733,1616.3466418478638
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,50,auto,14,14,nnClassifier,5,6,adam,distance,0.5095022624434389,1616.3467049668543
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,71,auto,14,17,nnClassifier,5,6,adam,distance,0.5076923076923077,1616.3467670858372
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,71,auto,15,22,nnClassifier,6,7,adam,distance,0.5067873303167421,1616.3468291847967
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,65,auto,14,23,nnClassifier,9,6,adam,distance,0.5131221719457013,1616.3468915028498
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,82,auto,13,28,nnClassifier,4,7,adam,distance,0.5085972850678733,1616.3469537419733
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,42,auto,16,22,nnClassifier,8,6,adam,distance,0.5085972850678733,1616.3470161308069
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,33,auto,12,21,nnClassifier,7,7,adam,distance,0.5122171945701357,1616.3470784898382
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,73,auto,15,29,nnClassifier,8,6,adam,distance,0.5058823529411764,1616.3471405578312
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,80,auto,18,12,nnClassifier,3,4,adam,distance,0.5085972850678733,1616.3472021468915
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,41,auto,18,20,nnClassifier,8,7,adam,distance,0.5067873303167421,1616.3472640658729
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,73,auto,16,29,nnClassifier,7,5,adam,distance,0.5104072398190045,1616.3473258248996
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,31,auto,16,15,nnClassifier,7,5,adam,distance,0.5067873303167421,2303.8173755470198
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,52,auto,13,11,nnClassifier,7,10,adam,distance,0.5076923076923077,2303.817455364857
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,62,auto,14,29,nnClassifier,8,7,adam,distance,0.5067873303167421,2303.8175282939337
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,33,auto,15,27,nnClassifier,10,8,adam,distance,0.5058823529411764,2303.817591271829
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,30,auto,15,30,nnClassifier,9,8,adam,distance,0.5131221719457013,2303.817654030863
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,27,auto,16,28,nnClassifier,8,6,adam,distance,0.5067873303167421,2303.8177167898975
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,63,auto,15,28,nnClassifier,8,7,adam,distance,0.5113122171945701,2303.817779388977
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,47,auto,7,25,nnClassifier,6,7,adam,distance,0.5085972850678733,2303.817841906799
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,71,auto,13,19,nnClassifier,7,7,adam,distance,0.5095022624434389,2303.8179047259036
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,54,auto,18,18,nnClassifier,9,8,adam,distance,0.5076923076923077,2303.8179672448896
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,72,auto,17,21,nnClassifier,6,8,adam,distance,0.5095022624434389,2303.8180297939107
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,75,auto,15,19,nnClassifier,7,8,adam,distance,0.5095022624434389,2303.818092581816
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,63,auto,18,23,nnClassifier,8,8,adam,distance,0.5113122171945701,2303.8181664010044
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,78,auto,14,31,nnClassifier,8,6,adam,distance,0.5085972850678733,2303.8182291989215
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,46,auto,16,19,nnClassifier,8,8,adam,distance,0.5085972850678733,2303.818291917909
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,37,auto,10,25,nnClassifier,7,8,adam,distance,0.5076923076923077,2303.81835465692
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,69,auto,16,29,nnClassifier,8,8,adam,distance,0.5067873303167421,2303.8184169258457
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,76,auto,15,16,nnClassifier,7,8,adam,distance,0.5095022624434389,2303.818484493997
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,45,auto,14,24,nnClassifier,8,7,adam,distance,0.5095022624434389,2303.8185473629273
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,74,auto,19,28,nnClassifier,8,4,adam,distance,0.5095022624434389,2303.81860986189
