activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,21,gini,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,73,sqrt,20,29,randomForestClassifier,3,8,adam,distance,0.8841628959276018,428.8124284669757
relu,kd_tree,23,gini,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,34,constant,80,auto,19,21,nnClassifier,7,9,adam,distance,0.5194570135746607,428.8125124759972
relu,brute,18,gini,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,14,constant,51,sqrt,20,40,randomForestClassifier,1,8,adam,uniform,0.9321266968325792,428.81257615587674
relu,kd_tree,25,gini,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,14,constant,62,sqrt,6,38,kneighborsClassifier,5,8,adam,uniform,0.8959276018099548,428.81263988488354
relu,kd_tree,14,gini,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,61,sqrt,19,26,nnClassifier,3,8,adam,distance,0.530316742081448,428.81270315498114
relu,ball_tree,18,gini,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,32,constant,80,sqrt,17,10,nnClassifier,1,7,adam,distance,0.5067873303167421,428.8127659140155
relu,auto,25,gini,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,31,constant,41,sqrt,18,21,nnClassifier,1,9,adam,distance,0.5194570135746607,428.8128282229882
relu,kd_tree,19,gini,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,constant,7,sqrt,7,21,kneighborsClassifier,5,10,adam,distance,0.8796380090497737,428.81289074290544
relu,brute,18,gini,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,29,constant,83,sqrt,12,17,nnClassifier,1,7,adam,uniform,0.5212669683257919,428.8129529519938
relu,ball_tree,21,gini,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,15,constant,56,sqrt,11,17,randomForestClassifier,1,6,adam,uniform,0.9312217194570136,428.8130157820415
relu,brute,15,gini,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,31,constant,47,auto,13,12,nnClassifier,6,8,adam,distance,0.4968325791855204,428.8130782409571
relu,auto,19,gini,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,43,sqrt,20,40,randomForestClassifier,3,9,adam,uniform,0.9049773755656109,428.8131552999839
relu,brute,18,gini,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,14,constant,35,sqrt,6,27,nnClassifier,2,7,adam,distance,0.5040723981900452,428.8132179500535
relu,ball_tree,18,gini,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,15,constant,95,auto,20,30,kneighborsClassifier,5,8,adam,uniform,0.8986425339366516,428.8132795789279
relu,ball_tree,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,8,constant,63,sqrt,14,37,randomForestClassifier,5,6,adam,distance,0.8678733031674208,428.8133413789328
relu,kd_tree,27,gini,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,constant,58,sqrt,18,24,nnClassifier,7,8,adam,distance,0.5230769230769231,428.81340352795087
relu,auto,25,gini,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,constant,52,auto,19,9,kneighborsClassifier,4,7,adam,distance,0.9158371040723982,428.813465527026
relu,kd_tree,10,gini,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,22,constant,77,sqrt,13,14,randomForestClassifier,1,8,adam,uniform,0.9266968325791856,428.81352730700746
relu,ball_tree,22,gini,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,31,constant,63,sqrt,14,40,kneighborsClassifier,6,8,adam,distance,0.893212669683258,428.8135899659246
relu,brute,18,gini,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,11,constant,58,sqrt,18,8,nnClassifier,1,5,adam,uniform,0.502262443438914,428.81365177594125
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,77,auto,16,25,nnClassifier,1,10,adam,distance,0.9438914027149321,802.1463387499098
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,83,auto,15,17,nnClassifier,3,8,adam,distance,0.5167420814479639,802.146420028992
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,55,auto,19,36,nnClassifier,1,8,adam,distance,0.9321266968325792,802.1464836990926
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,61,auto,10,34,nnClassifier,1,8,adam,distance,0.9230769230769231,802.1465453479905
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,65,auto,18,22,nnClassifier,1,9,adam,distance,0.5176470588235295,802.1466063680127
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,76,auto,13,12,nnClassifier,1,8,adam,distance,0.5158371040723982,802.146667196881
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,45,auto,19,22,nnClassifier,1,8,adam,distance,0.5248868778280543,802.1467279968783
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,11,auto,11,17,nnClassifier,1,9,adam,distance,0.9339366515837104,802.1467894860543
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,79,auto,12,13,nnClassifier,4,7,adam,distance,0.5167420814479639,802.1468506460078
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,60,auto,13,13,nnClassifier,1,6,adam,distance,0.9393665158371041,802.1469118949026
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,51,auto,15,15,nnClassifier,2,8,adam,distance,0.5158371040723982,802.1469726639334
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,16,36,nnClassifier,1,7,adam,distance,0.9339366515837104,802.1470332539175
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,39,auto,5,23,nnClassifier,4,3,adam,distance,0.4995475113122172,802.1470939030405
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,92,auto,19,26,nnClassifier,1,8,adam,distance,0.9149321266968325,802.1471652030014
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,67,auto,15,33,nnClassifier,1,7,adam,distance,0.9375565610859729,802.14722609194
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,62,auto,14,21,nnClassifier,8,8,adam,distance,0.5230769230769231,802.1472867319826
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,56,auto,20,13,nnClassifier,1,8,adam,distance,0.9429864253393665,802.1473476509564
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,76,auto,15,16,nnClassifier,1,8,adam,distance,0.9447963800904977,802.1474080609623
